title,poem_cleaned
,"Öyle güzel anlatıyordu intihar düşünü; sanki gece, onunla birlikte yumuşacık denizin kollarına atılmış hissettim kendimi. Sonra usulcacık sır verir gibi, mahcup: 'Bu yaz sana gelsem, gece olsun beni konuk eder misin, gün olsun senin yaşamamı sağlar mısın? ' diye sordum. İri mavi gözleri şefkatle açılıyor, heyecanla: 'Hemen gel, yaz, yoksa geç kalabilirsin, dahaki yazlarda benim ormanım, barakam yerinde olmayabilir, teknoloji hızlı geliyor ki, çevreciler ‘çok geç olmadan’ falan diyorlar ya, yanılıyorlar. geç oldu. Benim cennet köşem teknolojiye teslim olmadan, yaz gel, gecikme...'"
,"Gülben Anastasias, İstanbul’a seramiklerini, emaylarını satmaya dostlarını görmeye gelmiş. Arkadaşımın arkadaşı. Kentte kalamadı, duygularına kapılıp Fethiye’deki dağ köyüne, tahta barakasına döndü. Daha sahici olan yüreğine. Sevgilerine..."
,
Deme,
,"bitmez yolmuş, deme"
,bitmedik yol yok.
,"aşılmaz dağmış, deme"
,aşılmadık dağ yok.
,"erişilmez ülkeymiş, deme"
,erişilmedik dağ yok.
,Kendini kapıp koyverme.
,
Âgâz-ı Gazeliyyât 111,
,dil dâg-ı mahabbet şerâre-efgen olur
,Felek-sitâre vü hurşîd ü meh nişîmen olur
,şem‘ hem-dem-i agyâr olunca dâg oluram
,şu‘le bende vü gayrun çerâg-ı rûşen olur
,Kimi fark-ı ser itsem müdâm cilvegehin
,Döner sipihr-i cefâkâra ol düşmen olur
,Olursa nîm-nigâh tesellî-i bahş
,Gehî hicâb u gehî hˇ âb u nâz-ı reh-zen olur
,Dem-â-dem âteş-i cân-sûz-ı şevkden Âgâh
,Turur turur dil-i dîvâne germ-şîven olur
,
İlk Suç,
,Dag biçaklar
,Erkenden
,Güzelligini
,Gecenin....................
,
Yenilen Büyür,
,"İşte karanlik büyümüstür,"
,Dag daha dag
,Su daha su
,Yildiz daha yildiz olmustur ötelerde.
,"İşte karanlik büyümüstür,"
,Elle....................
,
Lütfuna İhtiyacım Yok,
,"Asaletin göklere uzansa sana kısaca anlatayım, karşımda dağ durma, boyundan büyük işlere karışma. beş parasız biri olsam da, seni cebimden çıkarırım bunu unutma. Güzelsin, hoşsun boşsun. saatten sonra gönlünü şiirlerle, şarkılarla, türkülerle dolduramam. Senin boşluğuna yıldızları koyamam. yerinden asalet fışkırsa da, senin sularınla yıkanamam. Senin sevgin paçalarımı sıyırıp sığ sularında yürüyemem. ölürken aşklar için, dudaklarıma su olup dökülsen olacak. En iyisi dağ, taş olmaktan vazgeç, küçük at kargalar yesin. Belki derdinden anlayacak."
,"Lütfuna ihtiyacım yok. İstersen beni yerden yere vur. düştüğüm yerden kır çiçekleri toplamasını bilirim. Burnun yukarıdayken koklayabilirsin. İsterim beni koklayan dünyanın tüm güzel kokularını ciğerlerine çeker olsun. Git kime gidersin git yolun açık olsun. Beni sevme. gülüşüne muhtacım tatlı sözüne kanarım. Ağzını toplamadan git. Kime şarkılar söylersen söyle. masamda meze rakı olabilirsin. Keyfimi kaçırmadan git. Asaletin yeri göğü delse de, beni bırak! Seni delik deşik etmeden çek git."
,"Hani şarkı vardır bıktırmasın, hangi söz vardır sıradanlaşmasın. kitap yazsan ince ellerinle, asla bana dokunan söz yazamazsın. Nedir dağ duruşunun sebebi. Küçük tepeleri yaratmaktan vazgeçip, dağ olmaktasın. Öyle küçük düşünmektesin ki, herkesi kendine hayran bırakacağını sanmaktasın. dağ olsan da, an dalgalarla sevişmekteyim. Oh deyip derinlere dalmaktayım."
,"Yaşamak rüyadır, gecelerde görülen. Bilir misin büyük olursan ol, gece karanlığında görünemezsin. benim rüyam olamazsın. Karanlıkta kaybolup gidensin, hangi aydınlığı bana lütfedeceksin. dağ olsan da, kocaman yalansın. Artık karşımda daha küçülmekten vazgeç. kendini küçük hissedenlerin karşısında dağ olabilirsin. Benimse karşında küçülecek yanım yok. Lütfuna ihtiyacım yok."
,Niçin böyle doğa harikası davranırsın. benim çatısı akıtan ev gibisin senin aşkınla ıslanmaya niyetim yok. Lütfuna ihtiyacım yok.
,
Bir Dağ Gibi Olmalı İnsan,
,"dağ olmalı insan,"
,"Dağ onurlu, dağ mert,"
,Dağ cesur olmalı.
,"dağ olması için,"
,"Dağ yüreği olmalı,"
,"dağ olmalı insan,"
,"Sevdası dağ olmalı,"
,"Saşı bulutlarda,"
,"Ayağı yerden yedi kat diplerde,"
,"Güldüğünde güller açtırmalı,"
,"Ağladığında ırmaklar coşturmalı,"
,"Kızdığında poyrazlar estirmeli,"
,"Leylayla mecnun,"
,"Aslıyla kerem,"
,Ferhatla şirin
,Destanlar yazdırmalı.
,dağ olmalı insan
,Bağrında nice canlıyı
,"Barındıracak merhametli,"
,Zirvesi ulaşılmayacak azametli.
,"dağ olmalı insan,"
,"Kırsalarda kalbini,"
,Kırmamalı............
,"Çalsalarda taşını,"
,Konuşmamalı.
,Akıtsada için.....içinnn
,"Nehir, nehir gözyaşını,"
,Hep dik tutmalı başını.
,dağ olmalı insan.
,"Yaşarken dağ yaşamalı,"
,Ölürken dağ ölmeli.
,"Sığmamalı mezara naaşıı,"
,"Düşmanları üzülmeli,"
,"Sevenleri kalbinde saklamalı,"
,"Gerekmemeli mezar taşı,"
,"fatihaya muhtaç kalmamalı,"
,Binlerce fatihalar okunmalı
,Sevenlerinden gelen dualar
,"Onu gün rahmete boğmalı,"
,dağ olmalı insan
,dağ yaşamalı
,dağ ölmeli.
,
Kim bilir,
,Kim bilir
,dağa karlar yağdı
,dağ tipi boran fırtınalar yaşadı
,dağ karakışlar gördü
,dağ gök gürlemeleri gördü
,dağ yağmurlarla ıslandı
,dağı tanımamışsın daha
,dağ ihanetler gördü
,Daha neler görecek neler
,yaşar kim bilir
,Dost Şeref
,
Dağ Mı Kaldı?,
,"Dağa çıksam dedim amma,"
,Çıkılacak dağ kaldı?
,"Huzur veren temiz hava,"
,Çekilecek dağ kaldı?
,"Kimi hotel kimi motel,"
,Teleferik turist çeker.
,"Erittiler birer birer,"
,Bakılacak dağ kaldı?
,"Dağda gezen çoban bile,"
,Sörf yapıyor internette.
,"Kuşlar öten kekik kokan,"
,Gezilecek dag kaldı?
,"Satıp saldık dağı taşı,"
,Yok eyledik göçmen kuşu.
,"Yanar ta bağrımın başı,"
,Dövülecek dag kaldı?
,"ayı var nede kurdu,"
,Ayılar şehire doldu.
,"Ormanlar yandı kurudu,"
,Sevilecek dağ kaldı?
,"Boşa heves dağa çıkmak,"
,Benmiyim tek avanak?
,"Otur hadi keyfine bak,"
,Yazılacak dağ kaldı?
,"Fehat var dağ deliyor,"
,köroğlu nara atar.
,"of çeksen neye yarar,"
,Yıkılacak dağ kaldı?
,Ramazan Ateş/Enschede
,
Hira bir dağ gönül,
,Hira Dağ Gönül
,Hira dağ gönül
,Dağ olurum Hira
,Bana dağdır aşkı bilen gönül
,Hira dağ gönül…
,Kavrulmuş taşları
,Aşkın çölünde
,Dağında gönlü vardır
,Bulutlar dağların başında taç
,Güneşi ilk dağlar görür
,Ay dağların avuçlarında çiçek
,Pınarlar dağların göz yaşı
,Ağaçlar göklere özlemleri
,Hey gönül Hiraya nasıl bakarsın toprak diye
,Hira dağ gönül…
,Aşkla yanan gönül...
,Sevinci dağ Hiranın
,Selam
,En kaygan zamanda
,Depremlerde
,Gönüllerimizi sıkı tutan dağlara...
,Sevgileri bizde dağ olanlara
,Selam
,Aşkın çölünde dağ olan gönüllere
,Hira dağ gönül…
,Aşkla yanan gönül...
,Zikir akar ırmaklardan
,Etrafında ağlar rüzğar
,Türbeye benzer dağlarımız var
,Kuşları dayanıklı dağların
,Kış onların pençesinde can verir...
,Aşkın çölünde kum taneciği olsan yeter gönlüm
,
 Bakarsan,
,"düşen tohum Bahar’a çıkar,"
,"Bulutlar iner, tohumu sular."
,"Tohum yükselir, Mevlâ’yı arar,"
,“ Bakarsan bağ bakmasan dağ olur.”
,"Toprak verdikçe harmanlar yüklü,"
,"Gemiler yüklü, kamyonlar yüklü,"
,"Bankalar yüklü, gerdanlar yüklü,"
,“ Bakarsan bağ bakmazsan dağ olur.”
,"Çalış diyorum, kusura bakma,"
,"Çalış diyorum, mermiyi takma,"
,"Çalış diyorum, Vatanı yakma!"
,“ Bakarsan bağ bakmazsan dağ olur.”
,"Gökyüzü mavi, yeryüzü yeşil,"
,"Vatan, millete hizmetsiz gafil,"
,"Eserin kalır çalışmayı bil,"
,“Bakarsan bağ bakmazsan dağ olur.”
,"Neden elinde mermili tüfek,"
,"Elinde olsun kazmayla kürek,"
,"İşle toprağı düzelsin yürek,"
,“ Bakarsan bağ bakmazsan dağ olur.”
,"Bentleri kurduk, suları verdik,"
,"Barajı yaptık, bilgiyi verdik,"
,"Çalışın derim, sevgiyi bildik,"
,“ Bakarsan bağ bakmazsan dağ olur.”
,"Nazır’ım Dünya, bağla bahçemiz,"
,"Seven sevilen, bilen kişiyiz,"
,"pencereden giren Güneş’iz,"
,“ Bakarsan bağ bakmazsan dağ olur.”
,Nazır Çiftçi
,1964 // Kırşehir. // 05.06.2010 Ankara
,
W-A-dag Israel - 002-Denmark,
,002-A-dag Israel - 002-Denmark
,Kender de...
,Dag Israel..
,er kriminelle...
,En meget palæstinensiske...
,Små børn myrdet...
,er morder...
,Min Gud...
,Fortissimo...
,Meget magtfulde...
,En dag indkomst...
,Deres land også..
,perditions vil være...
,En dag indkomst...
,Deres land har også...
,Plager vil blive......
,En dag indkomst...
,Deres land har også...
,damns vil være...
,En dag indkomst...
,Deres land har også...
,Jordskaelvene vil være...
,En dag indkomst...
,vil råbe...
,vil bede...
,"Min Gud, foran..."
,Understans mig...
,Dag Israel...
,Mersin-10.10.2009 -Bilal Genis
,
Kösedağ,
,Yavaş yavaş duman bürüdü başın
,Geçti gitti ilkbaharın köse dağ
,Yanaşmak mümkün yanına kışın
,Çepeçevre sarar kar’ın köse dağ
,Tek ceylana dedin gel bende yayıl
,Diğer hayvanlara olmadın kayıl
,Dedem hayran idi babam dâhil
,Niçin düşmez itibarın köse dağ
,baharın belli olur nede güz
,Güneyin pişirir kuzeyinde buz
,Hiç gören olmamış seni güler yüz
,Yoksa terk etmiş yârin köse dağ
,Adın sanın tarafta söylenir
,Konargöçer gelir sende eğlenir
,Suyun besler koyun kuzu yaylanır
,vatana çoktur kârın köse dağ
,Gürkani der soğuğun elbette
,Hatırına katlanırım külfete
,Gündüz ayaktasın gece nöbette
,Gururusun diyarın köse dağ
,Âşık gürkani
,
Yedi Dağ Çiçeği,
,"Kimi yer altında, kimi üstündeyim;"
,"rüzgâr, fırtına dinlemedeyim;"
,Kasırgalara dur diyen güçlü siperdeyim;
,Tarihte açan yedi dağ çiçeğiyim.
,Güneş açmış Kaz dağları zirvesinde;
,"Rüzgârla çam, zeytin dalları essin de,"
,"Coşkunluğa güç veren gövdesinde,"
,Yeniden doğan yedi dağ çiçeğiyim.
,"Buz fışkıran pınar başında,"
,"Burcu burcu kekik kokan dağ taşında,"
,Özlemle çektiğim anamın aşında
,Alevle yanan yedi dağ çiçeğiyim.
,Zümrüt yeşili görkemlidir hanların;
,"Türkmenler geçmişi, yaşayan canların;"
,"Koca Seyitler, ölmez kahramanların,"
,Parlayan yıldız yedi dağ çiçeğiyim.
,Tarihim kükredi gözümün önünde;
,Mustafa Kemal Çanakkale önünde;
,"Ateş Arıburnu, Conkbayır üstünde,"
,Mehmetçik “al”ı yedi dağ çiçeğiyim.
,"Çanakkale, Balıkesir’deyim;"
,"Ardahan’da, Edirne’deyim;"
,"tek vatanımın yurt bahçesindeyim,"
,eşsiz yedi dağ çiçeğiyim.
,"Gönül, gün olur göçer diyardan,"
,"İstemese ayrılır nazlı yardan,"
,Nice yiğit göçüp gitti diyardan!
,Vatan toprağı yedi dağ çiçeğiyim
,
Benim Babam,
,"Dimdik ayaktadır maşallah, zehir gibidir aklı"
,"İşte benim babam, arkamı dayadığım koca dağ"
,Beyninde koskoca seksen yılın bilgisi saklı
,"İşte benim babam, arkamı dayadığım koca dağ"
,-
,"Hiç şeyi unutmaz, sonuçta çıkar hep haklı"
,"Dosdoğru ömür yaşadı, olmadı hiç zikzaklı"
,"Hayatı geçti meşakkatle, kara değil hep aklı"
,"İşte benim babam, bendimi dayadığım koca dağ"
,-
,"Düne yürürken, peşinden yetişemezdim"
,"Mümkün değil, onun bileğini bükemezdim"
,"çelik babam yaşlanırmış, bilemezdim"
,"İşte benim babam, kendimi dayadığım koca dağ"
,-
,"Babam askerdi, devresinde natoda birinciydi"
,"En büyük meziyeti, kabiliyeti bilinciydi"
,"Onun kelamı sözü, adeta inciydi"
,"İşte benim babam, başımı dayadığım koca dağ"
,-
,"Önümüzde yol göstericimiz, rehberimiz oldu"
,"Bizi helalinden büyütüp, terbiyeyle yoğurdu"
,Besbelli onu helal süt emmiş anne doğurdu
,"İşte benim babam, daima arkamızda koca dağ"
,-
,"Ak sakallı pirimiz, başımızdan eksik olmasın"
,"Dirayetli sevecen babacan, nur yüzü solmasın"
,"Yaradan bize, kul hakkı yedin diye sormasın"
,"İşte benim babam, sırtımı dayadığım koca dağ"
,-
,Devran der; ana hakkı babanın ödenmez
,"Baba hakkı nedir, baba olmadan asla bilinmez"
,Babaya yaptığın iyilik kötülük silinmez
,"Babalar, evladının arkasında duran koca dağ"
,(29/07/2010)
,
Dağ Ceylanım,
,Hayatım Neşemsin
,Biricik Sevdiğimsin
,kalbindeki Yaramsın
,benim Dağ Ceylanımsın
,Dağ Ceylanım Dağ Ceylanım
,Dağlarda Gezen Maralım
,Anlıma Yazılan Benim Sevdalımsın
,Benim Dağ Ceylanımsın
,Vuruldum Gözlerine
,Hayran Olurum Gülüşlerine
,tatlı bakışına
,Ölürüm Dağ Ceylanım
,
Dag Yönünü Sevdım,
,"yanin dag kokuyor, temiz sade gercek"
,"yanin metropol, sahte, özden uzak gücsüz"
,Senin dag yönünü sevdim gülüm
,"türlü kirlilikten uzak, ferasin yakin sevdim"
,yanin güzelliklerle sarmalanmis
,yanin cirkinliklerle esir alinmis
,Güzelligini sevdim gülüm
,"Direnisini, dag engin durusunu sevdim"
,
Biz Seninle Bir Dağ Yamacında,
,seninle dağ yamacında
,Açan sarı lalelerdik
,"Hüzünler, ayrılıklar üstüne"
,Sevda türküleri söylerdik
,seninle dağ yamacında
,Amaçsızca savrulan deli-dolu rüzgardık
,"Yalnızlıklar, tükenişler üstüne"
,Sevda türküleri söylerdik
,seninle dağ yamacında
,Gökyüzünde gezinen iki sevdalı buluttuk
,Yağardık dağ yamacının üstüne ılık ılık
,Doğanın kucağında yeniden can bulup filizlenirdik
,seninle dağ yamacında
,Uçuşan iki garip kuştuk
,"Yarınlara, dostluklara"
,Özgürlük şarkıları söylerdik
,seninle dağ yamacında
,Kabına sığmayan çağlayandık köpük köpük
,Bitkilerin çığ aktığı tepelerden
,Coşkuyla süzülürdük
,seninle iki küçük çocuk
,dağ yamacında el ele kır çiçekleri toplardık
,Gözlerimizde mutluluk
,Dünyayı avucumuzda sanırdık
,Şimdi dağ yamacında
,Sevdamı yeller aldı
,Ümitlerimse bahara kaldı
,Sanki orada yaşanmamış şeyler vardı..
,İçimde yalnızca anılar
,Dudaklarımda buruk tebessüm kaldı
,
Dağ Çiçeğim,
,Karıştırıp kışı yaza
,Aralığı ağustosa
,Kuralları boza boza
,Yayıl gel dağ çiçeğim
,gerdanda hışıl hışıl
,Uyusan mışıl mışıl
,Güneş ışıl ışıl
,Ayılda gel dağ çiçeğim
,Sanma derim titrer sesi
,Olsa binlercesi
,Güzellerin en incesi
,Sayıl gel dağ çiçeğim
,Enginlerden ine ine
,Ovalara sine sine
,Bana değil kendine
,Bayıl gel dağ çiçeğim
,
Dağ gibi yalın hasretin..,
