title,poem_cleaned
,Ağla gökyüzü insanlara
,Ağla gökyüzü mazlumlara
,Ağla gökyüzü benim sevdama
,Ağla gökyüzü Ağla gökyüzü
,Ağla gökyüzü haksızlıklara
,Ağla gökyüzü feryatlara
,Ağla gökyüzü canda cananlara
,Ağla gökyüzü Ağla gökyüzü
,Ağla gökyüzü vatana toprağa
,Ağla gökyüzü âşık Hasanlara
,Ağla gökyüzü zalim dünyaya
,Ağla gökyüzü Ağla gökyüzü
,
Her Şeyde Sen,
,Gözlerin gökyüzü mavi
,Gökyüzü sakin
,Gökyüzü umutlu huzurlu
,Gökyüzüne baktığımda sana bakıyorum sanıyorum
,Sonra güneşin yüzüme vuruyor
,Onunla ısınıyorum
,Ağaçlar mutluluktan salınıyor
,Kuşlar şarkı söylüyor
,Kanatlanıp yanına gelesim geliyor
,Derin derin içime çekiyorum seni
,Ciğerlerime doluyorsun
,Nefes aldığın varsan hayatta
,Sana sunulan güzellikleri görebildikçe artıyor varlığın
,Gökyüzüm var
,Güneşim var
,Ağaçlarım var
,Kuşlarım var
,sabah seninle uyanıyor
,gece seninle uyuyorum
,Varlığın varlığıma armağan sevgilim
,
Gökyüzü,
,Gezegen yıldızların evisin
,Gece ay doğunca ayrı güzelsin
,Kuyruklu yıldızınla özelsin
,Çözülemez gizemlerin gökyüzü
,Berrak gecelerin hayran bırakır
,Binlerce ampulle loş aydınlatır
,baktığında şeyler anlatır
,Çözülemez gizemlerin gökyüzü
,Hele birde güneşi tutulunca
,"Geceyi yaşatır, gündüz olunca"
,"Seyrine doyum olmaz, kaybolunca"
,Çözülemez gizemlerin gökyüzü
,"Rengarenk bulutlar, senin yastığın"
,"Çengelsiz olarak, göğe astığın"
,"Yağmur yağdırsın diye, kararttığın"
,Çözülemez gizemlerin gökyüzü
,"Gök kuşağı, renkler cümbüşü olur"
,"güzeldir, görenler hayran kalır"
,"Yıldızlar kıskanır, kaybolduk sanır"
,Çözülemez gizemlerin gökyüzü
,"Kuşların, vaz geçilemez yolusun"
,"Çeşit, çeşit uçaklarla dolusun"
,"Bazen ıslak, bazen kurusun"
,Çözülemez gizemlerin gökyüzü
,"Lapa, lapa yağdırırsın, karları"
,"Doğada oluşturursun, kırları"
,"Anadolu çeker bütün, zorları"
,Çözülemez gizemlerin gökyüzü
,"Bilinmez alemde, çatılık yapar"
,"İçinde asırlardır, sırlar tutar"
,"Uçsuz, bucaksız heybetiyle yutar"
,Çözülemez gizemlerin gökyüzü
,
Hüzünlü Gökyüzü,
,Gözlerimi anlatıyor nedir derdi
,buruk gecede niye hüzünlü gökyüzü
,Bana hep gözyaşı hep yağan yağmuru verdi
,buruk gecede niye hüzünlü gökyüzü
,Yağmur gökten değil yanağımdan süzülüyor
,toprağa düşüşte karış büzülüyor
,Nedir hasret neden üzülüyor
,buruk gecede niye hüzünlü gökyüzü
,Sabır dayanır zamansız ağlayışa
,Hangi yalnız dayanır çıldırtan yağışa
,Biliyorum gözyaşı boşa
,buruk gecede niye hüzünlü gökyüzü
,kederliyim başladı benim yerime
,Gömülüyor toprağa damlıyor gözlerime
,Açıyorum yağıyor ellerime
,buruk gecede niye hüzünlü gökyüzü
,Olmaz yeter artık yağmur yakar
,Gözlerden hiç böyle dolu dolu yaş akar
,Hiçbir aşık gürleyerek içini çeker
,buruk gecede niye hüzünlü gökyüzü
,
Aşka Pasaport,
,Adamsendeli üç adam boşverli gökyüzü
,Tutup koyduk ortaya olanca sevgimizi
,Üç tekme attım gökyüzü üç tekme
,Etti altı tekme altı tekme ikisi
,Sonra serdik üstüne umut dediğimizi
,Omuz-omuza verdik güzel hora teptik
,Adamsendeli üç adam boşverli gökyüzü.
,
Kaldırım,
,Gökyüzü kükredi boş kovanlara.
,Gökyüzü kükredi taş koyanlara.
,Gökyüzü kükredi mort katanlara.
,Gökyüzü kükredi komik yalanlara.
,Kuytu köşelerde tek kurşunla bitirdiler işini.
,Umutlar tükenmeden alel acele çektiler fişini.
,Hayatın amacı ezberlenmiş yaşanıyor tek düze.
,Korku içinde baş koyup erişilemiyor gündüze.
,"Hayat oyun ise, sadık kalmalı oyunbaz."
,"Aniden gelir buse, kimi olur hain olur yobaz."
,"Kimi değersizlere değer biçti, yani cambaz."
,"Kelimeleri yalan olmuş; eski dost, yeni boşboğaz."
,"Zaman hayli geçti, kaybettin kendi kumarını."
,"Yersiz yersiz konuştun, bıçak götürdü damarını."
,Seni asla yüceltmez alçaltacak olan uçkur.
,yaparsan yap sonun iki metrelik çukur.
,Açılışsız üretime geçen âşıklar laf.
,Sizin peşine düştüğünüz şey en büyük gaf.
,Yürekler murdar oldu beyinler saf.
,"Doğrularla oynandı güvenmeyin, hepsi hilaf."
,Gökyüzü kükredi boş kovanlara.
,Gökyüzü kükredi taş koyanlara.
,Gökyüzü kükredi mort katanlara.
,Gökyüzü kükredi komik yalanlara.
,"Yarına ak sayfa açtım, utandım, kalem siyah."
,"İnsan memleketine dönecek, dünyada seyyah."
,"Kötüleri ağırlamaz sırat, köprüden düşenler iki surat."
,"Boşadır mekânda murat, eşittir soylu kurat."
,sözümde yalan yok yumdun ağzını açtın gözünü.
,Onları taklit etmeye çalışırken unuttun özünü.
,Çıkar peşindeki dostlarımı hayatımdan çıkardım.
,Akardı zaman zamana doğru akardım.
,Gözler varken ses edemez ağızdan çıkan söz.
,Etrafıma baktım kimi camgöz kimi dansöz.
,Canın çıkmadan an önce çıkar b**tan huyunu.
,"Gömmezler seni, üzerine dökmeden son suyunu."
,Ölüm öncesi yanına yanaşır şeytanlar akın akın.
,Kim bilir ölüm belki yarın belki yarından yakın.
,"Sebep arama ölümüne, belki yıldırım."
,"Belki taş, asıl yeri kaldırım."
,Gökyüzü kükredi boş kovanlara.
,Gökyüzü kükredi taş koyanlara.
,Gökyüzü kükredi mort katanlara.
,Gökyüzü kükredi komik yalanlara
,
Gri,
,"Şehir bugün elli yıldır kimsenin uğramadığı ev griydi. Aksi evden çıkarken farkında olmadan gri t-shirt giymişim. Sabah aynada baktığım yüzüm gri. İçim oldum olası gri zaten. Gerizekalı gökyüzü aralar inadına hep gri. Bazılarına sevimli gelen beni nedensizce tedirgin eden sonbahar rengi. Geçmişin rengidir gri, hatırlandıkça can yakan kötü anıların arka planında hep vardır. Ruhumuz hafızamız gri fon üzerine yerleştirilmiştir. İçilen sigaranın külü, çürüyen yaprak, kurumuş ağaç dalı, mutsuz insan yüzü, kirli gökyüzü.. Gözlerimi kapattığım zaman karşıma çıkan renk sanıldığı siyah değil, gri. ölümü en hatırlatan renk. Siyah matem işaretidir yaşayanlar için, ölenin arkasından siyahlara bürünenler siyahlar içinde yaşamaya devam ederler, yaşayan canlı renktir siyah. Ölünün ise, yakılırsa dönüşeceği kül gri, gömülürse üzerinde çürüyecek kefen gri. Evet evet renk yanlışlıkla yaratılmış olmalı. bizleri cezalandırmak için. Değiştirilmesini talep ediyorum yerine renk koyulsun tanrı tarafından. karşılığında oruç falan tutarım, bilemedim şimdi.."
,
Gökyüzü Senindi...,
,gökyüzü senindi...
,bulutları yağmurları benim...
,dağı olurdum bulutların..
,bağı olurdum yağmurların...
,sarmanı yağmanı beklerdim...
,gökyüzü senindi...
,rüzgarları karları benim...
,yönü olurdum rüzgarların...
,dağı olurdum karların..
,varmanı yağmanı beklerdim...
,gökyüzü senindi...
,akanları yıldızları benim...
,gökyüzü senindi.
,baharların yağmurları benim...
,"Fikret Turhan-Yalova,"
,28.02.2014
,
Biz Bizi Kaybettik,
,okuldan çıkardım.karşıdaki yıkık evi unutamam.gelirdin..gökyüzü hep gri olurdu.ağaçlar kül rengi...gizlenecek suçlar öperdim dudaklarını.doyamazdım boyun büküşünün anlamına.ne derdin susuşunla? yapmaaaa deyişinle...
,"yeni ayakkabılarımı sana gösterdiğimde nasıl buruk sevinçle gülmüştün.daima kapıya yakın dururdun.alışamamıştın çılgınlıklarıma...ağaca çıkalım derdin.karanlık kollarıma sinerdi.isli bacalar gibi.gidişinle gökyüzü aniden kızıla keserdi sanki.yanardı alev alev.gri cehennem olurdu seni benden alan daracık sokaklar,yoksul yollar.kaybetmiştik.kaybedenler yaşar aşkı derdin.o yaşta.yıllar sonra anladım aşkla şiirin kaybedenin kazandığı bitimsiz birer oyun olduğunu.giderken hiç dönüp bakmazdın.bilirdin dayanamayacağını.korkardın.belki ağlardın.soğuk olurdu.senden sonra öyle kaldı.her ayrıldığımda üşüdüm.aslında senden sonra hep seni yaşadım.öptüğüm dudakta,baktığım gözde,okşadığım saçta.biliyorum.şimdi değilsin.ben olmadığın halini arıyorum belki.aradığım seviyorum seni.kim olduğunu kim olduğumu unuttum.görmüyorum önümü bile.her an karşıma çıkacakmışsın arıyor gözlerim birilerini birşeyleri.yeni gelen bilinmeyenden gelen hediye paketi gibi.yollarda meraklı gözlerle arıyorum.heyecanla.tutkuyla.ve hüzünle.şarkılarım seninle kaldı.içimdeki ezgi hiç değişmedi.aynı şarkının aynı yerinde gökyüzünün aynı noktasına çakılıp kalıyorum gene....canımı yakan gülüşünü atamadım üzerimden.iç çekişini.yanan resmindeki gülüşünde sakladım yaşamak yaşamanın tadını.benliğimdeki kendimi öldüreli oldu.yaşayan biri var hayatımda.ama değilim işte.doğrusunu istersen senle kaldım.senin benle kaldığın gibi.çünkü artık sendeki seni öldürdün içinde.yokuz biz.biz bizi kaybettik.aşkla.çünkü aşk kaybeder.geride arayış.yalnızlık.şiirle varolma çabası.mutsuzluk.yüceltmek ölümü.düşünmek sokakların sensiz olamayacağını"
,
 Sebepsiz Mi?,
,Gökyüzü hüzünlü akşam;
,Yazın en sıcak ayı temmuz
,Güneş engel olamıyor
,"Hüzünlenen gökyüzüne,"
,"Gökyüzü tutamadı ağlıyor,"
,Dolu dolu yağıyor.
,"yaz yağmura,"
,sevinçler gözyaşlarıma
,Gem vuramıyor...
,"Gökyüzü ağlıyor,ben ağlıyorum"
,"biliyorum neden ağladığımı,"
,Nede gökyüzü...
,"Gökyüzünde biriken bulutlar,"
,Bendeyse ayrılık hüzünlerdir...
,
Son Dilek,
,gökyüzü daha yarat bize Tanrım.
,tek Türk’ün Türkçülüğün olsun.
,"Kaplasın var olan gökyüzünü Tanrım,"
,Hepsinden ayrı tek Türkçemiz kalsın.
,gökyüzü daha yarat bize Tanrım.
,"Kaplasın Kırgız’ı, Kazak’ı, Özbek’i."
,Ayrı olmasın yüce ırkımız Tanrım;
,Ata yurdu olsun Türklerin dileği.
,gökyüzü daha yarat bize Tanrım.
,"Yiğit; at, ok, yay bozkırda gezsin."
,Nâmerdi yok etmek güç ver Tanrım;
,"garip ağlasın, it onu ezsin."
,gökyüzü daha yarat bize Tanrım.
,"Balalar güreşsin, kılıçları çarpsın."
,Hatırlansın tekrar kutlu günler Tanrım;
,Millet kutlu günlere yeniden tapsın.
,"gökyüzü daha yarat bize Tanrım,"
,Gelmeden vedâ ânı bana gizlice.
,"Göreyim kutlu günleri Tanrım,"
,Ölümle beraber gelmeden göz göze.
,21 Nisan 2015
,
Çocuklar,
,çocuklar varya çocuklar
,"Gökyüzü mavi berrak,"
,Gökyüzü ağlamaklı_
,İşte çocuklar..
,Geleceği karartılmış çocuklar! !
,
Aynası Gökyüzü,
,"insan kalacak, nede can kalır"
,"Manzara doğrular, kendi uyanır"
,"yüreği, sevdiğin alır"
,"Gökyüzü aynası, mavi boyanır"
,"Dibi yosun tutsa, denizi seyret"
,"Dağlar yenik düşse, sevdayı hisset"
,"Özleme aldırma, azıcık sabret"
,"Gökyüzü aynası, mavi boyanır"
,"Işıklar sönmüşse, sakın ha korkma"
,"Ortam karanlıksa, uzağa bakma"
,"Gönül gözün açık, lambayı yakma"
,"Gökyüzü aynası, mavi boyanır"
,"Senden bana gelen, güldeğil diken"
,"Gonca gülün hayat, acıyı eken"
,"Zaman birden solmuş, yar idi çeken"
,"Gökyüzü aynası, mavi boyanır"
,"Başına belalar, geldikçe gülen"
,"Şükürü sabırı, iyice öğren"
,"Rıza makamıdır, hepsini bilen"
,"Gökyüzü aynası, mavi boyanır"
,"Farketmez göz rengi, umuttur yüzen"
,"Rüya alem olmuş, kalbleri üzen"
,"Sevgi dolu melek, cennettir özen"
,"Gökyüzü aynası, mavi boyanır"
,Bahattin Tonbul
,22.8.2013
,
Mevsimlik,
,"Şubat, Mart’ı kovalar olmuş"
,"Tutmuş kulağından, aldırış etmeden çeker olmuş"
,Acımış Gökyüzü başlamış İlkbahar damlalarını dökmeye
,Dinmiş yavaş yavaş gözyaşları
,sevdanın baharı Yaz sarmış bedenimizi
,Boğulmuş çocuk
,"Gökyüzü kızmış Denize, kendini bilmez diye"
,"Denizi boğmuş sinir, Kara araya girmiş"
,Deniz Kara’yı dövmüş
,Gökyüzü ikisini
,Sonbahar çıka gelmiş olmuş böylece
,"Deniz, Gökyüzü Kara’nın arası epeyi soğumuş"
,Kış çatmış girmiş aralarına
,Soğuktan üşüyen Gül-i Ranam
,Sarılıp ısıtı verelim birbirimizi
,
...BABA'ma,
,Ertelenmiş güzlerde yandı İstanbul
,Musalla taşında tutsak umutlar
,okunan salâda Çakır figan oyy
,"dağlandı ciğerim, gözlerim ağlama dur..."
,Ruhumun düstursuz keskin matemi
,"öfkem, ateşim yaksa zilyet i"
,"el uzansa, sesim bulsa gaibi"
,nur yüzünle bakıp güler misin masmavi
,Karlar altında İstanbul
,biçareler niyazda
,"gökyüzü ağır, gökyüzü kara"
,gözlerim gökyüzü BABA...
,
Sözler 10,
,"Gökyüzü mavi, güneş sıcak bulut rahmetli olmasamda, özüm belli, izim belli, söyleyecek sözüm belli, hidayetin koynundayım; ""İstikâmet Yolundayım..."""
,
Ağıtlar,
,"yüreğim yüzü gökyüzü,bir yüzü deniz,bilsen içinde ağıtlar gizlidir.."
,
Bulutlar Göbek Bağımız,
,"gökyüzü, deniz."
,Gökte en sevdiğin bulut.
,"diyorsun ki, gökyüzü yerde"
,deniz az.
,yüzden daha kıymetli benim için.
,"diyorum ki,"
,"Gökyüzü olmasa, sana suyunu veren"
,"Bulutları taşımasa, kurur çöle dönersin."
,"deniz olmasa, bulutların suyunu tutmasa,"
,Boğulur dünya yok olur suların altında.
,"Yani birbirimizden uzakta olsak da,"
,bütünüz biz.
,"olmadan ben,"
,"olmadan sen,"
,"Yokuz, yok oluruz."
,Tülin Calip
,
Yalnızlık Senfonisi,
,Gittin götürdün gökyüzü kentini
,Közün köpüğüne ömrümü sardın
,Aynalarda bıraktığın hatıralarda çürüdü
,Dilimin ucuna düştü efkarlarım
,Aşkın rüzgarında uçuşur duygular
,Yalnızlığın barınağı oldu yüreğim
,Gözlerimin kederinden
,Şafağa damladı gökyüzü bulutları
,Usumda koşan yalnızlık taylarıdır
,Pencerem kaybolan haftalardır aylardır
,Aşk zarfına pul satan güvercinlerde uçtu
,Gün ortasında kayboldu gökyüzü güneşim
,
Düşen Son Yaprak..,
,"Deniz suskun,deniz sessiz..."
,"Küçük dalgalarda vurmuyor kıyıya,"
,"Kovalamıyorlar birlerini,peş peşe,"
,"Kumsal sakin,"
,Fırtına öncesi suskunluk var.
,"Gökyüzü hüzünlü,"
,"Bulutlar kaçıyor son hızla,"
,"Dokunmamak bir,birlerine."
,Yağmurdan önce durgunluk
,"Fırtına öncesi sessizlik var,"
,"Gün batımı yakın,geceye kaldı,"
,Yağmurdan sonra fırtına kükreyecek belli..
,"Kıracak ağaçları,dökecek yapraklarını,"
,"Düşürecek yere son yaprağını da,"
,"Dallar ağlayacak,uçuşan yapraklara."
,Gecenin zifiri karanlığını şimşekler bozacak..
,"Gökyüzü ağlayacak sessiz,sissiz,"
,Deniz tüm hışmı yaracak gecenin sessizliğini..
,"Dalgalar yükselecek,her sahile çarptığında.."
,Sallayacak fırtına ağaçları bütün gücü ile.
,"İnsanlar sokaklarda hızla koşuyor,"
,"Sıcak yuvasına kavuşmak için,"
,"Caddeler ıslak,caddeler su,caddeler çamur, caddeler karanlık..."
,caddelerde yalnız...
,"Gökyüzü hüzünlü,gökyüzü kırgın, gökyüzü ağlıyor, sensizliğe,"
,"Deniz öfkeli yalnızlığa,"
,Terk edip gidişine.......
,
Evlerin Damındaki Kiremit Rengi Duygular,
,Bak ağaçlar yemyeşil gökyüzü masmavi sokaklar tertemiz
,neye yarar evlerin damındaki kiremit rengi duygularımız
,Sanki solmuş çiçek kurumuş ağaç yaprakları sararmış dalız
,Hepimizin ab-ı hayata ihtiyacı var yoksa yok olan varız
,Bak ağaçlar yemyeşil gökyüzü masmavi sokaklar tertemiz
,Bulutlar bembeyaz kuşlar cıvıl cıvıl toprak buram buram
,kıymeti var niyetlerimiz bozuk düşüncelerimiz kötü ham
,Gözlerimiz güzel görmeyi unutmuş tek isteğimiz hayattan almak kam
,yaşıyoruz bizin esamesi yok salmış ortalığa nam
,Bulutlar bembeyaz kuşlar cıvıl cıvıl toprak buram buram
,Gül kokusu leylak kokusu zambak kokusu lale sümbül erguvan
,güzel arıyor gözlerimiz bunu fark edecek insan
,kaybedeceğiz mutlu etmek faydalı olmak çalışsak zaten geçiyor zaman
,Geriye dönüp baktığımızda yaptıklarımızla keşke diyeceğimiz olmasa hiçbir an
,Gül kokusu leylak kokusu zambak kokusu lale sümbül erguvan
,Bak ağaçlar yemyeşil gökyüzü masmavi sokaklar tertemiz
,neye yarar evlerin damındaki kiremit rengi duygularımız
,Sanki solmuş çiçek kurumuş ağaç yaprakları sararmış dalız
,Hepimizin ab-ı hayata ihtiyacı var yoksa yok olan varız
,Bak ağaçlar yemyeşil gökyüzü masmavi sokaklar tertemiz
,
Griban Şiir,
,"Grip oldum,"
,güzel grip bulaştırıyorum gökyüzüne...
,"Oh olsun sana gökyüzü,"
,Beni böyle delirteceğine
,şeyler giyseydin üstüne...
,Oh olsun sana gökyüzü oh olsun;
,Gribim zaman geçerse
,Sana zaman geçmiş olsun...
,
Name1,
,Sevdiğim;
,"Bugün üçüncü gün. Peş peşe gelen şoklardan sonra bugün kendimi toparladım. gidişine alışamadım daha. akşamki rutin arayışlarımı varmışsın sürdürüyorum. Kapına geliyor, zilini çalıp kaçıyor, gizlendiğim yerden kapını açmanı bekliyorum. Kapı açılmayınca gittiğini anımsıyorum. Yokluğun bana öyle boş zaman kazandırdı ki, zamanı nereye harcayacağımı düşünmek canımı sıkıyor. Hiç sevmediğim sözcükle kendimi teskin etmeye çalışıyorum. zamanı seni düşünerek doldurmaya çalışıyorum. zaten bütün zamanlarım senle değil mi? Gidişinin boşluğunu dolduramıyorum, kitapla şiirle şeyle. Kolay değil anlarsın beni, yılların sevdası bu. ‘’alışacağım’’ diyorum, alışacağım. Oysa alışmak sözcüğü bende tamamen yitirmeği çağrıştırmaktan işe yarıyor ki."
,"gitmeden hava güzeldi. Günlük, güneşli, mutluluk doluydu. Gittikten sonra, başlayan kar yağmur hiç durmadı. Gökyüzü isyan ediyor sanki. Gerçi isyan etmeye karşısın kez değilim isyan eden, gökyüzü. Güneş, ay yıldızlar isyana destek verir bulutların arkasına gizlenmiş göstermiyor kendini. Anlayacağın, kasvetli ortam gidişine eşlik ediyor. kasvetli havaya aldırmıyorum ben, iyiyim. Yüreğimde midemde ‘’biraz’’ kramp oluşmuş kadar. Doktor, ilaca gerek yok, zamanla alışırsın geçer dedi. Doktoru boğasım geldi! Yıllardı seni rüyamda görürüm, yüzün göremeden. Hep şekilde görüyordum. Dün gece müthişti, inan. toplulukta birlikteydik. bana işaret edip bi odaya giriyorsun, arkandan geliyorum. seni çıplak görüyorum, sevişiyoruz büyük istekle. Doruk noktasındayken yaşlı kadın içeri giriyor. senin müdürün, seni şikayet edeceğini söylüyor. telaşlanırken, önemli değil gibilerinden işaret ediyorsun. Müdüre elindeki şikayet kağıdıyla kapıdan değil duvardan geçerek salona giriyor. Bizde aynı duvardan geçiyoruz. Beni teskin etmek elimden tutuyorsun. Yaşlı kadın kağıdı salondaki tezgahın arkasında duran kantinciye veriyor kayboluyor. Kantinci kağıdı sana veriyor. güzel rüyadan uyanınca, kaldığım odanın buz soğuğuyla karşılaşıyorum. Elimi tutan elinin sıcaklığını arıyorum."
,"Sağlıkla, mutlulukla sevgiyle kal meleğim."
,
Yerde Bulduğum Gökyüzü,
,Ey yerde bulduğum gökyüzü
,"Sevmeye alışan kalbi, gel ,yetim eyleme"
,"İçimdeki fırtınaları dindiren gözleri, gel ,ırak eyleme"
,"Düşünmekten ezilmiş vicdanı, gel , kaçışlarında pis eyleme"
,"Hataları sırtıma yükleyip, gel, beni kambur eyleme"
,"Çatıp kaşlarını bana, gel, güneşimi karanlık eyleme"
,Ey yerde bulduğum gökyüzü
,"Bırak bulutların sevişeyim, gel, ömrümü ikinci bahar eyle"
,"Bırak derinliğinde kuşlar uçayım, gel ,aşkımı özgür eyle"
,"Bırak güneşinde ısınayım , gel ,bedenimi ateş eyle"
,"Bırak mis kokunla coşayım, gel , ruhumu sarhoş eyle"
,"Bırak dikenlerin kanatsın elimi, gel, hayatımı gül eyle"
,Ey yerde bulduğum gökyüzü
,
Ağır Renkli Şiir,
,erguvânî asalet kuşanırken gökyüzü
,gri gaflet tutukluyor ömrümü
,usulca vazgeçiyorum sırtımı kollamaktan
,kurşûnî yağmurların ritmince yürüyerek
,ardına sığınıyorum hedef tahtasının
,celladımın elinde parıldayan kılıçtan
,ense kökümdeki ürperiş
,kafiyeler üretiyor şiirime
,erguvânî yalnızlık kuşanırken gökyüzü
,
Özgürlük,
,Dizginleşecek elbette yenilmeyen zorlu dağlar.
,Bizde tadıcağız özgürlüğü pişmanlık yaşamadan.
,"Korkusuzuz; özgürlük şarabından tattık,"
,gökyüzü sürgün ateşi.
,Asrın dağları paltak zorludur
,Savaşçılar korkusuz acımasız
,Unutulanı unutmayan dilsiz dağlar
,gökyüzü sürgün ateşi.
,
....Barış**,
,"çocuk doğdu..minicik elleri,gözleri..ağlayıp geliyor dünyaya..evren sorun içinde kıvranırken,gökyüzü yeryüzü değişirken,yine binbir umutla adı Barış konuldu..Kimbilir onu neler bekliyor..çareleri bulması geleceği yeni düzenlerle kurtarması gençliğe can daha doğdu..hayırlı olsun dünyaya iyi doğdun Barış diyelim..Diyelim ellerin uzansın barış getirsin dünyaya,gözlerin umutla parlasın ışıl ışıl...hiçbir çocuk,ana ağlamasın barış içinde kaynaşsın..."
,
Gökyüzü Ağlıyor,
,Karardı gökyüzü
,Şimşekler çakıyor
,Doğa kızgın
,Doğa ağlıyor
,Sıcaktan kavrulan
,Ağaçlar gözyaşlarıyla
,Islanıyor
,Ayçiçekleri gülümsüyor
,Toprak nefes alıyor…
,Yağmur yağıyor
,Gökyüzü ağlıyor
,Bardaktan boşalırcasına
,Yağmur yağıyor
,Sokaklar ıslak
,İliklerine işlemiş insanların
,Koşuşturan insanlar ıslak
,Kuşlar barınak arıyor
,Ağaçlar ıslak
,Dallar yol vermiyor
,Yağmur yağıyor
,Gökyüzü ağlıyor
,Gökyüzü kızgın
,Buz bırakıyor yeryüzüne
,Dolu yağıyor taş misali
,Düştüğü yerler ağlıyor
,Ekinlerin boynu bükük
,Çiftçi üzgün
,Hasat kötü
,Dolu yağıyor
,Gökyüzü ağlıyor
,16 Temmuz 2008
,Gülfüz Sarıçam
,
Hayat,
,Devasa gökyüzü ekranından
,Dizilerini izler Tanrı…
,
Gitmek olmaz,
,Siyah satendi gökyüzü
,Parlak yıldızlardı gözlerin
