title,poem_cleaned
,Gül gül bak ağaçlara
,derviş baktım ağaçlara
,toprağın yeşil entarili çocukları
,Gör ağaçlarda yeşil şefkati
,Ağaçlarda yeşil güneş
,Ülkemin ağaçları güneş
,Ülkemde ağaçlarda yeşil güneş...
,Yeşile aşk
,Yemyeşil aşk var ağaçlarda göklere...
,sabah bakıyorum ağaçlara
,Yol boyunca sıralanışları güzel
,Ülkemde ağaçlarda yeşil güneş
,Dost bildim ağaçları
,Ağaç şefkat güneşi...
,Dal dal
,Beşiğimiz olmadı ağaç
,Dallarını kestik
,Yeşilliğini kesemedik
,Bahar senin içinde ağaç
,Tekrar tekrar bak ağaca
,Ağaç şefkat güneşi
,Kaç yolcuyu gölgeledi ağaç
,Şehir anlamasa balta anlamasa
,Ağaç şefkat güneşi...
,Zaman boğuluyor şehirlerde yaz
,Ağaçlarda yeşil güneş
,Çırpınıyor şehirlerde ağaçlar gönlüm
,Yeşilin denizi ormanların dalgalanışı
,Şehir anlamasa balta anlamasa
,Ah
,Denize düşmüş çocuklar gönlüm
,ağaçları şehrin..yüzme bilmeyen
,Kaç bebeği sıcakta gölgeledi ağaç
,Şehir kovuyor gönlümü ağacı
,Kesik ağacın bütün dalları
,Kim yaratmış ağacı
,Ağaç şefkat güneşi
,Şehir anlamasa balta anlamasa
,Öperim ayaklarınızdan
,Ellerinizden ağaçlar...
,Ülkemin ağaçlarında yeşil güneş
,Şehir kovuyorsun gönlümü ağaçları neden
,Toprak ananın kolları ağaç
,Toprağın mavi duası ağaç
,Dualarında kuşlar var ağaçların
,Şefkatle sarmış bizi
,Ağaçla büyüyen şefkattir
,Şehir anlamasan balta anlamasan
,Sevilmez ağaçlar
,Kesmedim kırmadım dalını
,Şikayetçi olur diye gelirse dile
,Uzayıp maviliğe
,Dertlerimi anlatsın diye
,Ağaç şefkat güneşi evrende
,şehir anlamasa balta anlamasa
,Dost bildim ağaçları
,Ağaç şefkat güneşi...
,Dal dal
,Beşiğimiz olmadı ağaç
,Beşiğimiz oldu ağaç
,Ağaç şefkat güneşi ülkemde
,Yaprak yaprak
,Gölgesinde uyuyor kaç bebek
,Uyuyor gölgesinde gözünden uyku akan kelebek
,Ağaç şefkat güneşi
,Dalında kuşlar...
,Dalında salıncaklar
,Oyuncaklar çocuklar...
,Ağaç gül gül koşar zor zamanda bize
,çölde gün
,Onu gölgelemedi ağaç
,Dost bildim ağaçları
,Dostu gölgeledi ağaç
,Ağaçlar yelpazendi ağaçları sev bebek
,Sevgisi büyük bebek
,Sende daldal dala konan kelebek
,Ağaç şefkat güneşi
,Nasıl dost bilmeyeyim ağaçları
,Yeşil bayraktır yaprakları
,Dalları duadaki el
,Şehir anlamasa balta anlamasa
,Ağaçları sev bebek
,Ağaç şefkat güneşi
,Nasıl dost bilmeyeyim ağaçları
,gül vatanda
,Asker ağaçlar dikilir düşmana yiğitçe...
,Şehir anlamasa balta anlamasa
,Ağaç büyüyen şefkattir yeşil yeşil
,Nasıl dost bilmeyeyim ağaçları
,Yoksul elinize nasıl alırsınız dikenli baltayı
,Dost bildim ağaçları
,Okuduğum gül kitaplar ağaçtandır sayfa sayfa
,Şehir anlamasa balta anlamasa
,Kaç güzel insanı gölgeledi ağaç
,Ağaçla büyüyen şefkattir
,Dertli beşiğimiz ağaç
,Yastığımız ağaç
,Fakir tabutumuz ağaç değil
,Nasıl dost bilmeyeyim ağaçları
,Öleyim ağacı devirirse kem rüzğar
,Ağaçla büyüyen şefkattir
,Dost bildim ağaçları
,Kaç yahyaya sığınak oldu ağaç
,Ağacın sesi beyaz
,Beyaz beşikler bilirim ağaç
,Nice beyaz tabutlar ağaç
,eski ağaçla dostluğumuz
,ışıklı dostluğumuz
,Beşiğimiz ağaç
,Tabutumuz ağaç
,Ağaç şefkat güneşi bize
,Kıyılır şefkatli dize...
,insan ağaç benimle büyüsün gül aşk
,Onunla büyüsün gül şefkat
,Ağaçla doğsun içimize güneş
,Dostu gölgeledi ağaç
,Beşiğimiz ağaç
,Tabutumuz ağaç
,Yaktık ısındık
,Ağaçta insana şefkat güneşi
,Dost ağaçlar
,Yoksul toprak ananın bize uzanan kolları ağaç
,Dostu gölgeledi ağaç
,Şehir anlamasa balta anlamasa
,Şefkatle sarmış bizi
,Nasıl dost bilmeyeyim gölgesinde serinlediğimiz yazı
,ağaç gördüm baharı yüklenmiş bekçi at
,Çiçekli yat
,Ağaçlar güzel
,Ülkemde
,ağaç gördüm deli dünyayı uçuracak beyaz kanat
,Ağaçlar gelin süslenmişler sanki tel tel
,Ülkemde
,Elif soylu uzuyor zengin göklere soylu ağaçlar
,Ağaçlar elif
,Şehir anlamasa balta anlamasa
,Elif diye ağlıyor sevimli rüzğar yapraklarında
,Kıymetiniz neden bilinmedi bal dilli ağaçlar
,Gül uzatan gül elli ağaçlar
,Ağaçta büyümüş şefkat
,Nasıl dost bilmeyeyim ağaçları
,Dostu gölgeledi ağaç
,Sevgi zengin denize benziyor ormanlarımız deniz...
,Ağaçla büyüyen deniz en mavi şefkat
,Şehir anlamasa balta anlamasa
,Şefkat deniz ağaçlarda
,Kıymetiniz neden bilinmedi gül gönüllü ağaçlar
,Dostu gölgeledi ağaç
,Nasıl dost bilmeyeyim ağaçları
,Ağaçları sev
,sevgi gönle bal sevgi gül bebek...
,buyurdu peygamberin..
,
Şu Gök bir  Mavi Ağaç,
,Gök Mavi Ağaç
,gök mavi ağaç
,Şefkatlimi şefkatli ağaç
,Gök ağacında
,Ay parıldar geceleri
,Çiçek yıldızlar
,İnsana el pençe boyun büker ağaçlar gördüm
,Mavilikle sulanmış ağaç
,Mavi mavi büyümüş ağaç
,Gölgesi mavi ağacın
,Kucağı mavi
,Dostluğu mavi
,gök ağaç
,Kökleri ufuklarda değil gönlümde
,gök mavi ağaç
,Beşiğimin üstünde vardı
,Mezarımın üstünde olacak
,İçini yaprak yaprak döker ağaçlar
,Yıldızlar titrer yürek
,Ağlamışım mavi gölgesinde….
,gök mavi ağaç
,İçimde ateşler yakan ağaçlar var
,Şefkattir meyvesi
,Gök ağacı
,Başımın tacı
,İnsana dostça bakar ağaç
,en mavi ağaç
,en mavi yürekli
,ağaç
,Ağlar benim için...
,Şefkatle
,Yaprak yaprak
,Anne şefkat kokar ağaçlar
,Sevdim mavi ağacı
,Mavi meyveli
,Sevdim mavi ağacı
,gök mavi
,Göklere zaman baksam …
,Sanki diyor gökler:
,mavi ağacım
,Gök ağacı olmuş
,Başımın tacı
,Gül gibidir gül kokar ağaç
,Sevdim mavi ağacı
,gök mavi ağaç
,Güneş asılı
,Gök dalına...
,gök mavi ağaç
,Avuç açsam bulutlarına
,gök mavi ağaç
,Gök ağacı
,Başımın tacı
,kapıdır cennete insanı cennete çeker ağaçlar
,Sevdim mavi ağacı
,Mezarımın üstünde
,gök ağaç duracak
,Gönlüme güneşler diker ağaçlar
,gök mavi
,Gök ağacı
,Başımın tacı
,Kökleri ufuklarda değil gönlümde ağacın
,gök mavi ağaç gülümseyen insana
,
Darağacı.,
,Gölgesinde oturup
,Serinletmeyen ağaç
,Sonbaharda rüzgarla
,Yaprak dökmeyen ağaç
,İlk baharda yeşerip
,Yaprak açmayan ağaç
,Tomurcukları açıp
,Meyve vermeyen ağaç.
,Dallarında ip asıp.
,Sallanılansın ağaç.
,İpini yaşama.
,Dolandıransın ağaç.
,Adaleti olmayan.
,Haklı haksız sormayan
,Sırası geldiğinde.
,Avuçlayansın ağaç.
,Kuşların konmadığı.
,Yarasa başlı ağaç
,Umutları katleden
,İnsana düşman ağaç
,Aşk vefasızları.
,görmezmisin ağaç.
,tehdidde onlara
,Gördermezmisin ağaç.
,
Atatürk Dedi Ki İsmet Bana Yeni Bir Din Bul   2012,
,ATATÜRK DEDİ Kİ İSMET BANA YENİ BİR DİN BUL
,"Atatürk kurmay başkanı ismet beyle diyarbakır çöllerinde at sırtında gidiyorlarmış.Kurak çöl araziye derin derin bakan Atatürk,ismet beye dönerek der ""İSMET ÇABUK BANA YENİ BİR DİN BUL.ÖYLE BİR DİN Kİ İBADETİ AĞAÇ DİKMEK OLSUN.ÖRNEĞİN AĞAÇ DİNİ""Hz Muhammed (selam olsun) de...mişti ""KIYAMETİN KOPACAĞINI BİLSENİZ ELİNİZDE BİR FİDAN VARSA ONU DİKİN"" Yobazlara kötü haberim var.Atatürk'ün son sözleri saat kaç değil onu karşılamaya gelen melaikelerin selamını almak söylediği ALEYKÜMSELAM dır.Yobazcıklar anımsayın peygamberimize gelen meleklere peygamberimiz ALEYKÜMSELAM demişti.Şimdi geberdiğiniz zaman Allaha nasıl hesap vereceğinizi düşünün..."
,
 Senin Bir Fidandan Ne Eksiğin Var Ki?,
,"Seni fidana benzetiyorum. Büyümek bekleyen fidan. Avuçlarımdasın. Henüz köklerin küçük. Gövden ince tek dalın çıkmamış. Toprağa ekiyorum seni kapatıyorum üzerini. Büyümen gerek. Büyümen günlerin geçmesi gerek. Güneş görmen gerek. Rüzgârın doğru yerden esmesi gerek. Rüzgârı hissetmen gerek. bebek gibi. Sevgiye muhtaç. İlgiye muhtaç. Şefkate muhtaç. Büyümen gerek. hızlı değil, cok yavaş. Gün geçer güneş görür ömür. Toprak ısınır. büyümeye başlarsın yavaşça.hadi birleştir ellerini parmakların birbirine girsin. Ellerini fidan farz et. Gün geçtikçe, güneş sırtına vurdukça, ısındıkça, rüzgâr serinlettikçe, büyümeye başlarsın. Şimdi parmaklarını yavaş yavaş açmaya başla. Gördün bak şimdiden on tane dalın oldu. Kalınlaşıyor gövden, kök salmaya başlıyorsun. Büyüyorsun. büyüdükçe insanlar salıncak kuruyorlar dallarına. Böcekler saklanıyor kabuklarının altında, kuşlar yuva kuruyor. cicek açıyorsun, yaprakların çıkıyor, uzayan saçların gibi. Bak görüyor musun? Hissediyor musun? Büyümeye başlıyorsun. Günler geçiyor güneş yerini ayaza bırakıyor kez. zaman ısınmıştın simdi üşümen gerekiyor. Evet, büyümek acı verir. Şikâyet etme. Asla. Ayaz sırtına vurmaya başladı, üşüyor musun? Yaprakların solmaya başladı. Salıncaklar sahipsiz kaldı. Böcekler kaçtı senden, kuşlar terk etti seni. Seninle yeşeren, büyüyen yapraklar yavaş yavaş koptu senden. Rüzgârlar alıp götürdü hepsini. Kar yağdı sırtına. Islandın. Bak şimdi küçülmeye başladın. Bunu en iyi ağaç yapabilir: Büyümesini bildiği küçülmesini bilen... simdi tekrar geldim. Senden yeni tohum alıp tekrar ektim toprağa. sefer gitmeyeceğim yanından. büyüdükçe, güzelleştikçe, çiçek açtıkça, seni kırmak isteyen eller uzanacak. müsaade etmeyeceğim buna. Kendimden çit öreceğim etrafına kimse uzanamasın sana diye. değnek olup saplayacağım kendimi yanına iple bağlayacağım sana. ayakta durmakta zorlandığında yanında olup yüküne ortak olacağım. Senle büyüyeceğim. Gün gelecek tekrar büyüyüp küçüleceksin. ağaç gibi. Bunu en iyi ağaç yapabilir. Büyümesini bildiği gibi, küçülmesini bilen. fidandın ağaç olup kök saldın içimde.sen kök saldıkça toprak anlayacak seni.senin fidandan eksiğin var ki?"
,
İçten Çürüyen Ağaç,
,İçten çürüyen ağaç
,Titredikçe içi
,Garip haz duyuyordu
,İçten çürüyen ağaç
,Büyüdükçe içindeki boşluk
,Derinden uyuyordu
,İçten çürüyen ağaç
,Özünü taş sütun
,Yerine koyuyordu
,İçten çürüyen ağaç
,Kabuğu çatladıkça
,Tenini boyuyordu
,İçten çürüyen ağaç
,Meyveye çabalarken
,İçini kurtlar oyuyordu
,İçten çürüyen ağaç
,İçindeki kurtları
,Kendinden sayıyordu
,İçten çürüyen ağaç
,"Bahçeye, bağa"
,Tebessüm yayıyordu
,İçten çürüyen ağaç
,Uyurken köküne el
,Baltayı dayıyordu
,İçten çürüyen ağaç
,Kökünden kuruyup
,Toprağa kayıyordu
,
Saros körfezinde iki ağaç,
,Saros körfezinde iki ağaç vardı
,biri tarihe bırakırdı dallarını
,biri olur olmaz rüzgarla oynardı
,saros körfezinde iki ağaç vardı
,"kökleri ceneviz, venedik, kahpe bizans"
,yaprakları ''devlet-i al-i osmani kokardı
,saros körfezinde iki ağaç vardı
,uygarlığın bütün izlerini silerek
,usulca sarosa bakarlardı
,saros körfezinde iki ağaç vardı
,biri enginlere baka baka öykünür
,diğeri falyanoslardan ordu kurardı
,saros körfezinde iki ağaç vardı
,kim sarılacak yaklaşsa denize
,onların hüzünlü seslerini duyardı
,saros körfezinde iki ağaç vardı
,son gördüğümde aynı yerde
,bana selam verircesine duran onlardı...
,''dem'den''
,Mehmet Fatih
,
Ağaç Yaşam Kaynağı,
,kırılmasın dal budak
,ağaç yaşam kaynağı
,yarılmasın gül dudak
,ağaç yaşam kaynağı
,sorunları büyütme
,karıncayı fil etme
,pekte ileri gitme
,ağaç yaşam kaynağı
,arıtır kiri pası
,oksijenin deposu
,kesme eşek sıpası
,ağaç yaşam kaynağı
,evinde neleri var
,çatısı kileri var
,bahçeye ileri var
,ağaç yaşam kaynağı
