title,poem_cleaned
,-Acıkuyu’lu Gardaş aleykümselâm olsun
,Sivas Yazar Şairler Derneğimiz nam salar
,Bize çamur atanlar baktıkça utansalar
,Vazgeçilmez serden ta kopartıp alsalar
,-Gönlünüze mutluluk sevinç neşe dolsun
,-Acıkuyu’lu Gardaş aleykümselâm olsun
,"Sabiha, Şevki, Şükrü, ’Nevin’le geldik haza"
,"Zekeriye DUMAN’la,Veysel dokunur saza"
,Sözle cümle yeter ALİM’im yaza yaza
,-Gönlünüze mutluluk sevinç neşe dolsun
,-Coşkun MUTLU gardaşım aleykümselâm olsun.
,25.03.2011
,Bekir ALİM /Sitemkar Aşık
,
YARALI YüREK,
,Hep yaralı yürek
,"ok çizdik, yere"
,Sevinç çizmeye gerek
,"Duymadık, hiç kere."
,
Aslında hiç,
,Neler biriktiriyor insan
,Yaşadıkça
,Bazen hüzün kahır endişe
,Bazen korku sır gözyaşı
,Bazen öfke sinir kin
,Bazen özlem sevinç mutluluk
,Bazen umut sevgi aşk
,Bazende hiç hiç
,
Derledim bu sevinç çiceklerimi sevdiğim...,
,"Güzel başladım gün güne yine,"
,"Beklediğim en güzel huzuru yaşatıyorum,"
,Başlayan hazan yağmurlarıyla kalbimde.
,"Gözlerimde garip ışıltı,bir hareli elalık,"
,"Yıllardır aradığım dinginliğe koşuyorum,"
,"Dört nala,dolu dizgin bilinmeyenimde......"
,"Yüzümde tebessüm depdeli çoşkulu,"
,"Yere göğe sığmıyor maviliklerde yüreğim,"
,"Artık benimde yıldız yıldız ışıldak,"
,Pıtrak pıtrak kalbimde sevinç çiceklerim var....
,"Haykırmakla susmak arası gelgitlerim,"
,"Küçük cocuğun bakışındaki endişelerim,"
,"Yolun nereye gittiğini bilmeden yürümelerim,"
,"hatta özlemle sevgi beklemelerim,"
,"Bitti,bitti artık benimde sevinç çiceklerim var....."
,"Yüreğim çoşkulu durmaz yerinde,"
,"Yeni filizlenen başakların edasıyla salınan,"
,"Uyanmak istemiyorum huzurlu rüyadan,"
,Benimde artık rengarenk sevinç çiceklerim var.....
,"Sevdanın özleminde tertemiz yüreğim,"
,"Şimdi ince narin kelebek gönlüm,"
,"gün farkedilecek diye beklediğim,"
,Dalına konulmayı bekleyen sevgi çiceklerim var...
,"Derledim sevinç çiceklerimi sevdiğim,"
,"Pembede kurdele bağladımda demete,"
,"kabul edersen gönlümden,"
,Koşup sana vermek istediğim....
,Vermek istediğim........
,fügen
,14.10.2007
,
. Noktalı Sevda .,
,Sevinç nidalı ünlemler olsun istedim
,Hep virgüller olsun istedim sevdamızda
,nokta
,Önce soru işaretleriyle doldurdun
,Sonra buldun aradığını; nokta
,"Sevdamızda ‘hüzün’ oldu uç nokta,"
,"sözüm yarım kaldı,"
,"sözümün sonunda üç nokta,"
,"virgüller istedim, virgüller"
,ısrarla nokta
,"sevinç, ümit nidaları uğramadı sevgimize"
,"korkularıma ekledin ünlemi, an gidecekmiş"
,"Huzursuz Çankırı akşamıydı,"
,gidiyordun isli vagonda
,Biriktirdiğim virgüller istasyonda kaldı
,Göz bebeklerimizde nokta
,
Sevi  zinciri,
,halkası benim
,öte ucundaki halka senin
,aramızda hat var
,sevgi sabır acı sevinç
,senden bana benden sana
,gider gelir
,benden sana halka halka
,senden bana
,zincir
,hani derler
,gerisi boş
,çekirdeği dolmayan incir
,sevinç heyecan acı azap keder ecir
,gülüşün yeter
,elverir
,kara tahtaya yazılan yazıysa
,silgi yeter
,karaya ak sürmek tebeşir
,kaynar duyguların depreşir
,sevi zinciri
,bakışınla kalmaz kimya
,bütün atomlar erir
,geriye atom karıncalar kalır
,yeter gül bana
,ucunda gözlerin
,beri benimkiler
,senden bana benden sana hat var
,ışıktan teleferik
,neler gider neler gelir
,yeter gözlerime bak
,kirpiklerin kapanırken
,dudakların ürperir
,gözlerin gaibin sırrını verir
,sorma bana
,sevi nedir
,13/Kasım/2011/Pazar/Bodrum
,
Ramazan Manileri../...136../... 'Ramazan'a Özel',
,Ramazan Manileri…/… 136
,Coşku sevinç
,Karşıladık Ramazanı
,Allah’ta kulda affetmez
,Bil orucu bozanı
,RETOR
,:::::::::::::::
,
Seni Görünce Sarar Heyecan,
,"Sarar heyecan, üzüntü sevinçle karışık"
,Yoluna dikilipte beklerim geleceğin günü
,"Görünce karşımda seni, sevinç hıçkırık"
,"Dayanılmazsın sevgili, gözlerim dolu dolu!"
,
Dörtlük 317,
,güneş doğduğunda mutluluk sizin olsun
,Sevinç dolusu günler yüreğinize dolsun
,Barış dolu umutlar sizlere umut sunsun
,Günün aydınlığın dostlar size günaydın
,14.01.2010/OLTU
,
Müjde,
,Hani bazen şuracıktan isteriz şeyi
,sanki duyar melekler dokunur omzunuza
,gülerek verirler beklediğiniz müjdeyi
,sevinç huzur kaplar benliğinizi...
,Enfal Törün / Karşıyaka-İzmir / 01.09.2006
,
Parantez içinde,
,Acı keder ızdırap
,Parantez içinde mutsuzluk
,Üstüne birkaç yudum şarap
,Kazanç mutluluk sevinç
,Kayıp mutsuzluk
,Hadi karlısınız
,
İstanbul Rubaileri-12,
,Sevinç çığlıkları geldi mehteran
,Raksediyor ruhumda tarih sazlarla an
,Tuğ davul şahittir ta ezelden ebede
,İstanbul bizim artık duysun bunu duymayan
,
Sevinç,
,yurdumuz
,orman denizine dönsün
,sorduğumuz
,yeşile açız demesin
,sözde kalmasın
,dilekler
,yaşamsal kılalım
,fidan tohuma dursun
,tohumlar ormana
,özde kalsın
,sevinç dolsun
,yüreklere
,utansın
,uzağındakiler
,110908
,
Şimdiden Geçmiş Zamana I,
,ses sessizlikte
,Girdi kulaklarımdan beynime
,Girdi sevinç yüreğime
,Uzun sessizlik tarif edilebilir mi?
,
Yıldönümü,
,Bundan otuz yıl önce
,Sanki masal gibiydi
,dünyama girince
,Bende sevinç belirdi.
,yıl daha arttı
,Sevincimiz tutkumuz
,Aman nazar değmesin
,Hepimiz mutluyuz.
,"Yuvamızda iki kuş,"
,Anne diye ötüşür
,bizim
,Mutluluğu bölüşür.
,İyi evlenmişim
,Seninle günde
,Üzüntü uzak olsun
,Sevinç neşe önünde.
,Nice mutlu yıllara
,Hep beraber el ele
,Avuç açıp Allaha
,Sağlık mutluluk dile.
,Mehmet Ali ÇIBIKLI
,28.10.2008-İzmir
,
Gel,
,Bırak herşeyi
,Sevinç ol gel
,Mutluluk..
,Sevda ol Baş döndüren
,
Sarı kırmızım...,
,Muhteşem başarı mutluluk verdi bize
,"Hasret bitti, Avrupa’yı getirdin dize"
,Sevinç gözyaşlarımız helâl olsun size
,"…Sen büyüksün, yüz akımız sarı kırmızım."
,Formada elli beş milyon akan teri var
,"Gururluyuz, sevinsek yeri var"
,Ayrı paye vermem tümünün emeği var
,…Sana yakışır sarı kırmızım.
,Sizinle şimdi Avrupa komşu kapısı
,Belki büyük kupanın sende tapusu
,Yürekler sardı Galatasaray korkusu
,…Zaferin mübarek olsun sarı kırmızım.
,UEFA kupasını aldın daha gam yemem
,Kaderinde büyük kupa var bilemem
,kıvanç yeter şey dilemem
,…Sana binlerce teşekkürler sarı kırmızım.
,"Neler yazacağım, hırs bıraksa yakamı"
,şimdi kasılıp satmaz mıyım cakamı
,Böyle günde dost düşmanı çeksin şakamı
,…Tüm şarkılar senin sarı kırmızım.
,İst./2000
,
Benim kadar mı özledin,
,"Yola çıktım, yoldayım"
,Açık kolların
,"Sarmak, sarılmak"
,Sevinç yaşları akıyor gözünden
,Söyle
,Söyle özledin
,Benim
,
,
Peri,
,içimde peri canlandı bugün
,bana gelecek vaat ediyor
,sevinç buseleri kondurdu kalbime
,belki mührü açılacak diğer güne
,
Düş Yolcusu,
,yüreği sevmiş
,unutmuş usu
,geçtiği denizler
,bölüşemediği sevinç
,ay güneş
,doluşur ev ev
,yollara düşme saati
,ey ömür
,geç kalma
,
Sükutu Hayale Uğradı,
,Sükutu hayale uğrayınca
,çocuksu sevinçler
,ağlamaklı olur
,koca dağ
,yürek
,geride kalır
,sevinç gözyaşlarının
,mutluluğu
,çekingen ürkek
,oysa daha dün
,yerden kesilmişti ayaklar
,mutluluğun ilk adımıydı
,atılan adım
,bugün
,bugün öyle olmadı
,sevinç çığlıkları
,sükutu hayale uğradı
,boynu bükük
,kalırken
,acaba
,ihtimal daha varmı
,diye
,baktı baktı
,sükutu hayale uğradı
,bakışta
,geriye
,02.07.2009/OLTU
,
Gök kubbe Penceresinden,
,dalıyorum uzaklara aralıklarla
,tekrar dalıyorum derince
,geçip giden günler
,"neler aldı,kalbimden. sevgimden"
,içimizde yankılanan günler
,hatıralar düşler
,hasretle akıp duruyor
,yarı uyanık zihnimde
,vakit sabaha yaklaşırken
,pelerinim uçuyor
,selvi dolu vadiye
,gönlümde sevinç anaforu ağlatıyor
,kahverengi gözlerimi
,beni yoklayan hevesler
,hedefine ulaşınca
,velinimetim amcamla
,Mardin kasimiye güzeğahında
,niyaz etmedeyiz sonsuz olmasada
,gün ışığının son huzmeleri girerken
,gök kubbe penceresinden
,ona sarılıyorum sevinç göz yaşlarımla
,
Sabaha Uyan,
,gece şarkı söylerim denize
,kıyısında evin
,kuştan ağaçtan söz ederken düşler
,saçında tomurcuk gül
,kokusu
,yavaştan yorgun saatlere
,kendiliğinden açılan cam kapı
,sevinç kuşanıyor
,dünkü zaman dostluklar
,
Mutsuzluğun Azcası,
,olsan yanımda
,şarkı fazlası
,Sevinç olsa canımda
,Mutsuzluğun azcası
,Dikenin batmayanı
,Çiçeğin kirazcası
,Çocukların dilinde
,Kemancası sazcası
,Sevmenin sevilmenin
,Eğlencesi hazcası
,Yakışıyor insana
,Erkekcesi kızcası
,
Kahverengi,
,Kahverengiye büründü gökyüzüm
,Bulutlar tel tel kıvrılmış kapkara
,Sarmışlar tebessümler içindeki güneşi
,Kirazlara saklanan incileri
,Sevinç yağmurlarında sırılsıklamım
,Çivilendim olduğum yere
,Yaklaştıkça fırtınam tüm renkler kahverengi
,Yıldırımlar yağdırır yüreğime
,Ritmini değiştirdi çözüldü dizlerim
,Canlanıverdi mazideki bedenim
,Eski dostum sessiz gece misafirim
,Tavanda tozlanmış mutluluk tualini
,Sevinç ışıklarıyla siler gözlerim
,Ellerim kelepçeli başımın altında
,Seyre daldım gizlice tebessümler içinde
,Fısıldar kalbim ismini beynime
,"Kulak habersiz, dil habersiz kararımdan"
,Sakınırım seni bedenimden tenimden
,Korkarım titrerim gerçeklerden
,Paylaşamam bilirim alırlar seni fikrimden
,Zaman pınarım durgun yol alırken
,Çarpıldı sularım kahverengi taşlara
,Savruldu koştu adeta susuz kalan güle
,Yumuşak yaprağında duruldu
,Karıştı toprağa ulaştı damarlarına..
,
Anlık,
,Kısacık ömürlü bahar yüzleri
,Çocukluktan gençliğe dönen
,yüz gibiyim bugün
,İçim sevinç içinde ritimli
,Islık gibiyim
,Hep böyle kalayım
,Hep böyle
,
Yaşam döngüsü,
,sabah içimde sevinç var
,"Dışarıda toprak kokusu, yıkanmış doğa"
,"Yapraklar yukarı doğru, sanki ediyor dua"
,"En büyük hediyedir bu, şükretmelisin yaradana"
,sabah içimde sevinç var
,"tarafta boğaz, ötede karlı dağlar"
,"Gece boyu sarhoş naraları, yaşanan aşklar"
,"Bitmeyen yaşam, gerçekleşen umutlar"
,"Yaşam kavgası çetindir, acımasız"
,"Kimi şanslı doğar, kimisi bahtsız"
,Hayat çetin olsa da…
,Yaşanmıyor sevgisiz aşksız
,Bak akşam oluyor
,Gömülüyor karanlığa koca şehir
,"Gökte ay, yıldızlar ılık esen rüzgar"
,"Gerçekleşmeyen anılar, kalıyor yarınlara"
,
,Gürkan AKYOL
,
Gözyaşı ve Zaman,
,gelecek günlerde kelimeler
,"güzel anılarda tekrar ortaya çıkıp,"
,"sevinç içinde olsa,"
,gözyaşlarıyla
,düğümlenecektir.
,"Heyhat,"
,"Geçen zaman,"
,"İster sevinç,ister hüzün,"
,"Yaşadığın ise,"
,Dinlemiyor.
,Akıp gidiyor.
,
İki göz odalarım,
,iki göz odalar
,tek yığın bahçede özlemler
,yeşil baharlarda sevinç
,yaprakları saramadan akan göz yaşlarım
