title,poem_cleaned
,gece sana uğramayı düşünmüyorum.
,Saadet diyorsun çünkü.
,Saadet: kilide sokulan anahtar.
,açarsın kapatırsın.
,
Aşk ve Kuyruklu Yıldız,
,gittiğim bütün hekimler aynı şeyleri söylediler
,söz birliği etmişcesine
,'aşk hastalığıdır bunun adı
,sarsar insanı yaştan sonra'
,"oysa yalan söyliyeyim,"
,yalnızca
,kuyrukluyıldıza
,çarptığımı sanmıştım
,yaşamın çıkmaz sokaklarında yürürken
,yüreğim patlamayla aydınlanınca
,
Kod Adı Aşk,
,istisnayım artık kuralı bozuyorum
,Mışlı geçmiş şark çıbanıyım
,Şimdi yaşamın yüzünde sızlıyor izim
,"Gündemde ilave tedbirler var, infaz bildirileri"
,Ecelimi hamaylı boynumda taşıyorum
,"Potansiyel suçluyum, yasa ceza benim"
,Lanetlidir artık gözlerine mil çekmiş
,Kurşun damlaları akıtmış kulaklarına
,"Kösnül kasıklarında yalaz, üstü başı kan"
,Şimdi isterik orospuyu oynuyor zaman
,Bütün kapılara ayrılığın suretini astılar
,Derme-çatma aşklar onarmaktan bitkinim
,"Dün erkendi, yarın gecikmiş sayılırım"
,parça uçurum alıyorum terkime
,Kutsuyorum yolları iklim bulmak
,Bozdum tüm oyunları şimdi satırbaşıyım
,"Sıcak uzun yazlardan, kış uykulardan"
,Sustukça derinleşen büyüyü bozdum
,Karlar içinde yorgun selam
,Vakitsiz davetsiz giriyorum gecene
,Gözlerinin sıcağına konuk et beni
,"Sonunda öğrendim konuşmayı, yürümeyi öğrendim"
,"Geçtiğim tüm köprüleri yaktım, dönüş yok"
,Yollarla artık uğraklarla anlatırım kendimi
,"İçime akmıyor kanım, yaramı sevdim"
,Tazeleyin çoban ateşlerini ey ateş ustaları
,Kavallarınıza yeni delikler açın
,Emzirin sığınaklarımı uyak bulsun koyaklar
,Yeni sayfa açtım işte ömrümü çiziyorum
,Sensiz hiçbir şeyin hükmü yok benim
,Ölüm durmadan tazelese hünerini
,Yeni sayfa açtım kanımla yazıyorum artık
,Kod adım aşk'tır
,Ömrüm uzun hecenin ömrüne kayıtlıdır
,miladı yoktur kod adı aşk olanın
,Ateşten gömlek giymiş şiirdir ülkesi
,
Aşk Konuşur Bütün Dilleri,
,silme pus
,buzul
,besbelli üşüyorsun
,hiç susmuyor
,penguenleri
,bakışlarının
,ah dökülsen
,çözülecek
,sularımda düğümlerin
,duyarsın
,derinlerde yerlerde
,insanın insana bölünmesidir yanlızlık
,in artık iklimlerime
,aşksa
,hiç korkma
,nasılsa konuşur
,bütün dilleri
,
Çağımızda Her Aşk,
,Ayrıntılardan arındırsam hayatımı;
,desem ki: Elsa'yı sevdim.
,kadar. kapı aralandı kısaca:
,"dünyada, çağda"
,mümkün olabileceğini gördük aşkın.
,Usulca kapandı tekrar kapı sonra.
,Uzun uzun durmasam üzerinde;
,desem ki: Elsa'yı sevdim.
,"kadar. Aşkın başkalarını dışladığı,"
,"sevdanın ille bire yaşandığı yerde,"
,"biri başkasını sevebilirse,"
,sevebildim işte.
,"Desem ki, böylesi dünyada,"
,böyleyken insan ilişkileri
,türlü sevemezdik zaten.
,"Elsa duymuyorsa artık sözlerimi,"
,anlamı olabilir dediklerimin!
,Sonuç olarak yenildik işte.
,"Desem ki, yumuşak sesle,"
,baştan yeniktir çağımızda aşk.
,Herkes yenildik işte de.
,"İsyan etmesem, doğal karşılasam"
,ağlamayabilsem.
,Ağlamasam.
,"Desem ki, değişecek birgün herşey,"
,çıkacak aşk bireylerin tekelinden.
,değişir bizim için? değişir ki?
,Baştan yeniktir çağımızda aşk
,"çağımızın çocukları, Elsa'yla ben,"
,yenildik işte herkes gibi.
,
En Eski Yalnızlığımdır Aşk Benim,
,En eski yalnızlığımdır aşk benim
,Gitgide büyüyen karanlıklarla
,zaman sevdiysem kavruldu tenim
,ateşin açtığı yanıklarla
,Sabahı ....................
,
Aşk İle Eğlenen Bir İşvebaz,
,Güzelim afetsin lakin sana
,Divane olsam aşık olmazdım.
,Pek açık söylersem darılma bana
,Aşık olsam sadık olmazdım.
,şahbazlar semiz kaz arar.
,Bilirim alık aşıkların var.
,koleksiyona girssem naçar
,Onların birine faik olmzadım.
,senin çapkınım
,İki cambaz aynı ipte oynamaz
,Beni sevsen ey işvebaz
,muhabbete layık olmazdım.
,
Şayet Aşk,
,Şayet aşkın tohumu
,Düşmüşse gönlüne
,Suyunu esirgeme
,Aşkın hakkını yeme
,Pişman ....................
,
Aşk Şiiri,
,şiirin ilk mısraı
,Senin yazıldı....................
,
Aşk adımları,
,bilsem adını
,yollara düşeceğim
,kervankıran yollara!
,1.
,hangi rüzgarsa yüreğimin yelkenlerinde
,sürükler suların ışıklı yolunda beni
,"iklimden iklime taşır, dönenceden dönenceye"
,kimdir beni böyle görüngesine çeken
,uzay taşları karanlık yalnızken
,"bilirim, adı konamaz düşlerde yaşayanın"
,ansızın yerleşir yüreğimize büyülü gizemi
,saklı çiçeğidir içten içe süren baharımızın
,2.
,"önce denizler olmalı, ak denizler"
,kumsallarında koşup oynaşacağımız
,çakılların çıkırtıları arasında
,"güneşin altında, çamların gölgesinde"
,önce denizler olmalı
,unutulmuş koyları denizlerin
,teninde damlacıklar domur domur
,yosunlara değmeli ayakları
,ürperti gezinmeliyim tüp diplerinde
,birden ufuklar yıkılmalı
,ötesi yurdu olsun sevgimizin
,"önce denizler olmalı, ak denizler"
,sözlerimizde suların yalınlığı
,kavuşmalıyız iki ırmak çağıldayarak
,yataklarımız değişmeli coşkumuzdan
,birbirimiz olmalıyız kimliklerimizden sıyrılarak
,3.
,ıssız köy evinde
,ocak başında
,türküsü olup gecenin
,yeniden yakılalım
,alevlerin dilinde
,üşüdünse sokul bana
,örtün olayım
,dünyama sunulmuş biricik meyvem
,haramım
,seni koruyan kabuğun olayım
,üşüdünse sokul bana
,ıssız köy evinde
,yüzlerimizde yalazların yansıması
,geçelim çağların itesine
,iki masal kahramanı
,anlatılsın öykümüz
,dilden dile
,4.
,yollardayız
,eli elimde
,fundalıklar arasından yürüyoruz
,çiçekler öpüyor eteklerini
,yollardayız
,sevinci sağıyoruz günün göğsünden
,üstümüz başımız çengi ışık
,aşkın yolcularıyız
,yollardayız
,yüreklerimizde nice esinti
,çiçek tozlarıyla yüklü
,uçuyoruz düşlerin çavlanında
,5.
,kentin sokakları aydınlanıyor birden
,yakalanıyoruz bakışların yağmuruna
,kıskançlığın kıskacındayım
,gir koluma
,aç adımlarını
,tenhalarda yürüyelim
,haydi
,yolumuz denizler olsun yoldaşımız martılar
,birer çarpıntı geçelim günlerin solgun yüzünden
,esriyen yanımızda dalga dalga sevgiler
,ardımızda anılarımızın açık sözlü yalınlığı
,tenhalarda yürüyelim
,haydi
,en bildik sözlerle geçelim sevdanın çöllerini
,ışık yağsın sonra sussun şey
,kanat vuralım yeşillikler arasında
,solukları turunç kokan güneyli çocuklar
,tenhalarda yürüyelim
,haydi
,gümüş çizgilerini yoklayalım ufukların
,sevginin yıldırımlarıyla yırtılsın içimizin karanlığı
,yağmura hazırlanır dolu dolu çoşkun
,tenhalarda yürüyelim
,haydi
,6.
,söyle
,hangi denizlerin çocuğusun
,görüyorum yüzünde
,tirşe mavi yansımalarını dip dalgalarının
,aşk derinliğindir senin
,7.
,kaç aşkın günbatımını yaşadım
,çekildim yıkıntılarımın içinde
,yürüdüm anıların tozlarına bulana bulana
,içim boz duman
,-oysa
,beni kaçırdın benden-
,türkülendim ansızın
,şimdi bütün uçurumların çiçek
,aşk
,aşk sevgilim
,senin gerçek!
,
Aşk Şiirleri,
,Niye hep kırmızıdır
,Aşk şiirleri....................
,
Ben Yürürüm Yana Yana,
,yürürm yana yana
,Aşk boyadı beni kana
,akîlem divâne
,Gel gör beni aşk neyledi
,Gâh eserim yeller
,Gâh tozarım yollar
,Gâh akarım seller
,Gel gör beni aşk neyledi
,Akarsularım çağlarım
,Dertli ciğerim dağlarım
,Şeyhim anuban ağlarım
,Gel gör beni aşk neyledi
,elim al kaldır beni
,vaslına erdir beni
,ağlattın güldür beni
,Gel gör beni aşk neyledi
,yürürüm ilden
,Şeyh anarım dilden dile
,Gurbette halim kim
,Gel gör beni aşk neyledi
,Mecnun oluban yürürüm
,yâri düşte görürüm
,Uyanıp melûl olurum
,Gel gör beni aşk neyledi
,Miskin Yunus bîçâreyim
,Baştan ayağa yâreyim
,Dost ilinden âvâreyim
,Gel gör beni aşk neyledi
,
Aşk benim mabedimdi..,
,Aşk sağ yanımdı
,Aşk omuzdu yaslandığım
,Aşk yanında ağladığım
,Gittin bitti...
,Aşk küçük çocuktu içimde
,Aşk aldığım soluktu
,Aşksız ellerim soğuktu
,Gittin bitti...
,Aşk gözyaşımdı
,Aşk senle doğmam
,Aşk beş yaşımdı
,Gittin bitti
,Aşk özlemimdi
,Aşk sana hasretimdi
,ah Aşk sanki nefesimdi
,Gittin bitti
,Aşk sana şarkımdı
,Aşk sensiz ahımdı
,Aşk benim aklımdı
,Gittin bitti
,"Aşk dünüm, bugunumdü"
,Aşk gece düğünümdü
,Aşk içimde yaşattığım çocuk
,Gittin bitti
,Aşk sarhoşluktu
,Aşk senle varolmuştu
,Aşk bakışındı
,Gittin bitti
,Aşk benim mahremimdi
,Aşk benim mabedimdi
,Aşk sevgimin sırrıydı
,Gittin bitti
,Aşk benim sevincimdi
,Aşk benim ümidimdi
,Aşk benim sendin
,Gittin bitti...
,Aşk sonsuz diyen sendin
,Aşk ölmez diyen sendin
,Aşkı öldüren sendin
,Gittin bitti
,"Aşk umuttu, yaşamdı"
,"Aşk saat 8'de, seni aramamdı"
,Aşk sensiz yalnızlık kokan sokaklardı
,Gittin bitti
,Aşk ilk merhabamızdı
,Aşk elimi tutuşundu
,Aşk yanımda uyuyuşun
,Gittin bitti
,Aşk unutulmaz mutluluktu
,Aşk bulunmaz konuktu
,Aşkı kovmadım
,Gittin bitti
,Aşk masum heyecan
,Aşk sevecen olgunlaşan
,hani Aşk asla eskimezdi
,Gittin bitti
,Aşk bendeki yürek
,Aşk bendeki demek
,Aşk kanıyor şimdi
,Gittin bitti
,Aşk adının harfi
,Aşk hücremdeki
,Aşk sensiz ağlıyor
,Gittin bitti
,Aşk deniz içimde
,Aşk gökyüzü
,Aşk sana hasret şimdi gözlerde
,Gittin bitti
,
Aşk nedir,
,aşk şiirdir aşk sözdür
,aşk ateştir aşk közdür
,aşk manadır aşk özdür
,hayallere sığmayacak
,aşk bahardır aşk güzdür
,aşk gönüldür aşk gözdür
,aşk deryadır aşk gizdir
,okyanuslara sığmayacak
,aşk kutsaldır aşk ekmek
,aşk bahçedir aşk çiçek
,aşk hayaldir aşk gerçek
,kelimelere sığmayacak
,Nuri Can
,
Söylesene Aşk Nerde,
,Aşk kelebeğin kanadında
,Aşk kuşun bakışında
,Aşk güverci’nin gagasında
,Aşk anka kuşu’nun külünde
,Aşk türkünün ardında
,Aşk ozanın sazında
,Aşk şairin sözünde
,Aşk insanın özünde
,Aşk sevginin yanında
,Aşk yaşamın kenarında
,Aşk damarın kanında
,Aşk kalbin atışında
,Aşk tohumun içinde
,Aşk suyun hidrojeninde
,Aşk fidanın gövdesinde
,Aşk ağacın dalında
,Aşk insanın gözünde
,Aşk insanın güzelliğinde
,Aşk insanın sözünde
,Aşk sevgilinin yüreğinde
,Aşk sazın telinde
,Aşk mızrabın vuruşunda
,Aşk şalp’ın ezgisinde
,Aşk ozanın dilinde
,Aşk panzerin ezişinde
,Aşk hançerin acısında
,Aşk silahın kurşununda
,Aşk kalemin ucunda
,Aşk meleğin kanadında
,Aşk şeytanın ecelinde
,Aşk allah’ın merhametinde
,Aşk insanın yüreğinde
,Aşk güneşin sıcaklığında
,Aşk gecenin soğuğunda
,Aşk atmosferin neminde
,Aşk oksijenin içinde
,Aşk memleketin hasretinde
,Aşk gurbetin özleminde
,Aşk ayrılığın acısında
,Aşk kavuşmanın mutluluğunda.
,
Aşk Deliliktir,
,"Aşk ellerindir,"
,"Aşk gözlerindir,"
,"Aşk gurbetindir,"
,"Aşk sıladır,"
,Hasrettir....
,"Aşk acındır,"
,"Aşk gözyaşındır,"
,"Aşk hatırandır,"
,Cüzdanımdaki resimdir...
,"Aşk yolunu beklemektir,"
,"Aşk postacıyı gözlemektir,"
,"Aşk deliliktir,"
,Yüreğindeki dikendir...
,"Aşk yıldızlara salıncak kurmaktır,"
,"Aşk dalgalara seni sormaktır,"
,"Aşk sensiz seni yaşamaktır,"
,Geceye karşı adını bağırmaktır....
,"Aşk, yaşamaktır;"
,"Aşk paylaşmaktır,"
,"Aşk, doyasıya,"
,"Kıyasıya,"
,"Ölesiye,"
,'Seni seviyorum! ' demektir...
,20.09.2006/İzmir
,
Aşk Sanattır,
,"Aşk,saygıyı vermektir"
,Sevgiyi dilenmektir
,Zirveyi istemektir
,"Bıkmamak,doymamaktır"
,"Aşk,yürek çarpmasıdır"
,"Aşk su dur,aşk hava dır"
,"Nefes alıp,vermektir"
,Yaşamın kendisidir
,"Aşk,görmeden sevmektir"
,"Güzelliği,kalplerde"
,"Sıcaklığı,gözlerde"
,"Görmektir,hissetmektir"
,"Aşk,nabzın yükselmesi"
,Duygunun kabarması
,Mantığın yenilmesi
,Sevginin ZAFERİDİR
,"Aşk,bazen çılgınlıktır"
,Bazen direniştir
,Bazen yanardağdır
,Yanmayı GEREKTİRİR
,"Aşk,biraz bencilliktir"
,"Şefkati,sadakati"
,"Sevmeyi,sevilmeyi"
,Daha İSTEMEKTİR
,"Aşk,sevme SANATIDIR"
,"Aşk,saygı SANATIDIR"
,İncelik GEREKTİRİR
,Ustalık GEREKTİRİR
,"Aşk,ACI SANATIDIR"
,Gözyaşı SANATIDIR
,"Velhasıl aşk,SANATTIR"
,Ustalık GEREKTİRİR
,(20.04.2005)
,KARABORSA SEVGİ adlı
,5.nci şiir kitabımdan
,
Aşk-45,
,"Aşk tezat, aşk mezat, aşk duygusal tat."
,"Aşk hoyrat, aş feryat, aşk tutkulu hayat."
,"Aşk düşüş, aşk gidiş, aşk dağılış."
,"Aşk geçiş, aşk çekiş. aşk hesapsız dalış."
,"Aşk aniden, aşk yeniden, aşk amansız."
,"Aşk görünüş, aşk şekil, aşk zamansız."
,"Aşk boşluk, aşk yokluk, aşk can pazarı."
,"Aşk yetim, aşk bitim, aşk duygu azarı."
,"Aşk bitiş, aşk terk, aşk amaçsız dilek."
,"Aşk bunalım, aşk yara, aşk kelek kelek."
,
Aşk 3,
,Aşk okuyla yaralanan
,Aşktan hiç vazgeçemezmiş
,Aşkı yüreğinde bulan
,Aşka paha biçemezmiş
,Aşkın gözü kör değildir
,Aşkta resim güzeldir
,Aşk ömre bedeldir
,Aşkın bağı çözülmezmiş
,Aşk atına binen yiğit
,Aşk yolunda yakar kibrit
,Aşığın aşk yönünden git
,Aşktan ayrı gidilmezmiş
,Aşk sokağı aşkı bekler
,Aşka açılır çiçekler
,Aşk üzerinedir dilekler
,Aşktan kolay dönülmezmiş
,Aşk bahçesi rengarenktir
,Aşk heyecan demektir
,Aşkı yaşamak zevktir
,Aşka ceza verilmezmiş
,Aşkı ibadet bilin
,Aşkın önünde eğilin
,Aşığa saygı gösterin
,Aşk oyuncak bilinmezmiş
,Aşka tuzak kursalarda
,Aşığı hasretle vursalarda
,Aşka mızrak soksalarda
,Aşk torbası delinmezmiş
,Aşk ruhlardan boşanırmış
,Aşık sabır kuşanırmış
,Aşk yürekte yaşanırmış
,Aşk gözlerle görülmezmiş
,Aşk sevgilerden beslenir
,Aşk taa yürekten seslenir
,Aşık olan hislenir
,Aşk yasak bölge.girilmezmiş
,
"Aşkı Helâl-""gören göz aradım"" 2018",
,Vuslat bilmez neşvelerdir sensiz aşk
,Sevda besler çile tüter sonsuz aşk
,Ar kalmadı düğünlerde toylarda
,Mecnûn yanar hiç donsuz aşk
,Vuslat bilmez neşvelerdir sensiz aşk
,Leylâ sesi fısıldaşır zânsız aşk
,Hiç olur hissiyatsız cansız aşk
,“Bir” kalmadı en cezbeli aylarda
,İstikâmet müstakimdir yansız aşk
,Leylâ sesi fısıldaşır zânsız aşk
,Tek menzildir aşk-ı helâl “ben”siz aşk
,Tutsağıdır zilletin dinsiz aşk
,Sır kalmadı aşk denilen şeylerde
,Boş hırıltı O'na rağmen Onsuz aşk
,Tek menzildir aşk-ı helâl “ben”siz aşk
,
Aşk,
,AŞK
,çocukluk yapmakmış aşk
,seni çıldırtmak
,özlemek çıldırmakmış aşk
,yıllar iyiki geçmiş demekmiş
,seni bulduktan sonra keşke
,geçmese saatler demekmiş
,AŞK
,seni kendimde yaşamakmış şuursuzca
,akıl ermez duygulara ölüm neşeymiş
,AŞK
,yolunu beklemek gelmeyeceğini bilerek
,hüzünlenmek başkalarının yanında olduğunu düşünerek
,AŞK
,aşk canım açıkcası çılgınlık yılgınlık karmaşıklıkmış
,duygulara zincir vuramamak
,seni ellerle paylaşmaktan nefret etmek
,AŞK
,kasırga yıllara bedel bence aşk
,altmış yıllık ömürde yıl yaşamak demek
,onca yılda yılı hep anımsamak demek
,AŞK................
,
Aşk Nedir?,
,"Aşk, kalbin heyecanı,"
,"Aşk, gönlün bahar zamanı,"
,"Aşk, ruhun ölmeyen canıdır."
,"Aşk, insanın sefası,"
,"Aşk, evrenin mayası,"
,"Aşk, sonsuzluk kapısıdır."
,"Aşk, hayatın başlangıcı,"
,"Aşk, hayatın özüdür."
,"Aşk, sonsuz muhabbet,"
,"Aşk, yanma pişmedir."
,"Aşk, ölmeden önce ölme,"
,"Aşk, yok olmak, hiç olmaktır,"
,"Aşk; O’nu duymak,"
,"Aşk; O’nu görmek,"
,"Aşk; O’nu bilmek,"
,"Aşk; O’ndan O’na yansımak,"
,Aşk; O’nunla hayat bulmak
,Aşk; O’ndan nur olmaktır
,Aşk; O’dur.
,"Aşk; O’ndan gelmek, O’na gitmek,"
,"Aşk; O’nu O’na yansıtmak,"
,"Aşk; O’nda var olmak,"
,"Aşk; O’nda yaşamak,"
,Aşk; O’nun olmaktır.
,(7. Mayıs. 2005 - İzmir)
,
"Aşk mı Kaldı,Aşk mı Kaldı?",
,Moda şimdi reklam aşkı
,Sevgiliye dolar vermek
,"Jip’ler alıp,evler tutmak"
,"Aşk söyle aşk mı,aşk mı?"
,Sanatçının yüz karası
,"gün kendi,bir gün kızı"
,Kirlettiler temiz aşkı
,"Aşk kaldı,aşk kadı?"
,Utanmadan sırıtıyor
,Parasına güveniyor
,Çıtır ları kandırıyor
,"Aşk kaldı,aşk kaldı?"
,Etilerin züppeleri
,Kapıkule zillileri
,Bunlar pisliklerden
,"Aşk kaldı,aşk kaldı?"
,Kocasına METRES bulan
,Yunanlıyla çekip giden
,Böyle ALLAH bilmezlerden
,"Aşk kaldı,aşk kaldı?"
,(23.04.2006)
,KARABORSA SEVGİ adlı
,5.NCİ ŞİİR kitabımdan
,
Ey aşk,
,Ey aşk
,Ey aşk
,yokken acıydı hayat
,Ey aşk
,yokken kabustu hayat
,Ey aşk
,yokken yaşamak zor zanaat
,Ey aşk
,yokken ızdıraptı hayat
,Ey aşk
,varsın artık
,Ey aşk
,karşımdasın
,Ey aşk
,hayatımdasın
,Ey aşk
,işte tam buradasın
,Ey aşk
,hayat bana niye ızdırap
,Ey aşk
,hayat bana niye acı
,Ey aşk
,hayat bana niye kabus
,Ey aşk
,hayat bana niye pervasız
,Ey aşk
,satılmış turgay karabacak
,saturka73@hotmail.com
,
Derslik AŞK Yaşayalım,
,Derslik AŞK yaşayalım
,"HÜLYA lara,SEDA alara"
,"Topcu lara,Popcu lara"
,Aşk öğreten olalım
,Derslik AŞK yaşayalım
,"Şair lere,Yazar lara"
,"Tarih ciye,Ressam lara"
,Aşk öüğreten olalım
,Derslik AŞK yaşayalım
,"Varoş lara,Sosyete ye"
,"Köyde kine,Kent tekine"
,Aşk öğreten olalım
,Derslik AŞK yaşayalım
,"Anadolu,Avrupa"
,"Ortadoğu,Afrika"
,Aşk öğreten olalım
,Derslik AŞK yaşayalım
,"Uzakdoğu,Kutup lara"
,"Amerika,Etopya"
,Aşk öğreten olalım
,Derslik AŞK yaşayalım
,"Öğretmene,Öğrenciye"
,"Rektörlere,Rütükcüye"
,Aşk öğreten olalım
,(23.02.2007)
,
Aşk Denilen Mazeret,
,tabeladaki neydi bilirmisin
,aşk...
,yönü varmıydı peki
,yok...
,olaki yol çıkmaz sokak
,vede patika gidiş
,potinlerin delik
,taşralı bakışların gözlüksüz
,yüreğin çelik
,geleceğin öksüz
,"yapardın aşk,"
,severmiydin en çiğ halimle beni
,"kırık yerlerimi koyarmıydın yenimin içine,söyle"
,yoksa sendemi aşk denilen mazeretlerde
,sığıntı içindesin
,adam sevmek senle tamam oluyor
,ölümüne derken delikanlı
,senlemi eksiliyordu ömründen....
,söyle delikanlı kalacaksan hep
,söyle iki günlük olmayacaksan benle
,"topraktan yeşerecekse, aşk"
,aşk denilen mazeretlerde
,bulmayacaksam seni
,"aşk,aşk,aşk"
,dahaların ilkinde olacaksak hep
,söyle aşk
,"aşk olsun sana,aşk...."
,
Bence Aşk,
,"Bence Aşk Bence aşk, solması çiçeğin güneşin altında,"
,"Bence aşk, savunmasız çocuk sokak ortasında,"
,"Bence aşk, bitmez hasret şubat soğuklarında,"
,"Bence aşk, masmavi gökyüzü kadının gözlerinde, Bence aşk, şımartılmış deli, olabildiğince azgın,"
,"Bence aşk, kum tanesinin ayrılması çölden rüzgarla, Bence aşk, tükenmez dileyiş olmayacak rüyaya,"
,"Bence aşk, unutmayış sevgiliyi olursa,"
,"Bence aşk, pırıl pırıl gökyüzü fırtınalar ortasında,"
,"Bence aşk, akış gümrah, arzulu, çılgın"
,"Bence aşk, alevden yapılma ziya karanlık ortasında, Bence aşk, güneşin doğuşu gecenin en sonunda,"
,"Bence aşk, tek gerçek yalan yeryüzünde var olan."
,Bence aşk.
,
Aşk ve sevgi,
,Aşk kere olur ömür sürer
,"sevgi defalarca olur, değiştirirsin"
,Aşk birini ister
,"sevgi daha buluruz der,aldırmaz"
,Aşk sadıktır
,"sevgi aldatır,ihanet eder, aşka, önceki sevgiye"
,Aşk kıskanır vermez
,sevgi güvenir kaybeder
,"Aşk,terketmez"
,"sevgi aldatır, terk eder,"
,Aşk gelir kalır
,"sevgi,nöbet değiştirir"
,Aşk batmayan güneştir ömrün semasında
,"sevgi tekrar eder,güneş doğup battıkça başkalarıyla"
,Aşkın doğumu vardır ölümü yoktur
,"sevgi,ölür ölür dirilir"
,Aşk dobradır şey saklamaz
,sevgi iki yüzlüdür idare eder
,Aşk tek yönlü fedakarlıktır
,sevgi riyakarlıktır
,Hüseyin Celep 23.02.08/Balgat
,"Sevgi, egoyu eğlendirmektir"
,Aşk sevgili ölmektir.
,.............................Aşık Cinasi
,
Aşk Sosyalisttir Şiirleri,
,AŞK SOSYALİSTTİR 1
,Yalnızdı bulutun yağmurla yalnız kaldığı
,Issızdı sözcükte harfin durduğu
,selamın odada asılı kaldığı sakindi
,gece yarısı özlemek geldi
,duruyor tuttuğu bardakta elleri
,Kasette sesi odada gülüşü bal rengi
,Düşünmek asi nehirdir
,Anlamak sevdalandığın şehirdir
,Yaşamak en özgür ebem kuşağı
,Sevda yüzündeki renktir
,İnadına ağlamaz sevilmeyen çocuklar
,Gün onlarla büyüyecektir
