title,poem_cleaned
,"yıllar geride kalmıştı.geride kalan yılların günlerine bakınca kaç arkadaşla emindik birşeylerin değişeceğine.Azimliydik kararlıydık şeylerin bizi bulup karanlıktan kurtulacağımızı biliyorduk.yıllar geçip zamana gelince kafama balyoz düştü.evet birşeyler değişti değişen olmuştuk.değişen zamandı zamanla beraber sevdiklerimizde değişiyordu apansız süreçti sev sevil terket.istemeden terkettik yerleri.büyüdüğümüz şehirden kaynaklanıyor olması gerek dostluk arkadaşlık marşları deniz kenarında söylenirdi.çamlıklarda kızlarla sevişmezdik meydanlarda büyüdük meydanlarda sevişip meydanlarda ölürdük.biz buna inanmıştık.kısacası kaybetmeye.biz kaybetmeye alışmıştık.kaybeden hep olmuştuk.mazoşistlik değildir zevk alıyorduk artık acı çekmekten süreden sonra alışkanlık yapıyordu.biz kaybetmeyi lise yıllarında benimsemişiz zaman tutturursan yazar olacağım diye kaybedersin tabi.her zaman kendimizi avuturduk şimdi olduğu zormuş yaşamak zormuş birşeylere baştan başlamak.tekrar aşk yaşamak yabancıymış coğrafyada korkakça korkuyorum uzak aşka sevdalanmış yüreği intihara meğilli yürekle değiştirmeyi.şu kente baktığımda tarafında ayrı acı ayrı kederler.bize türkülerimizi söyletmiyorlar şehirde.biz türkülerimizde kaybettik.şimdi diyeceksiniz bana acı işi,bu acı özgürlüğün emeğin tutsak kalmış sevdaların acı sehrin kendinde var onun yanında yalan sorun var bizim olacak kısacası kaybedecek çırak arıyoruz son kuşağın temsili için..."
,
Acı acı,
,"Of! acı, acı, acı"
,Yok bunun ilacı
,Dertlerimin sertacı
,Kalbimdeki acı acı
,Silsem desem silinmiyor
,Dışarıdan bilinmiyor
,"Acısı hiç, hiç dinmiyor"
,Kalbimdeki acı acı
,dert beni bitirecek
,yerlerden götürecek
,Umudumu yitirtecek
,Kalbimdeki acı acı
,Kendim yaptım ellerimle
,Çıkamadım irademle
,Çatıştım hep feleğimle
,Kalbimdeki acı acı
,Günahı çok? sevabı mı?
,sualin cevabı mı?
,Kaderimin kitabı mı?
,Kalbimdeki acı acı
,Tövbe ettim yüzbin kere
,İşlemedi yüreğime
,"Vurdurdu hep, hep sineme"
,Kalbimdeki acı acı
,"Kalmak zor, gitmek mi?"
,Acım gün bitecek mi?
,Ömür buna yetecek mi?
,Kalbimdeki acı acı
,İçimdeki derdim acı
,
Esme Ey Bad-ı Saba,
,"Esme ey saba esme,deyme hatırama"
,"Acı verirsin acı,gönlümde yarama"
,Nihan durur kalbimde saklıdır izi amma
,"Acı verirsin acı,gönlümde yarama"
,"Esme ki,Bad-ı Saba bağımda gül incinir"
,gül güzel şeyda bülbül incinir
,"Gül solar,bülbül ağlar garip gönül incinir"
,"Acı verirsin acı,gönlümde yarama"
,"Geçti sevgi demleri,bende bitti devran"
,"Gül gazel,bülbül mahzun şimdi içimde hazan"
,"Git burdan uzaklara,başka bahçede uyan"
,"Acı verirsin acı,gönlümde yarama"
,"Esme ey saba esme,artık istemem seni"
,Öpüp kokladığım kadife ellerini
,İpek saçların teselli etmez beni
,"Acı verirsin acı,gönlümde yarama"
,
Ne Acı....,
,"Konuşamadan ayrılmak, acı acı,"
,"Yıllar olmuş geçmiyor kâlbimdeki sancı,"
,"Bilemedim sözler gözler yalancı,"
,"Konuşamadan ayrılmak, acı acı."
,"Yalancı dünyaya meyletmem yalan,"
,"Bahar aylarında bağ bahçem talan,"
,"Sevdamdır gökkubbe baki kalan,"
,"Konuşamadan ayrılmak, acı acı..."
,
Acı Çeker,
,"Gül çalısı, gül çalısı küsmüş bağına"
,"Bağ acı çeker, Gül acı çeker"
,"Bülbüller konardı, dalına budağına"
,"Bülbül acı çeker, dal acı çeker"
,Gözlerini açmışken henüz hayata
,Acılarla tanıştı nasıl rahat yata
,"Tazeyi bilmiyor, muhtaç bayata"
,"Taze acı çeker, bayat acı çeker"
,Acılarla yoğruldu onun özü
,Konuştukça yakardı dertli sözü
,Dertten gamdan tanınmaz yüzü
,"Dert acı çeker, gam acı çeker"
,"Murad-i kimdi, Turgut kim"
,"Söküldü bağrım, yapıldı ekim"
,Acı çekmede dünyada tekim
,Murat acı çeker Turgut acı çeker.
,Sivas 26.02.07 Murat DAĞLIBEG
,
Acı Çekmeyi Hobi Olarak Benimseriz,
,"Bazen acı çekmeyi kendimize öyle hobi olarak benimseriz çoğu zaman üzülüp bunalıma girdiğimizi anlamayız bile. Bunun nedenini düşünür oldum son zamanlarda. Galiba güzel fikrim var konuda artık. Gönül işleriyle alakalı hüzünse platonik aşklardan,ya imkansızı istemekten, yada büyük ihanetten geçer bunun nedeni. bunlardan hariç öyle şey var içler acısı durumdur. Acı çekmeye alışınca insan yada kimin acı çektiği hiç önemli değildir. Sırf acı çekmek birisinin aşkına aşık oluruz. kişinin büyük rolü yoktur mevzuda. ortak anılar geçmiş olsun hatta bunlar olmasın arada hoşnut muhabbet olsun yeter. Onun aşkına aşık olup acı çekmeyi yeğleriz. Bazen güzeldir bu. Sigaraya olan bağımlılık gibidir. İstersek bırakabileceğimizi biliriz bırakmak istemeyiz. Tutkudur. Güzeldir. Candır. yıpratır. En iyisi ondan an önce kurtulmak gerekir. Hayat güzel,yaşamak güzel. gerek var böyle şeylere dimi?"
,
" Görüş, Bakım",
,Birbirini kesen
,İki yüzey
,Veya aynı
,Noktadan çıkan
,İki yarı
,Doğru arasındaki açıklık.
,"Yön, anlayış biçimi."
,röportajların özellikleri
,"Açı tazeliği,"
,Sunuş özelliği
,Kıvrak mizahi idi.
,Birbirini kesen
,İki yüzey
,Veya aynı noktadan
,Çıkan iki yarım
,Doğrunun oluşturduğu
,"Geometrik biçim, zaviye."
,"Açıölçer, açı ölçüm,"
,"Bütünler açı,"
,"Çevre açı,"
,"Dar açı,"
,"Dış açı,"
,"Dış ters açı,"
,"Dik açı,"
,"Doğru açı,"
,"Geniş açı,"
,"İç ters açı,"
,"Komşu açı,"
,Merkez açı.
,
AçI,
,Mutluluk geniş açı
,Yok ilaçı
,Mutsuzluk dar açı
,Acı durum acı
,Doğruluk dik açı
,Başta koymaz saçı
,
Acı çabuk unutulur sevinç ebedidir,
,"İnsanları sevindirmek güzel olaydır,"
,Acı çabuk unutulur sevinç ebedidir.
,"Küsen insanın gönlünü alması kolaydır,"
,Acı çabuk unutulur sevinç ebedidir.
,"El derdini bilmez geçmiş olsun der,"
,Ateş düştüğü yeri yakar olur kor.
,"Allah acı vermesin acı çekmek zor,"
,Acı çabuk unutulur sevinç ebedidir.
,"Seven insan seviyorsa onu sevindirsin,"
,İçini serinleterek canı sevindirsin.
,"Kulu sevindir Allah ta seni sevindirsin,"
,Acı çabuk unutulur sevinç ebedidir.
,"derdin dermanı olan elbetteki sensin,"
,Derdi olan kimse çare bulup onu yensin.
,"İnsanlar acıdan uzak olsun neşelensin,"
,Acı çabuk unutulur sevinç ebedidir.
,"Yusuf ölse sevgiyi yabana atmaz,"
,Dünyada hiç şey sevginin yerini tutmaz.
,"İnsanlar sevdiği kimseyi asla unutmaz,"
,Acı çabuk unutulur sevinç ebedidir.
,
Sen acı nedir bilirmisin?,
,acı nedir bilirmisin?
,Olmaz derde düştüğünde anlarsın.
,En sevdiğin yıldız kayarken
,"Gözlerinin içinden,"
,Acı içinde yanarsın.
,acı nedir bilirmisin?
,hastahanenin penceresinden
,Bakıp kalmaktır hayata bazen.
,"hastanın durumuna bakarsın,"
,"Kimi Lösemi, Kimi kanser,"
,Kimisinin evladı yandığını gördüğünde
,olmasada acıyı anlarsın.
,acı nedir bilirmisin?
,"mezarlığın taşında yazan isim acı taşır,"
,kişiye Fatihanı okursun
,yerde suskunluğunla kalakalırsın.
,acı nedir bilirmisin?
,"Acı Yaşamanın içinde var olandır,"
,"Önünden geçtiğin görmediğin çoğu kez,"
,Umursamadığın başına gelince anlıyamıyacağın.
,"terkedilmiş sevdanın sesidir bazen,"
,"Bazen ayrılık,"
,"Bazen hastallık,"
,Bazen ansızın geliveren ölümle
,Acıyı yaşarsın.
,Acı nedir bilirmisin?
,"Acı sensin, Acı benim, Acı hepimiziz."
,Söyle gücün varmı?
,Acıyı silebilirmisin?
,
Göreceli Hayat,
,"Dünya dönüyor.Bunu yerde hep duyuyoruz.Peki cüssesine göre nasıl dönüyor yada dünya dönüyor yavaş dönüyor hızlı dönüyor? Diyenini hiç görmemişizdir.Peki sizce dünya hızlı dönüyor yavaş mı? soruya herkesin cevabı farklıdır.Ama bana kalırsa ikisi değil.Çünkü semazenin hızı bize göre hızlıdır.Ama hız belki semazene göre normaldir; semazen alışıktır.Ancak hız normal insana fazladır; kişi hızlı dönmemiştir daha önce.Yada elli kilogram halterciye göre fazla değildir.Fakat insanın kaldırdığında kendi rekorunu kırabileceği ağırlıktır normal insana göre.Acı yemeye alışık insan acı yemeği yer.Ancak acı yemeye alışık olmayan insan birazcık acıyı yiyemez.Demek istediğim acı, ağırlık,hız vb. göreceli değişken kavramlardır.Yani dünyaya baktığımızda dünyanın ağırlığına yada döndüğü süreye göre belki hızlı dönüyor belki yavaş belki normal…İnsanların alışkanlıklarını kişiliklerine göre değişim gösterir şey.Örneğin; kitap okumaya alışık insan kitapları sever kitap okumaya alışık olmayan biri kitap okumayı sevmez hayatı buna göre şekil alır.Yada hafta sonu yüzmeye giden biri iyi yüzer yılda birkaç kere yüzmeye giden insan iyi yüzücü değildir."
,"insanlarda kalp kırmaya alışıktır; kişinin kalbini kırarlar umursamazlar insanlar arasında pek sevilmezler.Bir insanların kalbine hiç kırmayan insanlar vardır.Onlarda tüm hayatları boyunca tek insanın kalbine kırsalar olayı unutmazlar insanlar tarafından sevilirler.Hayat tarzı, duygular,duyular,algılama insandan insana değişen göreceli kavramlardır."
,
Acı üstüne acı Bundan artıyor sancı,
,Bingöl'deki deprem
,sarstı yerleri
,Hep sıkıntıya soktu
,Çocukları erleri
,Acı üstüne acı
,Bundan artıyor sancı
,Enkazın bütün hâli
,Fotoğrafı çekilsin
,Asılsın duvarlara
,anıt dikilsin
,Acı üstüne acı
,Bundan artıyor sancı
,Deprem yurdun gerçeği
,Unutulmaz anda
,Peşimizi bırakmaz
,Sıkıntı olur canda
,Acı üstüne acı
,Bundan artıyor sancı
,Birlikte yaşamaya
,Alışmalıyız artık
,Tedbiri erken alın
,Böyle kapanır yırtık
,Acı üstüne acı
,Bundan artıyor sancı
,Bingöl enerji yüklü
,Bilin fay üzerinde
,Gece yarısı oldu
,Canları soktu derde
,Acı üstüne acı
,Bundan artıyor sancı
,Binalar Türkiye'de
,Üstten üste geçiyor
,Tost sıkıştırıp
,Hep canları biçiyor
,Acı üstüne acı
,Bundan artıyor sancı
,Kayıpların sebebi
,Bilinmelidir bundan
,durumu engelle
,zorluğa eli ban
,Acı üstüne acı
,Bundan artıyor sancı
,memleketlerde
,Binalar yan yatmakta
,İskeleti duruyor
,Aza iniyor hata
,Acı üstüne acı
,Bundan artıyor sancı
,Bundan kaçmak imkansız
,Gerekli donanımlar
,anda alınmalı
,Bizi bırakmasın dar
,Acı üstüne acı
,Bundan artıyor sancı
,Yarın geç olabilir
,Varını ortaya koy
,Söyleyen Hasan Sancak
,Sonra çekeriz oy oy
,Acı üstüne acı
,Bundan artıyor sancı
,
Acı,
,".Bir deprem,heryer toz duman,çığlıklar yükseliyor zihnimde...Günler,haftalar,aylar geçti,mevsim dondu.Sarı sıcak, karbeyaz oldu.Hala zamansız gece gündüz ayırt edilemeyen çığlıklar.Zamanın yara sarıcılığına inat eden uykudan uyandıran,bir tike lokmayı havada donduran,aç karnına içilen günün ilk sigarasanın ciğerime yaptığı vurgun acımasızca tesir eden çığlıklar.Mantığın tükenişi,çaresiz kalıp acıyarak izlemesi..."
,"Sokrates Aristotle korkuyor,Budhizm kendi köşesinde ''neden''sorusunu cevaplamaktan çekiniyorlar,belkide utanıyorlardır."
,"Acı; bitmek tükenmek bilmeyen acı,dalga dalga,düzensiz sırasız hep daha kuvvetli üstelik.En olmaz,en umulmayan anda duyuları kör eden,zamanı donduran,ruhu,beyni,varlığı donduran,buz kesen,hissiz yapan acı.."
,"Oysa ki; İyiliğinin bedelini ağır ödeyen Prometeus biliyordu,sonsuza dek kartallara yem olacağını.Yoktu, belkide umudu,nede beklentisi.Oysa acı,bu ızdırap,bu kerte kerte gelen dalgalar,sahte mutluluğun yada sahte dünyanın tam ortasında vuruyor,en usta dalgıçların habersiz yediği vurgun gibi."
,"Mutluluğu oynamak yasak,yakalamaksa imkansız sanırım.."
,
İnci söz iyi güzel tatlı kötü çirkin acı amel,
,İyi güzel tatlı amelli baş iyi güzel tatlı hallidir iyi güzel tatlı halde başta akıl oluşumu gibidir
,Kötü çirkin acı amelli baş kötü çirkin acı hallidir kötü çirkin acı halde başta akıl oluşumu yok gibidir
,Sedat hünkar
,(Karamecnun)
,
Alışamadım Gülüm,
,Duyan duyman sesimi bilmem
,Sensizlik acı anla be gülüm.
,Yoksun hayatta daha gülmem
,Sensizlik acı anla be gülüm.
,İsterdim seninle baş başa an
,Yanımda varken geçmesin zaman
,Şimdi yoksun başım hep duman duman
,Sensizlik acı anla be gülüm.
,gecem belli nede gündüzüm
,İsyanım yok amma kadere sözüm
,Son kez görseydim ah iki gözüm
,Sensizlik acı anla be gülüm.
,Halımı sorsalar içim daralır
,yanım cam değsen kırılır
,Nerde acı keder varsa sarılır
,Sensizlik acı anla be gülüm.
,Yüreğim yorgun veriyor acı
,Anılar gözümde dinmeyen sancı
,Canımdan candın şimdi yabancı
,Sensizlik acı anla be gülüm.
,
Tahta Tabanlı Yüksek Teras,
,"Terasta yan yana oturuyorlardı. Kadın hafifçe doğrularak sandalyesini geriye çekti, erkeğin çaprazına, kalın çizgi uzadı sanki tahta tabandan gecenin sessiz karnına. Bacaklarını erkeğin dizlerine uzattı, erkek avuçlarının içine aldı kadının ayaklarını. Huzurlu göğüste uyur gibiydi kadın, kıpırtısız, sakin. düşünceliydi. Bronz aşk gibisin dedi erkeğe, öyle parlak yüzün, altın parlağı, ay hilal değil dolun sanki gece... Huzur acı aynı yerde nasıl barınabiliyor diye düşünüyorum an. Bronz acı gibisin demeliyim… Biliyor musun neyle sıvadınsa yüreğini harç akar gözlerinden de. Acı benim, içimdeki acıyla yüzünde gördüğüm sessizliğe dökülüyorum senin. Sense gece çareye geldiğim tapınak gibisin, duvarları bronzdan. Kapını çalmaya korkuyorum ses vermeyeceksin diye. Ses çarem olmayacak, ses vermese diyorum yandan da…"
,"yüzünü göremiyorum senin dedi erkek, saçların, esinti sanki gideceğinden tedirgin ondan hafif dokunmakta dalgalarına, var mısın gerçekten diye düşünüyorum yoksa hayalimin yanılsaması ay önündeki siluetin..."
,"Sabah olacak gece bitecek dedi kadın, acı çekiyorum, yanımda olduğunu bile, yüzüne bakarken acı çekiyorum, yarın var diye acı çekiyorum yarın yoksun, yarın yok."
,gece bitmeyecek dedi erkek olmasam bile.
,"Başını arkaya yaslasana dedi kadın, göğe bak şuradaki yıldızlara doğru taa derinliğe, say gidebileceğiz buralardan, ikimiz, hiçbir şey hiçbir kimse değil biz. daha hiç ayrılmayacağız, uzak kalmayacağız birbirimizden, bizi ayıran hiçbir şey olmayacak, elini elimden, kimse, sorun, neden; ister miydin?"
,Sana gün birlikte yaşasaydık hiç kavga etmezdik demiştim hatırlıyor musun dedi erkek. Hatırlıyorum dedi kadın.
,İnanıyor musun buna?
,"Kadın başını çevirip sırtındaki aya baktı, dağlar ışığa boyanmıştı, sonra, ilerdeki kahveye bak dedi, aşağıdaki, herkes gitmiş, şimdiyse azalmış ışıkları çevresindeki ağaçların karanlığına büyülü tünel ağzı görüntüsü veriyor. tüneli geçsek buradan gördüğümüz görmeyeceğiz hiçbir şeyi…"
,"Eski balıkçı tablalarına benziyor sarı ışıkların altında kırmızı sandalyeler dedi adam. Çocukluğumdan severim tahta tablaları, onların eğikliğini. Razı olurdum oysa büyünün bozulmasına yarın balıkçı tezgâhlarını, sandalyeleri hatırlamak istemeyeceğim. acıyı kabul edeceğim. demek bilir misin? İçinde varsın diye. Sakın geceyi bırakma, işte zaman yaşamak hiçbir nedenim kalmaz benim."
,
Acı söyleme,
,"olur gülümse, ağlatma beni"
,Gülmüyorsan bari acı söyleme
,Terkedip giderek dağlatma beni
,Kalmıyorsan bari acı söyleme
,Bağrıma saplanıp öldürür sözün
,oldu böyle gülmüyor yüzün
,bilsen verdiğin hüzün
,Bimiyorsan bari acı söyleme
,"Neden böyle oldun, nerde tatlı dil"
,Seni karşılıksız sevdiğimi bil
,Uğrunda ağladım gözyaşımı sil
,Silmiyorsan bari acı söyleme
,Yeni hayata girişelim gel
,Çözülsün sorunlar görüşelim gel
,Uzattım elimi barışalım gel
,Almıyorsan bari acı söyleme
,
Ne Acı! Ne Acı!,
,"ömür boyunca bulamamak,"
,"Yollarını soramamak,"
,"Yaralara merhem sürememek,"
,acı... acı...
,"Gözümün yaşını sileyim derken,"
,"Umutlarıma kavuşayım derken,"
,"Açmış, hülyalara yelken,"
,acı...Ne acı...
,"Sevmeden, sevdim demek,"
,"Ağlarken, güldüm demek,"
,"Bilmeden, bildim demek,"
,acı... acı...
,"Sinemin tam ortasında,"
,"Geçmiş geleceğin tasasında,"
,"Herkes bunun yasında,"
,acı... acı...
,"ömür heba oldu,"
,"Artık miadın doldu,"
,"Bahçende güllerin soldu,"
,acı... acı...
,"yapsam çaresi yok,"
,"Sineme geldi, zehirli ok,"
,"Aydın, bunu kafana sok,"
,"Eli, gönlü boş gitmek,"
,acı...Ne acı...
,(Bursa-Temmuz 2014)
,
Gönül Kırma,
,esme rüzgâr acı acı
,gönül denen gül ağacı
,kırma dil gönle acı
,iki cihanda gönül
,senden olur hep davacı
,..................................
,
Tesadüf,
,"Hayat,garip tesadüflerle dolu.Kimi zaman acı veriyor insana,kimi zaman buruk tat bırakıyor,kimi zaman hayatın anlamını değiştirecek mutlu ediyor...Elbette ki; tesadüflerin ortaya çıkış şeklini belirlemek, elimizde değildir.Bana sorsalar,neyin tesadüf olmasını istersin diye; cevap veremem belki de.Belki de, en olası şey aklıma gelmez, tesadüf adına...en gerçekleşmesini istediğim şeyi düşünemem."
,Hiçbir tesadüfün olmasını istemiyorum
,"aslında.Ayaklarım nereye hükmederse,beynimide yana uyarlıyorum acı çekmemek belkide..Yalnız kalmak kaçtığım kuytu köşede,acı tesadüfle karşı karşıya kalmak istemiyorum..Tesadüflerin, beni değil benim tesadüfleri oyalamam lazım artık.."
,
İlkbahar geliyor,
,İşte ilkbahar geliyor
,sıradan geliyor
,bana acı geliyor
,gitmiştin
,ilkbahar gelirken.
,Oysa güzel hayallerimiz vardı
,bembeyaz papatyaları koklamak vardı
,yemyeşil kırlarda dolaşmak vardı
,seninle ilkbaharı yaşamak vardı
,acı ilkbaharda yapraklar dökülüyor
,acı sevda çiçeğim daha yeşermeden kuruyor
,acı ilkbahar geliyor
,sensiz kara ilkbahar geliyor
,ilkbahar değilde sanki sonbahar geliyor
,acı artık martılarda susuyor
,belki onlarda aşkımıza ağlıyor
,acı gözlerim vefasızı arıyor
,kahretsin ilkbahar acı geliyor.
,26.02.1997
,Çarşamba
,23:05
,
Gözlerin ölüm,
,Gitmek isteyip gidemediğim bilmek isteyip bilemediğim şeyler yerler hepsini küçük zerreye sığdırdım kalbimin en derininde aşka tutuldum zaman akıp gider sevda zamana inat Yaşar belki tutku belki aşk belkide bekleyiş çaresiz sensiz gecelerde İnan veya inanma bilki yalnız varsın kurduğum hayelde gördüğüm düşte hele sende benim aşka düşte insan oğlu bilinmez aşkda bunun denklemi istemiyorsan sevme beni aldırma yakarışlara aldırma yalvarışlara sevmek acı değil sevipde sevilmemek acı bütün dertlerin ilacı senin gülen gözlerin hep dost diye bastık bütün insanları oysa dost paraymış aşklar hep yalan gözlerin ölüm
,
Seni AYAĞA KALDIRSIN! ? ............,
,SENİ AYAĞA KALDIRSIN! ? ............
,"ACI, ACI, ACI! ,,,"
,TARİFİ YOK DEĞİL Mİ?
,"DAYANMAK NASILDA ZOR,"
,"Hücrelerine YANACAKSIN Kİ,"
,SENİ AYAĞA KALDIRSIN KOR! ..............
,
İnançları Terörize Etmek 09,
,"9-]Açı yapan kolların taradığı alan, toplumsal sosyal alanların yoğunlaşma birbiri kesişme, birbiri iç içe (kamu) birbirinden yoğunlaşan durumla ayrı bulunma alanıdırlar. hal hücre içinde hücre çekirdeğinden ayrı oluşla mitokondri; kloroplastların vs. organ ellerin ayrı zar ayrı çekirdeklerinin bulunması bağımlı, bağımsız varoluşlarına, benzerdir."
,"Toplum sal sosyal yapı, orijine doğru gidildikçe orijinde; ikisi birbirine dönüşen anlama olmakla, muğlakça (belirsiz fluca) oluşlarıyla belirleme kaydedilir. orijinden uzaklaştıkça, günümüze beri geldikçe; iki alan belirgince konumlanan sosyal toplumsa olan; ayrı ikili, girişme iliş kinliktirler."
,"Açıya dek örneğimiz, açı çıkış noktasının aynı yer olup, ışınların giderek birbirinden ayrılan dal olmasıyla; sosyal toplumsal alanın aynı noktadan hareketle ayrıştığını belirtmek amacı verildi. Sosyal toplumsal yapının geçmişte aynı nokta deviniş hareketi aynı noktadan çıkan iki ışın açının dallanma çatallanma yaptığı yerdi. İşte ortak olan flu olan halksak toplumsak ilişkin sürecin aynı olduğu yeri zamanlar ikili, iç içe ilişkin dönemleri belirlemek için, açı örneği verildi."
,"Açı örneği, başlangıçta, toplumsal sosyal yapının aynı ilkelerle devindiği çıkış noktasını göstermesi bağlamında aynı ikili olan birli yekpare algının, zamanla; nasıl gidecekten nasıl birinden ayrılır olduğuna, flu tanımının anlaşılması için, açı ışınları yolu bağlamı içinde, verilmiş örnekti."
,"Değilse açı örneği toplumsal sosyal işleyişi iyi anlatır uygun örnek değildir. Açı orijini, açının dışına taşarken, ilkteki toplum öncesi flu sosyal toplumun, giderekten ayrışacak olan ortaklaşma noktası, ikiye yarılarak iki çekimli organize otoritesinin biri; yani öznelce inançları halk içinde nesnelce olan yasamaları da, toplumun içindedirler. Çekim eşici olan bağ ilişki çeker, çek imlenir. Etki eşme, ikili görünümle çeken olamıyorsa, indirgenerek çekilen aitlik olur."
,"Kendisinden başkasını insan olarak görmeyip, kendisinden başkasını yabancı tehdit olarak gören toplum öncesinin flulaşmış sosyal birlikleri, toplu savunmacı idi. İttifakı girişmenin çeken yaklaştırıcı olacaktan adımını birbirinin yakınına dek olan temastı eşiğine adım atmayı, tapınak denecek yerlerde buluşmanın girişmesi atmışlardı. buluşmalar sosyal birlik üstü kutsal buluşmalardı"
,"Tapınak (kutsal buluşma yeri) iki izafi sınır bölgede idi, yer, birbirine göre birinin kapı eşiği olmakla, ortakça onama onaylama kutsallık bağ çekim algısı idi. Tapınaklar ibadet alanı olacakla, ortaya çıkmayıp; böylesine sosyal toplumsal işlevle gerçek eşmişti. sosyal birliğin kutsal ruh inançtı buluşma ibadet yerlerinin mana yaptırım gücü vardı. İşte algı şimdi, iki veya daha fazla; ittifak eşiğinde olan sosyal birliklerin ortaklaşa olan kutsal buluşma yeri (tapınak) idi. sosyal birliğe ait kutsal ata totem mana gücü, yere (tapınağa) konuşlanışla göç etmişti."
