original_line,processed
sulak topraklarda. hoş havada.,"[{'input': 'sulak', 'root': 'sulak', 'type': 'Adjective'}, {'input': 'sulak', 'root': 'sulak', 'type': 'Noun'}, {'input': 'topraklarda', 'root': 'toprak', 'type': 'Noun'}, {'input': 'topraklarda', 'root': 'Toprak', 'type': 'Noun'}, {'input': 'topraklarda', 'root': 'toprak', 'type': 'Adjective'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': 'hoş', 'root': 'hoş', 'type': 'Adjective'}, {'input': 'hoş', 'root': 'hoş', 'type': 'Adverb'}, {'input': 'havada', 'root': 'hava', 'type': 'Noun'}, {'input': 'havada', 'root': 'hava', 'type': 'Adjective'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Ey acı! Ey acı! Yiyip bitiriyor hayatı zaman,","[{'input': 'Ey', 'root': 'ey', 'type': 'Interjection'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': 'Ey', 'root': 'ey', 'type': 'Interjection'}, {'input': 'acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'acı', 'root': 'A', 'type': 'Noun'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': 'Yiyip', 'root': 'yemek', 'type': 'Verb'}, {'input': 'bitiriyor', 'root': 'bitirmek', 'type': 'Verb'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'zaman', 'root': 'zaman', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
yüreğimizi kemiren düşman,"[{'input': 'yüreğimizi', 'root': 'yürek', 'type': 'Noun'}, {'input': 'kemiren', 'root': 'kemirmek', 'type': 'Verb'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Adjective'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Noun'}]"
"anlaşılmaz, garip düşman","[{'input': 'anlaşılmaz', 'root': 'anlaşılmaz', 'type': 'Adjective'}, {'input': 'anlaşılmaz', 'root': 'anlaşmak', 'type': 'Verb'}, {'input': 'anlaşılmaz', 'root': 'anlaşmak', 'type': 'Verb'}, {'input': 'anlaşılmaz', 'root': 'an', 'type': 'Noun'}, {'input': 'anlaşılmaz', 'root': 'an', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'garip', 'root': 'garip', 'type': 'Interjection'}, {'input': 'garip', 'root': 'garip', 'type': 'Adjective'}, {'input': 'garip', 'root': 'Garip', 'type': 'Noun'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Adjective'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Noun'}]"
Büyüyüp güçleniyor kanlarımızla,"[{'input': 'Büyüyüp', 'root': 'büyümek', 'type': 'Verb'}, {'input': 'güçleniyor', 'root': 'güçlenmek', 'type': 'Verb'}, {'input': 'güçleniyor', 'root': 'güç', 'type': 'Adjective'}, {'input': 'güçleniyor', 'root': 'Güç', 'type': 'Noun'}, {'input': 'güçleniyor', 'root': 'güç', 'type': 'Noun'}, {'input': 'kanlarımızla', 'root': 'kan', 'type': 'Noun'}]"
Durmadan kaybettiğimiz kanlarımızla.,"[{'input': 'Durmadan', 'root': 'durmadan', 'type': 'Adverb'}, {'input': 'Durmadan', 'root': 'durmak', 'type': 'Verb'}, {'input': 'Durmadan', 'root': 'durmak', 'type': 'Verb'}, {'input': 'kaybettiğimiz', 'root': 'kaybetmek', 'type': 'Verb'}, {'input': 'kaybettiğimiz', 'root': 'kaybetmek', 'type': 'Verb'}, {'input': 'kanlarımızla', 'root': 'kan', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
(Fransızca`dan Çeviri : Şevket Seydialioğlu),"[{'input': '(', 'root': '(', 'type': 'Punctuation'}, {'input': 'Fransızca'dan', 'root': 'Fransızca', 'type': 'Noun'}, {'input': 'Çeviri', 'root': 'çeviri', 'type': 'Noun'}, {'input': ':', 'root': ':', 'type': 'Punctuation'}, {'input': 'Şevket', 'root': 'şevket', 'type': 'Noun'}, {'input': ')', 'root': ')', 'type': 'Punctuation'}]"
"Kevser havuzuna dalanlar,Ölmezden öndün ölenler","[{'input': 'Kevser', 'root': 'Kevser', 'type': 'Noun'}, {'input': 'havuzuna', 'root': 'havuz', 'type': 'Noun'}, {'input': 'havuzuna', 'root': 'havuz', 'type': 'Noun'}, {'input': 'dalanlar', 'root': 'dalan', 'type': 'Noun'}, {'input': 'dalanlar', 'root': 'Dalan', 'type': 'Noun'}, {'input': 'dalanlar', 'root': 'dalmak', 'type': 'Verb'}, {'input': 'dalanlar', 'root': 'dalan', 'type': 'Noun'}, {'input': 'dalanlar', 'root': 'Dalan', 'type': 'Noun'}, {'input': 'dalanlar', 'root': 'dalmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Ölmezden', 'root': 'ölmez', 'type': 'Adjective'}, {'input': 'öndün', 'root': 'ön', 'type': 'Adjective'}, {'input': 'öndün', 'root': 'ön', 'type': 'Noun'}, {'input': 'ölenler', 'root': 'ölmek', 'type': 'Verb'}, {'input': 'ölenler', 'root': 'ölmek', 'type': 'Verb'}]"
"Nefsini düşman bilenler,Konar tuba dallarına","[{'input': 'Nefsini', 'root': 'nefis', 'type': 'Noun'}, {'input': 'Nefsini', 'root': 'nefis', 'type': 'Noun'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Adjective'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Noun'}, {'input': 'bilenler', 'root': 'Bilen', 'type': 'Noun'}, {'input': 'bilenler', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bilenler', 'root': 'Bilen', 'type': 'Noun'}, {'input': 'bilenler', 'root': 'bilmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Konar', 'root': 'konmak', 'type': 'Verb'}, {'input': 'Konar', 'root': 'konmak', 'type': 'Verb'}, {'input': 'tuba', 'root': 'tuba', 'type': 'Noun'}, {'input': 'tuba', 'root': 'Tuba', 'type': 'Noun'}, {'input': 'dallarına', 'root': 'dal', 'type': 'Noun'}, {'input': 'dallarına', 'root': 'dal', 'type': 'Noun'}, {'input': 'dallarına', 'root': 'dal', 'type': 'Noun'}, {'input': 'dallarına', 'root': 'dal', 'type': 'Noun'}, {'input': 'dallarına', 'root': 'dal', 'type': 'Adjective'}, {'input': 'dallarına', 'root': 'dal', 'type': 'Adjective'}, {'input': 'dallarına', 'root': 'dal', 'type': 'Adjective'}, {'input': 'dallarına', 'root': 'dal', 'type': 'Adjective'}]"
"Alem düşman olur ise,Beni dost'tan ırımaya","[{'input': 'Alem', 'root': 'âlem', 'type': 'Noun'}, {'input': 'Alem', 'root': 'alem', 'type': 'Noun'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Adjective'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Noun'}, {'input': 'olur', 'root': 'olur', 'type': 'Adjective'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olur', 'root': 'olur', 'type': 'Noun'}, {'input': 'olur', 'root': 'Olur', 'type': 'Noun'}, {'input': 'ise', 'root': 'ise', 'type': 'Adverb'}, {'input': 'ise', 'root': 'imek', 'type': 'Verb'}, {'input': 'ise', 'root': 'is', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'Beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'dost'tan', 'root': 'dost', 'type': 'Noun'}]"
"Dost kanda anda,Düşmanlık arımaya","[{'input': 'Dost', 'root': 'dost', 'type': 'Adjective'}, {'input': 'Dost', 'root': 'dost', 'type': 'Noun'}, {'input': 'kanda', 'root': 'kan', 'type': 'Noun'}, {'input': 'anda', 'root': 'an', 'type': 'Noun'}, {'input': 'anda', 'root': 'ant', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Düşmanlık', 'root': 'düşman', 'type': 'Adjective'}, {'input': 'Düşmanlık', 'root': 'düşman', 'type': 'Noun'}]"
"Dost ehli bizim hem,Dost burdadır bize gam","[{'input': 'Dost', 'root': 'dost', 'type': 'Adjective'}, {'input': 'Dost', 'root': 'dost', 'type': 'Noun'}, {'input': 'ehli', 'root': 'ehlî', 'type': 'Adjective'}, {'input': 'ehli', 'root': 'ehil', 'type': 'Noun'}, {'input': 'ehli', 'root': 'ehil', 'type': 'Noun'}, {'input': 'bizim', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'bizim', 'root': 'biz', 'type': 'Noun'}, {'input': 'bizim', 'root': 'biz', 'type': 'Noun'}, {'input': 'hem', 'root': 'hem', 'type': 'Conjunction'}, {'input': 'hem', 'root': 'hem', 'type': 'Adverb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Dost', 'root': 'dost', 'type': 'Adjective'}, {'input': 'Dost', 'root': 'dost', 'type': 'Noun'}, {'input': 'burdadır', 'root': 'bura', 'type': 'Noun'}, {'input': 'burdadır', 'root': 'Bur', 'type': 'Noun'}, {'input': 'bize', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'bize', 'root': 'biz', 'type': 'Noun'}, {'input': 'bize', 'root': 'Bize', 'type': 'Noun'}, {'input': 'gam', 'root': 'gam', 'type': 'Noun'}]"
"Yüz bin cehd ederse düşman,Dost mahfili duramaya","[{'input': 'Yüz', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'Yüz', 'root': 'yüzmek', 'type': 'Verb'}, {'input': 'Yüz', 'root': 'yüz', 'type': 'Noun'}, {'input': 'bin', 'root': 'bin', 'type': 'Numeral'}, {'input': 'bin', 'root': 'binmek', 'type': 'Verb'}, {'input': 'ederse', 'root': 'etmek', 'type': 'Verb'}, {'input': 'ederse', 'root': 'eder', 'type': 'Noun'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Adjective'}, {'input': 'düşman', 'root': 'düşman', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Dost', 'root': 'dost', 'type': 'Adjective'}, {'input': 'Dost', 'root': 'dost', 'type': 'Noun'}, {'input': 'mahfili', 'root': 'mahfil', 'type': 'Noun'}, {'input': 'mahfili', 'root': 'mahfil', 'type': 'Noun'}, {'input': 'mahfili', 'root': 'Mahfi', 'type': 'Noun'}, {'input': 'mahfili', 'root': 'mahfi', 'type': 'Adjective'}, {'input': 'duramaya', 'root': 'durmak', 'type': 'Verb'}]"
"Düşman bana nide bile,İşim gücün dost'tan yana","[{'input': 'Düşman', 'root': 'düşman', 'type': 'Adjective'}, {'input': 'Düşman', 'root': 'düşman', 'type': 'Noun'}, {'input': 'bana', 'root': 'banmak', 'type': 'Verb'}, {'input': 'bana', 'root': 'Ba', 'type': 'Noun'}, {'input': 'bana', 'root': 'ban', 'type': 'Noun'}, {'input': 'bana', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'nide', 'root': 'Ni', 'type': 'Noun'}, {'input': 'bile', 'root': 'bile', 'type': 'Adverb'}, {'input': 'bile', 'root': 'bile', 'type': 'Conjunction'}, {'input': 'bile', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bile', 'root': 'bilemek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'İşim', 'root': 'iş', 'type': 'Noun'}, {'input': 'İşim', 'root': 'iş', 'type': 'Noun'}, {'input': 'gücün', 'root': 'gücün', 'type': 'Adverb'}, {'input': 'gücün', 'root': 'güç', 'type': 'Noun'}, {'input': 'gücün', 'root': 'güç', 'type': 'Noun'}, {'input': 'dost'tan', 'root': 'dost', 'type': 'Noun'}, {'input': 'yana', 'root': 'yana', 'type': 'PostPositive'}, {'input': 'yana', 'root': 'yanmak', 'type': 'Verb'}, {'input': 'yana', 'root': 'yan', 'type': 'Noun'}]"
