original_line,processed
Ümidin keser ehl-i kebair,"[{'input': 'Ümidin', 'root': 'ümit', 'type': 'Noun'}, {'input': 'Ümidin', 'root': 'ümit', 'type': 'Noun'}, {'input': 'keser', 'root': 'kesmek', 'type': 'Verb'}, {'input': 'keser', 'root': 'kesmek', 'type': 'Verb'}, {'input': 'keser', 'root': 'keser', 'type': 'Noun'}]"
Şefi-i Rahmet-i Rahman var iken,"[{'input': 'Rahman', 'root': 'rahman', 'type': 'Adjective'}, {'input': 'Rahman', 'root': 'Rahman', 'type': 'Noun'}, {'input': 'var', 'root': 'var', 'type': 'Adjective'}, {'input': 'var', 'root': 'varmak', 'type': 'Verb'}, {'input': 'var', 'root': 'var', 'type': 'Noun'}, {'input': 'iken', 'root': 'iken', 'type': 'Adverb'}, {'input': 'iken', 'root': 'iken', 'type': 'Noun'}]"
Sıhhat-ı ebdân îmân-ı kâmil var iken,"[{'input': 'kâmil', 'root': 'kâmil', 'type': 'Adjective'}, {'input': 'kâmil', 'root': 'Kâmil', 'type': 'Noun'}, {'input': 'var', 'root': 'var', 'type': 'Adjective'}, {'input': 'var', 'root': 'varmak', 'type': 'Verb'}, {'input': 'var', 'root': 'var', 'type': 'Noun'}, {'input': 'iken', 'root': 'iken', 'type': 'Adverb'}, {'input': 'iken', 'root': 'iken', 'type': 'Noun'}]"
Tâc ü taht ister Mevlâ'dan aceb âkil olan,"[{'input': 'Tâc', 'root': 'Tac', 'type': 'Noun'}, {'input': 'taht', 'root': 'taht', 'type': 'Noun'}, {'input': 'ister', 'root': 'ister', 'type': 'Conjunction'}, {'input': 'ister', 'root': 'istemek', 'type': 'Verb'}, {'input': 'ister', 'root': 'istemek', 'type': 'Verb'}, {'input': 'ister', 'root': 'ister', 'type': 'Noun'}, {'input': 'Mevlâ'dan', 'root': 'Mevlâ', 'type': 'Noun'}, {'input': 'Mevlâ'dan', 'root': 'Mevla', 'type': 'Noun'}, {'input': 'Mevlâ'dan', 'root': 'mevlâ', 'type': 'Noun'}, {'input': 'âkil', 'root': 'akil', 'type': 'Adjective'}, {'input': 'âkil', 'root': 'Akil', 'type': 'Noun'}, {'input': 'olan', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olan', 'root': 'o', 'type': 'Adjective'}]"
Ni'met-i sıhhat dahi îmân-ı kâmil var iken,"[{'input': '-', 'root': '-', 'type': 'Punctuation'}, {'input': 'sıhhat', 'root': 'sıhhat', 'type': 'Noun'}, {'input': 'dahi', 'root': 'dâhi', 'type': 'Adjective'}, {'input': 'dahi', 'root': 'dahi', 'type': 'Conjunction'}, {'input': 'dahi', 'root': 'Dahi', 'type': 'Noun'}, {'input': 'dahi', 'root': 'dâhi', 'type': 'Noun'}, {'input': 'kâmil', 'root': 'kâmil', 'type': 'Adjective'}, {'input': 'kâmil', 'root': 'Kâmil', 'type': 'Noun'}, {'input': 'var', 'root': 'var', 'type': 'Adjective'}, {'input': 'var', 'root': 'varmak', 'type': 'Verb'}, {'input': 'var', 'root': 'var', 'type': 'Noun'}, {'input': 'iken', 'root': 'iken', 'type': 'Adverb'}, {'input': 'iken', 'root': 'iken', 'type': 'Noun'}]"
Mâl ü mülk ü saltanat ister hîç âkil olan,"[{'input': 'Mâl', 'root': 'mal', 'type': 'Noun'}, {'input': 'mülk', 'root': 'mülk', 'type': 'Noun'}, {'input': 'saltanat', 'root': 'saltanat', 'type': 'Noun'}, {'input': 'ister', 'root': 'ister', 'type': 'Conjunction'}, {'input': 'ister', 'root': 'istemek', 'type': 'Verb'}, {'input': 'ister', 'root': 'istemek', 'type': 'Verb'}, {'input': 'ister', 'root': 'ister', 'type': 'Noun'}, {'input': 'hîç', 'root': 'hiç', 'type': 'Adverb'}, {'input': 'hîç', 'root': 'hiç', 'type': 'Noun'}, {'input': 'âkil', 'root': 'akil', 'type': 'Adjective'}, {'input': 'âkil', 'root': 'Akil', 'type': 'Noun'}, {'input': 'olan', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olan', 'root': 'o', 'type': 'Adjective'}]"
Âkil isen nevm-i gafletden uyan,"[{'input': 'Âkil', 'root': 'akil', 'type': 'Adjective'}, {'input': 'Âkil', 'root': 'Akil', 'type': 'Noun'}, {'input': 'isen', 'root': 'imek', 'type': 'Verb'}, {'input': 'uyan', 'root': 'uymak', 'type': 'Verb'}, {'input': 'uyan', 'root': 'uyanmak', 'type': 'Verb'}]"
Vâsıl olmaz Hakk'a şeytâna uyan,"[{'input': 'Vâsıl', 'root': 'vasıl', 'type': 'Adjective'}, {'input': 'Vâsıl', 'root': 'Vasıl', 'type': 'Noun'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Adjective'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Noun'}, {'input': 'Hakk'a', 'root': 'Hakk', 'type': 'Noun'}, {'input': 'Hakk'a', 'root': 'Hak', 'type': 'Noun'}, {'input': 'Hakk'a', 'root': 'hak', 'type': 'Noun'}, {'input': 'şeytâna', 'root': 'şeytan', 'type': 'Noun'}, {'input': 'şeytâna', 'root': 'şeytan', 'type': 'Adjective'}, {'input': 'uyan', 'root': 'uymak', 'type': 'Verb'}, {'input': 'uyan', 'root': 'uyanmak', 'type': 'Verb'}]"
ÖZDÜŞÜM,[]
Ah hep duyguyla akıl,"[{'input': 'Ah', 'root': 'ah', 'type': 'Interjection'}, {'input': 'Ah', 'root': 'ah', 'type': 'Noun'}, {'input': 'hep', 'root': 'hep', 'type': 'Adverb'}, {'input': 'duyguyla', 'root': 'duygu', 'type': 'Noun'}, {'input': 'duyguyla', 'root': 'Duygu', 'type': 'Noun'}, {'input': 'akıl', 'root': 'akıl', 'type': 'Noun'}, {'input': 'akıl', 'root': 'akmak', 'type': 'Verb'}]"
Kapılarını bunca yıl,"[{'input': 'Kapılarını', 'root': 'kapı', 'type': 'Noun'}, {'input': 'Kapılarını', 'root': 'kapı', 'type': 'Noun'}, {'input': 'Kapılarını', 'root': 'kapı', 'type': 'Noun'}, {'input': 'Kapılarını', 'root': 'kapı', 'type': 'Noun'}, {'input': 'bunca', 'root': 'bunca', 'type': 'Adjective'}, {'input': 'bunca', 'root': 'bunca', 'type': 'Adverb'}, {'input': 'bunca', 'root': 'bun', 'type': 'Noun'}, {'input': 'yıl', 'root': 'yılmak', 'type': 'Verb'}, {'input': 'yıl', 'root': 'yıl', 'type': 'Noun'}]"
Zorladım. düş gerçeği,"[{'input': 'Zorladım', 'root': 'zorlamak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': 'düş', 'root': 'düşmek', 'type': 'Verb'}, {'input': 'düş', 'root': 'düş', 'type': 'Noun'}, {'input': 'gerçeği', 'root': 'gerçek', 'type': 'Noun'}, {'input': 'gerçeği', 'root': 'gerçek', 'type': 'Noun'}, {'input': 'gerçeği', 'root': 'gerçek', 'type': 'Adjective'}, {'input': 'gerçeği', 'root': 'gerçek', 'type': 'Adjective'}]"
Topladım gerçek düşümde.,"[{'input': 'Topladım', 'root': 'toplamak', 'type': 'Verb'}, {'input': 'gerçek', 'root': 'gerçek', 'type': 'Adjective'}, {'input': 'gerçek', 'root': 'Gerçek', 'type': 'Noun'}, {'input': 'gerçek', 'root': 'gerçek', 'type': 'Noun'}, {'input': 'düşümde', 'root': 'düş', 'type': 'Noun'}, {'input': 'düşümde', 'root': 'düşüm', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Savaştı huyla akıl,","[{'input': 'Savaştı', 'root': 'savaşmak', 'type': 'Verb'}, {'input': 'Savaştı', 'root': 'savaş', 'type': 'Noun'}, {'input': 'huyla', 'root': 'Hu', 'type': 'Noun'}, {'input': 'huyla', 'root': 'huy', 'type': 'Noun'}, {'input': 'akıl', 'root': 'akıl', 'type': 'Noun'}, {'input': 'akıl', 'root': 'akmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Hep kafamda gönlümde.,"[{'input': 'Hep', 'root': 'hep', 'type': 'Adverb'}, {'input': 'kafamda', 'root': 'kafa', 'type': 'Noun'}, {'input': 'gönlümde', 'root': 'gönül', 'type': 'Noun'}, {'input': 'gönlümde', 'root': 'gön', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Baktım, bölüşmüş gerçeği,","[{'input': 'Baktım', 'root': 'bakmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'bölüşmüş', 'root': 'bölüşmek', 'type': 'Verb'}, {'input': 'bölüşmüş', 'root': 'bölüşmek', 'type': 'Verb'}, {'input': 'bölüşmüş', 'root': 'bölmek', 'type': 'Verb'}, {'input': 'gerçeği', 'root': 'gerçek', 'type': 'Noun'}, {'input': 'gerçeği', 'root': 'gerçek', 'type': 'Noun'}, {'input': 'gerçeği', 'root': 'gerçek', 'type': 'Adjective'}, {'input': 'gerçeği', 'root': 'gerçek', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Aklım düş-dönüşü'mde.,"[{'input': 'Aklım', 'root': 'akıl', 'type': 'Noun'}, {'input': 'Aklım', 'root': 'akıl', 'type': 'Noun'}, {'input': 'Aklım', 'root': 'ak', 'type': 'Noun'}, {'input': 'Aklım', 'root': 'ak', 'type': 'Adjective'}, {'input': 'düş-dönüşü'mde', 'root': 'Düş-dönüşü'mde', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Duyguyla anlaşmış akıl..,"[{'input': 'Duyguyla', 'root': 'duygu', 'type': 'Noun'}, {'input': 'Duyguyla', 'root': 'Duygu', 'type': 'Noun'}, {'input': 'anlaşmış', 'root': 'anlaşmak', 'type': 'Verb'}, {'input': 'anlaşmış', 'root': 'anlaşmak', 'type': 'Verb'}, {'input': 'anlaşmış', 'root': 'an', 'type': 'Noun'}, {'input': 'anlaşmış', 'root': 'an', 'type': 'Noun'}, {'input': 'akıl', 'root': 'akıl', 'type': 'Noun'}, {'input': 'akıl', 'root': 'akmak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Aşk motoru olmuş düş'ün,","[{'input': 'Aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'motoru', 'root': 'motor', 'type': 'Noun'}, {'input': 'motoru', 'root': 'motor', 'type': 'Noun'}, {'input': 'olmuş', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmuş', 'root': 'olmak', 'type': 'Verb'}, {'input': 'düş'ün', 'root': 'düş', 'type': 'Noun'}, {'input': 'düş'ün', 'root': 'düş', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
düş aklın eşeği.,"[{'input': 'düş', 'root': 'düşmek', 'type': 'Verb'}, {'input': 'düş', 'root': 'düş', 'type': 'Noun'}, {'input': 'aklın', 'root': 'akıl', 'type': 'Noun'}, {'input': 'aklın', 'root': 'akıl', 'type': 'Noun'}, {'input': 'aklın', 'root': 'ak', 'type': 'Noun'}, {'input': 'aklın', 'root': 'ak', 'type': 'Adjective'}, {'input': 'eşeği', 'root': 'eşek', 'type': 'Noun'}, {'input': 'eşeği', 'root': 'eşek', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Vardığım öpüşüm'de,"[{'input': 'Vardığım', 'root': 'varmak', 'type': 'Verb'}, {'input': 'Vardığım', 'root': 'varmak', 'type': 'Verb'}, {'input': 'öpüşüm'de', 'root': 'Öpüşüm'de', 'type': 'Noun'}]"
Aklım ısırdı şeyi.,"[{'input': 'Aklım', 'root': 'akıl', 'type': 'Noun'}, {'input': 'Aklım', 'root': 'akıl', 'type': 'Noun'}, {'input': 'Aklım', 'root': 'ak', 'type': 'Noun'}, {'input': 'Aklım', 'root': 'ak', 'type': 'Adjective'}, {'input': 'ısırdı', 'root': 'ısırmak', 'type': 'Verb'}, {'input': 'şeyi', 'root': 'Şe', 'type': 'Noun'}, {'input': 'şeyi', 'root': 'şe', 'type': 'Noun'}, {'input': 'şeyi', 'root': 'şey', 'type': 'Noun'}, {'input': 'şeyi', 'root': 'şey', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Motor çıkmaza dayandı,","[{'input': 'Motor', 'root': 'motor', 'type': 'Noun'}, {'input': 'çıkmaza', 'root': 'çıkmaz', 'type': 'Noun'}, {'input': 'çıkmaza', 'root': 'çıkmaz', 'type': 'Adjective'}, {'input': 'dayandı', 'root': 'dayanmak', 'type': 'Verb'}, {'input': 'dayandı', 'root': 'dayamak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Eşek renklere boyandı.,"[{'input': 'Eşek', 'root': 'eşek', 'type': 'Noun'}, {'input': 'renklere', 'root': 'renk', 'type': 'Noun'}, {'input': 'boyandı', 'root': 'boyamak', 'type': 'Verb'}, {'input': 'boyandı', 'root': 'boya', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Baktım, uslanmaz aklım,","[{'input': 'Baktım', 'root': 'bakmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'uslanmaz', 'root': 'uslanmak', 'type': 'Verb'}, {'input': 'uslanmaz', 'root': 'uslanmak', 'type': 'Verb'}, {'input': 'uslanmaz', 'root': 'us', 'type': 'Noun'}, {'input': 'uslanmaz', 'root': 'us', 'type': 'Noun'}, {'input': 'aklım', 'root': 'akıl', 'type': 'Noun'}, {'input': 'aklım', 'root': 'akıl', 'type': 'Noun'}, {'input': 'aklım', 'root': 'ak', 'type': 'Noun'}, {'input': 'aklım', 'root': 'ak', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Elinde duyu çiçeği,","[{'input': 'Elinde', 'root': 'el', 'type': 'Noun'}, {'input': 'Elinde', 'root': 'el', 'type': 'Noun'}, {'input': 'duyu', 'root': 'duy', 'type': 'Noun'}, {'input': 'duyu', 'root': 'duy', 'type': 'Noun'}, {'input': 'duyu', 'root': 'duyu', 'type': 'Noun'}, {'input': 'çiçeği', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçeği', 'root': 'çiçek', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"yorgun, renkli eşeği","[{'input': 'yorgun', 'root': 'yorgun', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'renkli', 'root': 'renk', 'type': 'Noun'}, {'input': 'eşeği', 'root': 'eşek', 'type': 'Noun'}, {'input': 'eşeği', 'root': 'eşek', 'type': 'Noun'}]"
Koklayarak okşayandı.,"[{'input': 'Koklayarak', 'root': 'koklamak', 'type': 'Verb'}, {'input': 'okşayandı', 'root': 'okşamak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
