title,poem_cleaned
,İhtiyacı karşılayıp gören.
,"Bütün mahlukatın rızkını veren,"
,Rızık sahibi Er-Rezzak’tır Allah.(c.c)
,"Bize dünyada kol kanat geren,"
,Sevgiyle önümüzü açıp duran.
,"türlü zorluğu kolaylaştıran,"
,Darlıktan kurtaran El-Fettah’tır Allah.(c.c)
,"alemi yaratıp güzel kılan,"
,Arşta şeyin üstesinden gelen.
,"Ebedi,ezeli,her şeyi bilen,"
,İlmin sahibi El Alim’dir Allah.(c.c)
,"Yüreğimize dar ederek bakan,"
,Gönül bendinin setlerini yıkan.
,"Dilediğine darlık verip sıkan,"
,Gönül daraltan El-Kabıt’tır Allah.(c.c)
,"Koca alemi genişletip geçen,"
,Sevgiyle gönlümüze ışık saçan.
,"Dilediğine bolluk verip açan,"
,Kerem sahibi El-Basit’tir Allah.(c.c)
,"Büyüklük taslayana ceza veren,"
,Yukardan aşağı indirip seren.
,"Alçaltıp dereceleri düşüren,"
,Yere batıran El-Hafıd’dır Allah.(c.c)
,"Sevdiği kimseyi yukarda tutan,"
,Alemdeki şeye gücü yeten.
,"İnsanın derecesini yükselten,"
,Yukarı çeken El-Rafi’dir Allah.(c.c)
,"İstediğini görüp aziz kılan,"
,"Kalbi sevgiyle karıp aziz kılan,"
,"İnsana izzet verip aziz kılan,"
,İzzet sahibi El-Muiz’dir Allah.(c.c)
,"Şükretmeyen kimseyi bakir eden,"
,Zillete düşürerek fakir eden.
,"İstediğini hor hakir eden,"
,Gücün sahibi El-Müzil’dir Allah.(c.c)
,"şeyi işitip özünü duyan,"
,Dua edenlerin sözünü duyan.
,"Arşta kulların niyazını duyan,"
,kabul eden El Semi’dir Allah.(c.c)
,"Yaratmış olduğu varlığı tutup,"
,Canlıların özüne sevgi katıp.
,"Küreden zerreye gözetip,"
,şeyi gören El-Basir’dir Allah.(c.c)
,"işte Allah rızasını güden,"
,Yaptığında hikmet gözetip giden.
,"Canla hikmet sahibine hükmeden,"
,Hikmet sahibi El-Hakem’dir Allah.(c.c)
,"Yarattığı kulu ele alarak,"
,Düzenler şeyi adil kılarak.
,"Son derece adaletli olarak,"
,Herkese adil olan El-Adl’dır Allah.(c.c)
,"Bütün sırları, incelikleri bilen,"
,En ince işi mamur kılan.
,"Tek lütuf ihsan sahibi olan,"
,şeyi bilen El-Latif’tir Allah.(c.c)
,"Kulun günahını affedip silen,"
,Sır olanın sırrını bulan.
,"şeyin iç yüzünü görüp bilen,"
,Haberdar olan El-Habir’dir Allah.(c.c)
,"Zalim olanı huzurundan kovan,"
,Yumuşak davranan kulları öven.
,"Hilmi olup insanları seven,"
,Aşkın sahibi El- Halim’dir Allah.(c.c)
,"Bütün haşmetiyle aleme dolan,"
,Kalbimizden geçeni bilen.
,"Yücelerin yücesi olan,"
,Azametiyle El-Azim’dir Allah.(c.c)
,"O’nu dünyada sever kul olan,"
,Bütün kalplerde sevgisi yol bulan.
,"Bağışlayan,mağfireti bol olan,"
,Affı seven El-Gafur’dur Allah.(c.c)
,"Rızası yapılanı duyan,"
,Yapılan iyiliği sevip sayan.
,"Ameli ziyasıyla karşılayan,"
,kabul eden El-Şekur’dur Allah.(c.c)
,"koca evrenden daha kocadır,"
,O’nu hiç kimse bilmez nicedir?
,"Yücelerden daha yücedir,"
,Yüce Han olan El-Aliyy’dir Allah.(c.c)
,"Orda ondan yok büyük olan,"
,Kainattan büyük olan.
,"Zatı pek büyük olan,"
,En büyüğümüz El-Kebir’dir Allah.(c.c)
,"Yapılan işleri özde arayan,"
,Tafsilatıyla hıfzedip tarayan.
,"Bizi afetle beladan koruyan,"
,Merhametiyle El-Hafız’dır Allah.(c.c)
,"Sevgisi gönlümüze giren,"
,şeyi tayin edip onu gören.
,"yarattığının rızkını veren,"
,şeyi bilen El-Mukit’tir Allah.(c.c)
,"Herkesin hayatını esas alan,"
,Hatayı teferruatıyla bulan.
,"Yaptığımızın hesabını bilen,"
,Kafi olarak El-Hasib’tir Allah.(c.c)
,"Azametle arzın velisi olan,"
,Gönüllerin özde dolusu olan.
,"Bütün uluların ulusu olan,"
,Ulu Hünkarım El-Celil’dir Allah.(c.c)
,"işi kolay kılar zor olan,"
,Varlığıyla gönlümüzde yar olan.
,"ikram edici lütufkar olan,"
,İhsan sahibi El-Kerim’dir Allah.(c.c)
,"Eşyanın tasarrufu katındadır,"
,Keramet Allah’ın sıfatındadır.
,"Kullar murakabesi altındadır,"
,"Düşünülen Rab, El-Rakib’dir Allah.(c.c)"
,"zamanda gönlümüze giren O,"
,İnsanoğluna kol kanat geren O.
,"Duamızı kabul edip veren O,"
,Boş çevirmeyen El-Mucib’tir Allah.(c.c)
,"Zikir etmeli ağızda dil olan,"
,O’na iman eder esas kul olan.
,"Lütfi keremi zaman bol olan,"
,İkram sahibi El-Vasi’dir Allah.(c.c)
,"Alemdeki tüm sırları bilen O,"
,Emri ilahi yerini bulan O.
,"Bütün işleri hikmetli olan O,"
,Kelam sahibi El-Hakim’dir Allah.(c.c)
,"Canı veren O,Alan O’dur,"
,İyi kulu sevip bulan O’dur.
,"Sevilmeye layık olan O’dur,"
,Cümle cihanda El-Vehud’tur Allah.(c.c)
,Var şöyle bak üstün olan?
,cihanda yok üstün olan.
,"Şanı şerefi üstün olan,"
,şeye kadir El-Mecid’dir Allah.(c.c)
,"Yoktan var edip insana veren can,"
,Allah’ı güzel anlatır Kur’an.
,"Ölüyü diriltip yerden çıkaran,"
,Tekrar yaratan El-Bais’tir Allah.(c.c)
,"Darda olan kimseye Hızır olan,"
,Varlığının özüyle nazır olan.
,"zaman tarafta hazır olan,"
,Lütfi Keremle El-Şehid’dir Allah.(c.c)
,"Cennette şeyi muntazam kılan,"
,zaman Vacib’ul vücud olan.
,"Ol varlığı hiç değişmeden kalan,"
,Arş-ı Alada El-Hakk’tır Allah.(c.c)
,"Mümin olanın yükünü azaltan,"
,Seven insanın işini düzelten.
,"Tevekkül eden kimselere yeten,"
,Müslüman dostu El-Vekil’dir Allah.(c.c)
,"şeyi ölçüp tartar,kuvvetlidir."
,"Arşı elinde tutar, kuvvetlidir."
,"şeye gücü yeter, kuvvetlidir."
,"Alem onundur, El-Kaviyy’dir Allah.(c.c)"
,"Malikil mülk olan Hak güçlüdür,"
,Gücü şeye yeter güçlüdür.
,"Kimsenin gücü yetmez pek güçlüdür,"
,"Şanı büyüktür,El- Metin’dir Allah.(c.c)"
,"Hak kelamı kelamların üstüdür,"
,Habibinin dostu O’nun dostudur.
,"Seçkin kullarının dostu hep O’dur,"
,Sevgisi El-Veliyy’dir Allah.(c.c)
,"Dünyada rızası güdülür olan,"
,kendine hamd edilir olan.
,"Bütün varlığın diliyle öğülen,"
,En büyük olan El-Hamid’dir Allah.(c.c)
,"Yarattığının iyisini bilen,"
,Göğün yerin kıyısını bilen.
,"şeyin sayısını bilen,"
,"Namütenahi, El-Muhsin’dir Allah.(c.c)"
,"Koca dünyayı ayakta tutan O,"
,Geceyi alıp gündüze katan O.
,"Mahlukatı maddesiz yaratan O,"
,Örneksiz olan El-Mubdi’dir Allah.(c.c)
,"on sekiz bin alemi şok edip,"
,İstedikleri şeyi edip.
,"Yarattığı varlıkları yok edip,"
,Tekrar yaratan El-Muid’dir Allah.(c.c)
,"Yarattıklarına şan bağışlayan,"
,Bize sağlık verip kan bağışlayan.
,"Diriltip,dünyada can bağışlayan,"
,İhya eden El-Muhyi’dir Allah.(c.c)
,"Canlı olan mahlukatı öldüren,"
,Öldüğünde gökyüzüne kaldıran.
,"Azraile görevini bildiren,"
,Ruhunu alan El-Mümit’tir Allah.(c.c)
,"İlelebet varlığı baki kalan,"
,Alemleri yerli yerince kılan.
,"Mükemmel hayat sahibi olan,"
,Diri olarak El-Hayy’dir Allah.(c.c)
,İnsan olur hiç O’nu bilmeyen?
,Yedi gök üstünde nuru solmayan.
,"işi bilen evveli olmayan,"
,İşi çeviren El-Kayyum’dur Allah.(c.c)
,"şey oluverir dediği vakit,"
,Melekler Kur'an okuduğu vakit.
,"İstediğini istediği vakit,"
,Hep hazır bulan El-Vacid’dir Allah.(c.c)
,"Akıl sahibi, dehası bol olan,"
,Koca alemde sahası bol olan.
,"Kerem müsemahası bol olan,"
,Şanı büyük El-Macid’dir Allah.(c.c)
,"Evveli olmayan sonu gelmeyen,"
,Zatıyla sıfattan ayrı kalmayan.
,"Benzeri ortağı olmayan,"
,Yalnız tek olan El-Vahid’dir Allah.(c.c)
,"Sevgiyle bağrımıza saplanır ok,"
,Muhtaçlığı olan biziz çok.
,"O’nun hiç şeye muhtaçlığı yok,"
,Mülkün sahibi El-Samed’dir Allah.(c.c)
,"Bedenlere ruh üfleyip can kılan,"
,İstediğini dünyaya Han kılan.
,"Can yaratıp muktedir insan kılan,"
,Canları veren El-Kadir’dir Allah.(c.c)
,"şeyi yaratıp yoktan vareden,"
,"Vahdet-i vücut O’nundur, beden."
,"Kuvvet kudrette tasarruf eden,"
,Güç kaynağı El-Mukdedir’dir Allah.(c.c)
,"Yüce Rabbim huzurlu duran,"
,şeyi anlatıyor bize kur’an.
,"Sevdiği kimseyi öne çıkaran,"
,Öne alan El-Mukaddim’dir Allah.(c.c)
,"Duymadığımız sözleri duyan,"
,Kurtuluşa erer sözüne uyan.
,"İstediği kimseyi geri koyan,"
,Tam bırakan El-Muahhir’dir Allah.(c.c)
,"Kötü kimseye korku salan O’dur,"
,Ebedde mutlak kalan O’dur.
,"şeyden önce var olan hep O’dur,"
,Ezelde El-Evvel’dir Allah.(c.c)
,"Hayata nizam verip sahip olan,"
,Aşkla müminlerin kalbine dolan.
,"şey helak olunca geri kalan,"
,Baki olan tek El-Ahir’dir Allah.(c.c)
,"hep sevgiyle gönüllerde kalan,"
,şeyi münasip olarak kılan.
,"Varlığı delillerle açık olan,"
,İlim sahibi El-Zahir’dir Allah.(c.c)
,"Aklın alır haydi kafa yor,"
,İlmini akıl idrak edemez zor.
,"Yüceliği gizli olan biri var,"
,Şahların Şahı El-Batın’dır Allah.(c.c)
,"Varlıklara sebep olan neden O,"
,Ezelden gelip ebede giden O.
,"kainatı idare eden O,"
,Muazzam olan El-Vali’dir Allah.(c.c)
,"İsmini yazmış kalbimizle ele,"
,Şanını anlatmak sığmıyor dile.
,"Aklın mümkün gördüğü şeyden bile,"
,Pek yüce El-Müteali’dir Allah.(c.c)
,"Mesut olur Hak rızasını güden,"
,Huzur bulur O’nun yolundan giden.
,"İhsanla kullara iyilik eden,"
,Nimeti bol El-Berr’dir Allah.(c.c)
,"O’na sığınıp yalvaranı duyan,"
,Tövbe edenleri günahsız sayan.
,"İnsanın günahını bağışlayan,"
,affedici El-Tevvab’dır Allah.(c.c)
,"Amel defterini tartarak duran,"
,Adaleti hesabı gören.
,"Günahkarlara cezasını veren,"
,Celaliyle El-Muntekım’dır Allah.(c.c)
,"Yaratacağı şeyi murat eden,"
,Şekil verip insanı suret eden.
,"İnsanları af mağfiret eden,"
,Affı olan El-Afüvv’dür Allah.(c.c)
,"Rahmeti bol olan,rahmetli olan,"
,"Merhametliden merhametli olan,"
,"Merhamet eden,pek şefkatli olan,"
,Şefkat sahibi El-Rauf’tur Allah.(c.c)
,"şeyi yoktan yarattığı gibi,"
,"Mülk O’nun,saltanat O’nundur tabi."
,"Mülkün ebedi,ezeli sahibi,"
,"Arşın Sultanı,Malik’ül Mülk Allah.(c.c)"
,"Günü bölmüş gündüzle gece Mevla,"
,Yarattığı kulu sever nice Mevla.
,"Fazlı Kerem sahibi Yüce Mevla,"
,Zülcelali ve’l-ikram Allah.(c.c)
,"şeyi nizam kılan Allah,"
,Adaletin timsali olan Allah.
,"işinde adalet olan ilah,"
,Bize hükmeden El-Muksit’tir Allah.(c.c)
,"İsterse kullarını sokar derde,"
,İsterse gözlerine çeker perde.
,"İstediğini istediği yerde,"
,"Toplayan O’dur,El-Cami’dir Allah.(c.c)"
,"mütevazi,engin olan O’dur,"
,Yarattığına yangın olan O’dur.
,"Varlığıyla zengin olan O’dur,"
,Muhtaç olmayan El-Ganiyy’dir Allah.(c.c)
,"Cümle varlığın sırrına eren O,"
,Kulun önüne nimeti seren O.
,"Dilediğine zenginlik veren O,"
,Mustagni kılan El-Mugni’dir Allah.(c.c)
,"Göklere bakıp ibret kapın diyen,"
,Güzel olan şeyleri yapın diyen.
,"şeylere müsaade etmeyen,"
,"Engelleyen O,El-Mani’dir Allah.(c.c)"
,"Dünyada derdimize dert katan O,"
,Bize dert verip derman aratan O.
,"Zarar verecek şeyi yaratan O,"
,Hüsrana uğratan El-Darr’dır Allah.(c.c)
,"Dertli kimselerin tabibi olan,"
,Bütün gönüllerin habibi olan.
,"Hayır hasenet sahibi olan,"
,Menfaat veren El-Nafi’dir Allah.(c.c)
,"Yedi göğü doldurup ta donatan,"
,şeyi idare edip yöneten.
,"Alemi nuru aydınlatan,"
,Yüzelere nur veren El-Nur’dur Allah.(c.c)
,"Hayatta canı tenden O’dur alan,"
,İnsanlar ölür O’dur baki kalan.
,"Kulları hayırla muvaffak kılan,"
,Hidayet veren El-Hadi’dir Allah.(c.c)
,"O,her daim var olan,silinmeyendir,"
,"O,kudreti sonsuz bilinmeyendir."
,"Varlığının sonu bulunmayandır,"
,Ebedi olan El-Baki’dir Allah.(c.c)
,"Dertlilerin dermanı,tabibidir,"
,"O,cümle gönüllerin habibidir."
,"Servetlerin hakiki sahibidir,"
,Varlığı sosuz El-Varis’tir Allah.(c.c)
,"şeyi hikmeti bitiren,"
,Evrenin sonunu getiren.
,"Alemi akibetine götüren,"
,Nizam sahibi El-Raşit’tir Allah.(c.c)
,"dünyada Hak’kı örnek almayan,"
,Yusuf bizleriz sabırı olmayan.
,"İsyankar kuldan intikam almayan,"
,Sabır sahibi Es-Sabur’dur Allah.(c.c)
,Yusuf TUNA.
,"NOT:Fazlı Keremi bana ihsanda bulunup ilham veren şiiri yazmayı nasip eden Yüce Allah'a(c.c) şükür eder,yanlışlarımız oldu affına sığınırım."
,
İnsan Mucize,
,Allah vermiş el ayak
,Neler yaptın dön bak
,"Gözün nurlu, kalbin berrak"
,"Yolun sırat, mizanın Hak"
,Allah vermiş iki dizi
,Gezdim ovaları düzü
,Hatice Anamın kızı
,Gönlümde tan yıldızı
,Allah vermiş iki bilek
,Diliyorum güzel dilek
,Kabrimde ol cesur yürek
,"Toprağım at, kürek kürek"
,Allah vermiş iki ayak
,Gez dünyayı dolaş bak
,Benim burağım tahta at
,İşte son aldığım murat
,Allah vermiş derman dizde
,Gezdim ovalarda düzde
,Tefekkür et denizde
,Tatlı kelam dilimizde
,Allah vermiş İslam dini
,Yok Bilalı Habeş
,Özür diledi Gıffari
,İşte sahabe örneği
,Allah vermiş güzel ahlak
,Kullan kardasın mutlak
,Ağlayarak yalvararrak
,Yürüyelim af etsin Hak.
,
Müslüman! ...,
,MÜSLÜMAN
,Müslüman! ...
,"Hiç gıybet etmez, insanları çekiştirmez,"
,"Münakaşaya, tartışmaya asla girmez,"
,"Akit dostluğunda ihmal göstermez,"
,Cenab-ı Allah pir sever MÜSLÜMAN...
,Müslüman! ...
,"Kardeşini, kendisine tercih edecek,"
,"Hal sözleriyle doğruyu gösterecek,"
,"Büyüklere saygı, küçükleri sevecek,"
,Cenab-ı Allah buğzeder MÜSLÜMAN...
,Müslüman! ...
,"Kırıcı, küçük düşürücü şaka yapmaz,"
,"Helal kazancının içine haram katmaz,"
,"Üçüncü şahıslar varken gizli konuşmaz,"
,Cenab-ı Allah sabreder MÜSLÜMAN...
,Müslüman! ...
,"Kendisine verilen nimete razıdır,"
,"Güzel ahlaklı, iffetli hayırlıdır,"
,"Hoşgörülü, iyi geçimli, insandır,"
,Cenab-ı Allah söz söyler MÜSLÜMAN...
,Müslüman! ...
,"Hile yapmaz, aldatmaz ihanet etmez,"
,"Hep sevdirir, sevindirir nefret ettirmez,"
,"Adaletlidir, merhametlidir zulmetmez,"
,Cenab-ı Allah harp eder MÜSLÜMAN...
,Müslüman! ...
,"Kötülüğe, iyilikle karşılık verir,"
,"İyilikte bulunmayı görevi bilir,"
,"Boş durmaz, ilim öğrenip, ilim öğretir,"
,Cenab-ı Allah şükreder MÜSLÜMAN...
,Müslüman! ...
,"Cömerttir, merttir, iffetli onurludur,"
,"İbadetiyle Allah’ın has kuldur,"
,"Ailesine karşı anlayışlı olur,"
,Cenab-ı Allah zikreder MÜSLÜMAN...
,Müslüman! ...
,"Herkesin kendisine güvenini sağlar,"
,"Yaptığını Allah rızası yapar,"
,"Öğrenip öğretir ölünceye kadar,"
,Cenab-ı Allah fetheder MÜSLÜMAN...
,Müslüman! ...
,"Hiçbir kimseyi, haksız yere itham etmez,"
,"Kötü zandan sakınıp, sırlarını vermez,"
,"Çalışır, emek verir, üşenmez, dilenmez,"
,Cenab-ı Allah şükreder MÜSLÜMAN...
,Müslüman! ...
,"Misafirperverdir, sever sevilir,"
,"Kalp kırmaz, aranılan gönül eridir,"
,"Komşuluk hakkını bilip daim gözetir,"
,Cenab-ı Allah öğrenir MÜSLÜMAN...
,Müslüman! ...
,"Hep uyanıktır, emir yasağa uyar,"
,"İlimi yitik malı sayıp, zaman arar,"
,"Zorda iken değil, an Allah’ı anar,"
,Cenab-ı Allah öğretir MÜSLÜMAN...
,Müslüman! ...
,"Akraba ziyaretlerini ihmal etmez,"
,"Haram bilinen yerlere yönelip gitmez,"
,"Allah’ın sevmediğini asla sevmez,"
,Cenab-ı Allah virt eder MÜSLÜMAN...
,Müslüman! ...
,"İşlediği günahlarına tövbe eder,"
,"Nafile ibadetle amelini süsler,"
,"İyilik emredip, kötülükten nehyeder,"
,Cenab-ı Allah pir sever MÜSLÜMAN...
,Müslüman! ...
,"Kendisine, çevresine önem verecek,"
,"İyiliği sabrı tavsiye edecek,"
,"Kalp kırıp, gönülleri incitmeyecek,"
,Cenab-ı Allah öğretir MÜSLÜMAN...
,"Görüldü ki, Müslüman haliyle örnek,"
,"İnsan, akledip bunları sorması gerek,"
,"yapıyorsa, yapmalıdır bilerek,"
,Dünya imtihan yeri bilmeli yiğidim...
,"Senin dinin, benim dinim diye olmaz,"
,"İslâm tekdir, içinde ikilik bulunmaz,"
,"Aklı olmayandan asla hesap sorulmaz,"
,Aklı olan öğüt dinlemeli yiğidim...
,"Cemaat, tarikat hak sayılır, yolda,"
,"Kabuldür, gaye Hakk rızasına varmaksa,"
,"İşimiz yok, olmaz da, nifak sokanlarla,"
,Allah’ın yolu tektir gitmeli yiğidim...
,Şair: Abdullah yaşar Erdoğan
,
Aman Allah Canım Allah,
,Aman Allah canım Allah
,Canların sahibi Allah
,Keremiyle kudretiyle
,Türlü türlü nimetiyle
,Yaşıyoruz Rahmetiyle
,Rahman Allah Rahim Allah hu
,"Aman Allah, canım Allah"
,Rahman Allah Rahim Allah hu
,Nereye baksam orada sensin
,Allah'ım yerdesin
,Sevdalı gönüllerdesin
,Canlar sana kurban Allah hu
,"Aman Allah, canım Allah"
,Rahman Allah Rahim Allah hu
,şeyi yaratan Allah
,Kullarını seven Allah
,Sevgiyle can veren Allah
,Canım Senin güzel Allah hu
,Aman Allah canım Allah
,Rahman Allah Rahim Allah hu
,Rabbim arttır hayretimi
,Verirsin hep Rahmetini
,Tüm Muhammed ümmetini
,Seven Allah güzel Allah hu
,"Aman Allah, canım Allah"
,Rahman Allah Rahim Allah hu
,
Allah,
,"bağları yaradan,"
,Allah Allah ay Allah.
,"dağları yaradan,"
,Allah Allah ay Allah.
,"Ayrı salma elimden,"
,"Nazlı qara telimden,"
,"Gözel Çenlibel'imden,"
,Allah Allah ay Allah.
,"Üeryimde imanı,"
,"Derdler üçün dermanı,"
,"Saxla Azerbaycan'ı,"
,Allah Allah ay Allah.
,"Söylemezsen yalan sen,"
,"Can verib can alan sen,"
,"Ölen menem qalan sen,"
,Allah Allah ay Allah.
,28 september 2004
,
 Karşılaşma (Ruhsatî-cemal Hoca),
,Ruhsatî
,Kara gün kararıp kalmaz
,"Aman Allah de, Allah"
,Hangi akşam sabah olmaz
,"Heman Allah de, Allah"
,Cemâl Hoca
,Kesme dilin istiğfardan
,"Sübhan Allah de, Allah"
,Seni kurtarır dardan
,"Dayan Allah de, Allah"
,Ruhsatî
,Sahibimiz nazlıdır
,Yanında geçer sözlüdür
,Himmet kalbinde gizlidir
,"İman Allah de, Allah"
,Cemâl Hoca
,Allah derya coş
,Bulur aşkı olursun hoş
,Hayr işe sıdk giriş
,"Güman Allah de, Allah"
,Ruhsatî
,Var yetmiş bin birde
,"göktedir, yerde"
,Karıncasın komaz derde
,"İnan Allah de, Allah"
,Cemâl Hoca
,Allah akıt göz yaşın
,gün darda kalmaz başın
,"Bak rızkını, kurdun kuşun"
,"Veren Allah de, Allah"
,Ruhsatî
,seni çalma gel daşa
,Niyaz eyle gitmez boşa
,Kullar değil hâşâ
,"Uyan Allah de, Allah"
,Cemâl Hoca
,Hor bakma günahkâra
,suçu kendinde ara
,Gizli sırrı aşikâre
,"Gören Allah de, Allah"
,Ruhsatî
,derdin var söyle
,Kalbini müberra eyle
,geçer kalmaz böyle
,"Dayan Allah de, Allah"
,Cemâl Hoca
,Olan işlere deme tav
,Yaran var olmaz hav
,Anın sevdiklerini sev
,"Seven Allah de, Allah"
,Ruhsatî
,Ruhsati olma divane
