original_line,processed
Daracık sokaklarda,"[{'input': 'Daracık', 'root': 'daracık', 'type': 'Adjective'}, {'input': 'Daracık', 'root': 'dara', 'type': 'Noun'}, {'input': 'sokaklarda', 'root': 'sokak', 'type': 'Noun'}, {'input': 'sokaklarda', 'root': 'Sokak', 'type': 'Noun'}]"
Surlarda,"[{'input': 'Surlarda', 'root': 'Sur', 'type': 'Noun'}, {'input': 'Surlarda', 'root': 'sur', 'type': 'Noun'}]"
Eski tramvaylarda,"[{'input': 'Eski', 'root': 'eski', 'type': 'Adjective'}, {'input': 'Eski', 'root': 'eskimek', 'type': 'Verb'}, {'input': 'Eski', 'root': 'eski', 'type': 'Noun'}, {'input': 'tramvaylarda', 'root': 'tramvay', 'type': 'Noun'}]"
inançla çalışır,"[{'input': 'inançla', 'root': 'inanç', 'type': 'Noun'}, {'input': 'inançla', 'root': 'İnanç', 'type': 'Noun'}, {'input': 'çalışır', 'root': 'çalışmak', 'type': 'Verb'}, {'input': 'çalışır', 'root': 'çalışmak', 'type': 'Verb'}, {'input': 'çalışır', 'root': 'Çalışır', 'type': 'Noun'}]"
bilirsem beklemesini,"[{'input': 'bilirsem', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bilirsem', 'root': 'bilir', 'type': 'Adjective'}, {'input': 'bilirsem', 'root': 'Bilir', 'type': 'Noun'}, {'input': 'beklemesini', 'root': 'beklemek', 'type': 'Verb'}]"
Gün gelir - Tanrı' nın bağış vakti,"[{'input': 'Gün', 'root': 'gün', 'type': 'Noun'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelir', 'type': 'Noun'}, {'input': '-', 'root': '-', 'type': 'Punctuation'}, {'input': 'Tanrı', 'root': 'tanrı', 'type': 'Noun'}, {'input': 'Tanrı', 'root': 'Tanrı', 'type': 'Noun'}, {'input': 'bağış', 'root': 'bağış', 'type': 'Noun'}, {'input': 'vakti', 'root': 'vakit', 'type': 'Noun'}, {'input': 'vakti', 'root': 'vakit', 'type': 'Noun'}]"
Belki çıkarırım ucundan,"[{'input': 'Belki', 'root': 'belki', 'type': 'Conjunction'}, {'input': 'Belki', 'root': 'belki', 'type': 'Adverb'}, {'input': 'Belki', 'root': 'Belki', 'type': 'Noun'}, {'input': 'çıkarırım', 'root': 'çıkarmak', 'type': 'Verb'}, {'input': 'ucundan', 'root': 'uç', 'type': 'Noun'}, {'input': 'ucundan', 'root': 'uç', 'type': 'Noun'}]"
ispinoz,"[{'input': 'ispinoz', 'root': 'ispinoz', 'type': 'Noun'}]"
kaç tüy,"[{'input': 'kaç', 'root': 'kaç', 'type': 'Adjective'}, {'input': 'kaç', 'root': 'kaçmak', 'type': 'Verb'}, {'input': 'tüy', 'root': 'tüymek', 'type': 'Verb'}, {'input': 'tüy', 'root': 'tüy', 'type': 'Noun'}]"
dumanların içinden,"[{'input': 'dumanların', 'root': 'duman', 'type': 'Noun'}, {'input': 'dumanların', 'root': 'duman', 'type': 'Noun'}, {'input': 'içinden', 'root': 'iç', 'type': 'Noun'}, {'input': 'içinden', 'root': 'iç', 'type': 'Noun'}, {'input': 'içinden', 'root': 'iç', 'type': 'Adjective'}, {'input': 'içinden', 'root': 'iç', 'type': 'Adjective'}]"
Hak edilmiş ezgi.,"[{'input': 'Hak', 'root': 'hak', 'type': 'Adjective'}, {'input': 'Hak', 'root': 'Hak', 'type': 'Noun'}, {'input': 'Hak', 'root': 'hak', 'type': 'Noun'}, {'input': 'Hak', 'root': 'hak', 'type': 'Noun'}, {'input': 'edilmiş', 'root': 'etmek', 'type': 'Verb'}, {'input': 'edilmiş', 'root': 'etmek', 'type': 'Verb'}, {'input': 'ezgi', 'root': 'Ezgi', 'type': 'Noun'}, {'input': 'ezgi', 'root': 'ezgi', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Kızmıştım dostuma,","[{'input': 'Kızmıştım', 'root': 'kızmak', 'type': 'Verb'}, {'input': 'Kızmıştım', 'root': 'kızmak', 'type': 'Verb'}, {'input': 'dostuma', 'root': 'dost', 'type': 'Noun'}, {'input': 'dostuma', 'root': 'dost', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Açıldım ona, kızgınlığım geçti,","[{'input': 'Açıldım', 'root': 'açmak', 'type': 'Verb'}, {'input': 'Açıldım', 'root': 'Açıl', 'type': 'Noun'}, {'input': 'ona', 'root': 'onmak', 'type': 'Verb'}, {'input': 'ona', 'root': 'onamak', 'type': 'Verb'}, {'input': 'ona', 'root': 'o', 'type': 'Pronoun'}, {'input': 'ona', 'root': 'o', 'type': 'Pronoun'}, {'input': 'ona', 'root': 'o', 'type': 'Adjective'}, {'input': 'ona', 'root': 'on', 'type': 'Numeral'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kızgınlığım', 'root': 'kızgın', 'type': 'Adjective'}, {'input': 'kızgınlığım', 'root': 'kızgın', 'type': 'Adjective'}, {'input': 'geçti', 'root': 'geçmek', 'type': 'Verb'}, {'input': 'geçti', 'root': 'Geçti', 'type': 'Noun'}, {'input': 'geçti', 'root': 'geç', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
hasmıma kızdım,"[{'input': 'hasmıma', 'root': 'hasım', 'type': 'Noun'}, {'input': 'kızdım', 'root': 'kızmak', 'type': 'Verb'}, {'input': 'kızdım', 'root': 'kız', 'type': 'Noun'}]"
"Söyleyemedim, kızgınlığım aştı beni,","[{'input': 'Söyleyemedim', 'root': 'söylemek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kızgınlığım', 'root': 'kızgın', 'type': 'Adjective'}, {'input': 'kızgınlığım', 'root': 'kızgın', 'type': 'Adjective'}, {'input': 'aştı', 'root': 'aşmak', 'type': 'Verb'}, {'input': 'aştı', 'root': 'aş', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"kızgınlığımı; suladım korkularımla,","[{'input': 'kızgınlığımı', 'root': 'kızgın', 'type': 'Adjective'}, {'input': ';', 'root': ';', 'type': 'Punctuation'}, {'input': 'suladım', 'root': 'sulamak', 'type': 'Verb'}, {'input': 'korkularımla', 'root': 'korku', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Gözyaşlarımla gece gündüz,","[{'input': 'Gözyaşlarımla', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'gece', 'root': 'gece', 'type': 'Adverb'}, {'input': 'gece', 'root': 'Ge', 'type': 'Noun'}, {'input': 'gece', 'root': 'ge', 'type': 'Noun'}, {'input': 'gece', 'root': 'gece', 'type': 'Noun'}, {'input': 'gündüz', 'root': 'gündüz', 'type': 'Adverb'}, {'input': 'gündüz', 'root': 'gündüz', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Güneşlettim gülümsemelerle,","[{'input': 'Güneşlettim', 'root': 'güneşlemek', 'type': 'Verb'}, {'input': 'gülümsemelerle', 'root': 'gülümsemek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Oyunlarla, yalanlarla, hilelerle,","[{'input': 'Oyunlarla', 'root': 'oyun', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yalanlarla', 'root': 'yalan', 'type': 'Noun'}, {'input': 'yalanlarla', 'root': 'yalan', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'hilelerle', 'root': 'hile', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Büyüdü biteviye günden güne,","[{'input': 'Büyüdü', 'root': 'büyümek', 'type': 'Verb'}, {'input': 'biteviye', 'root': 'biteviye', 'type': 'Adverb'}, {'input': 'günden', 'root': 'gün', 'type': 'Noun'}, {'input': 'güne', 'root': 'gün', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Parıldayan elma oldu dalında,","[{'input': 'Parıldayan', 'root': 'parıldamak', 'type': 'Verb'}, {'input': 'elma', 'root': 'elma', 'type': 'Noun'}, {'input': 'oldu', 'root': 'olmak', 'type': 'Verb'}, {'input': 'dalında', 'root': 'dal', 'type': 'Noun'}, {'input': 'dalında', 'root': 'dal', 'type': 'Noun'}, {'input': 'dalında', 'root': 'dal', 'type': 'Adjective'}, {'input': 'dalında', 'root': 'dal', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Hasmım farkına vardı,","[{'input': 'Hasmım', 'root': 'hasım', 'type': 'Noun'}, {'input': 'Hasmım', 'root': 'hasım', 'type': 'Noun'}, {'input': 'farkına', 'root': 'fark', 'type': 'Noun'}, {'input': 'farkına', 'root': 'fark', 'type': 'Noun'}, {'input': 'vardı', 'root': 'varmak', 'type': 'Verb'}, {'input': 'vardı', 'root': 'var', 'type': 'Adjective'}, {'input': 'vardı', 'root': 'var', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Benim elmamdı, biliyordu,","[{'input': 'Benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'elmamdı', 'root': 'elma', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'biliyordu', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'biliyordu', 'root': 'bilemek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Kutup yıldızının şavkının perdelendiği gece,","[{'input': 'Kutup', 'root': 'kutup', 'type': 'Noun'}, {'input': 'yıldızının', 'root': 'yıldız', 'type': 'Noun'}, {'input': 'yıldızının', 'root': 'yıldız', 'type': 'Noun'}, {'input': 'yıldızının', 'root': 'yıldız', 'type': 'Adjective'}, {'input': 'yıldızının', 'root': 'yıldız', 'type': 'Adjective'}, {'input': 'şavkının', 'root': 'şavk', 'type': 'Noun'}, {'input': 'şavkının', 'root': 'şavk', 'type': 'Noun'}, {'input': 'şavkının', 'root': 'şavkımak', 'type': 'Verb'}, {'input': 'şavkının', 'root': 'şavk', 'type': 'Adjective'}, {'input': 'şavkının', 'root': 'şavk', 'type': 'Adjective'}, {'input': 'perdelendiği', 'root': 'perdelemek', 'type': 'Verb'}, {'input': 'perdelendiği', 'root': 'perdelemek', 'type': 'Verb'}, {'input': 'perdelendiği', 'root': 'perdelemek', 'type': 'Verb'}, {'input': 'perdelendiği', 'root': 'perde', 'type': 'Noun'}, {'input': 'perdelendiği', 'root': 'perde', 'type': 'Noun'}, {'input': 'perdelendiği', 'root': 'perde', 'type': 'Noun'}, {'input': 'gece', 'root': 'gece', 'type': 'Adverb'}, {'input': 'gece', 'root': 'Ge', 'type': 'Noun'}, {'input': 'gece', 'root': 'ge', 'type': 'Noun'}, {'input': 'gece', 'root': 'gece', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Girdi bahçeme elmamı yedi,","[{'input': 'Girdi', 'root': 'girmek', 'type': 'Verb'}, {'input': 'Girdi', 'root': 'girdi', 'type': 'Noun'}, {'input': 'bahçeme', 'root': 'bahçe', 'type': 'Noun'}, {'input': 'bahçeme', 'root': 'Bahçe', 'type': 'Noun'}, {'input': 'elmamı', 'root': 'elma', 'type': 'Noun'}, {'input': 'yedi', 'root': 'yedi', 'type': 'Numeral'}, {'input': 'yedi', 'root': 'yemek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Sabah olduğunda gördüm ki,","[{'input': 'Sabah', 'root': 'sabah', 'type': 'Adverb'}, {'input': 'Sabah', 'root': 'sabah', 'type': 'Noun'}, {'input': 'Sabah', 'root': 'Sabah', 'type': 'Noun'}, {'input': 'olduğunda', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olduğunda', 'root': 'olmak', 'type': 'Verb'}, {'input': 'gördüm', 'root': 'görmek', 'type': 'Verb'}, {'input': 'gördüm', 'root': 'Gördüm', 'type': 'Noun'}, {'input': 'ki', 'root': 'ki', 'type': 'Conjunction'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Hasmım ağacın altında yatıyordu sereserpe.,"[{'input': 'Hasmım', 'root': 'hasım', 'type': 'Noun'}, {'input': 'Hasmım', 'root': 'hasım', 'type': 'Noun'}, {'input': 'ağacın', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacın', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacın', 'root': 'ağa', 'type': 'Adjective'}, {'input': 'ağacın', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacın', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacın', 'root': 'ağa', 'type': 'Noun'}, {'input': 'altında', 'root': 'alt', 'type': 'Noun'}, {'input': 'altında', 'root': 'alt', 'type': 'Noun'}, {'input': 'altında', 'root': 'altın', 'type': 'Noun'}, {'input': 'altında', 'root': 'alt', 'type': 'Adjective'}, {'input': 'altında', 'root': 'alt', 'type': 'Adjective'}, {'input': 'altında', 'root': 'altı', 'type': 'Numeral'}, {'input': 'altında', 'root': 'altın', 'type': 'Adjective'}, {'input': 'yatıyordu', 'root': 'yatmak', 'type': 'Verb'}, {'input': 'sereserpe', 'root': 'sereserpe', 'type': 'Adverb'}, {'input': 'sereserpe', 'root': 'sereserpe', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Hangi uzak yarlarda hangi uzak göklerde,"[{'input': 'Hangi', 'root': 'hangi', 'type': 'Adjective'}, {'input': 'Hangi', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'uzak', 'root': 'uzak', 'type': 'Adjective'}, {'input': 'uzak', 'root': 'Uzak', 'type': 'Noun'}, {'input': 'uzak', 'root': 'uzak', 'type': 'Noun'}, {'input': 'yarlarda', 'root': 'yar', 'type': 'Noun'}, {'input': 'hangi', 'root': 'hangi', 'type': 'Adjective'}, {'input': 'hangi', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'uzak', 'root': 'uzak', 'type': 'Adjective'}, {'input': 'uzak', 'root': 'Uzak', 'type': 'Noun'}, {'input': 'uzak', 'root': 'uzak', 'type': 'Noun'}, {'input': 'göklerde', 'root': 'Gök', 'type': 'Noun'}, {'input': 'göklerde', 'root': 'gök', 'type': 'Noun'}, {'input': 'göklerde', 'root': 'gök', 'type': 'Adjective'}]"
Kurban edildi gözlerindeki ateş?,"[{'input': 'Kurban', 'root': 'kurban', 'type': 'Interjection'}, {'input': 'Kurban', 'root': 'kurban', 'type': 'Noun'}, {'input': 'edildi', 'root': 'etmek', 'type': 'Verb'}, {'input': 'gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'gözlerindeki', 'root': 'göz', 'type': 'Noun'}, {'input': 'ateş', 'root': 'ateş', 'type': 'Noun'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}]"
Hangi kanatlar erişebilir ona?,"[{'input': 'Hangi', 'root': 'hangi', 'type': 'Adjective'}, {'input': 'Hangi', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'kanatlar', 'root': 'kanat', 'type': 'Noun'}, {'input': 'kanatlar', 'root': 'kanat', 'type': 'Noun'}, {'input': 'erişebilir', 'root': 'erişmek', 'type': 'Verb'}, {'input': 'erişebilir', 'root': 'erişmek', 'type': 'Verb'}, {'input': 'ona', 'root': 'onmak', 'type': 'Verb'}, {'input': 'ona', 'root': 'onamak', 'type': 'Verb'}, {'input': 'ona', 'root': 'o', 'type': 'Pronoun'}, {'input': 'ona', 'root': 'o', 'type': 'Pronoun'}, {'input': 'ona', 'root': 'o', 'type': 'Adjective'}, {'input': 'ona', 'root': 'on', 'type': 'Numeral'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}]"
Hangi el kavrayabilir ateşi?,"[{'input': 'Hangi', 'root': 'hangi', 'type': 'Adjective'}, {'input': 'Hangi', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'el', 'root': 'el', 'type': 'Noun'}, {'input': 'kavrayabilir', 'root': 'kavramak', 'type': 'Verb'}, {'input': 'kavrayabilir', 'root': 'kavramak', 'type': 'Verb'}, {'input': 'ateşi', 'root': 'ateş', 'type': 'Noun'}, {'input': 'ateşi', 'root': 'ateş', 'type': 'Noun'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}]"
hangi güç hangi beceri,"[{'input': 'hangi', 'root': 'hangi', 'type': 'Adjective'}, {'input': 'hangi', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'güç', 'root': 'güç', 'type': 'Adjective'}, {'input': 'güç', 'root': 'güç', 'type': 'Adverb'}, {'input': 'güç', 'root': 'Güç', 'type': 'Noun'}, {'input': 'güç', 'root': 'güç', 'type': 'Noun'}, {'input': 'hangi', 'root': 'hangi', 'type': 'Adjective'}, {'input': 'hangi', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'beceri', 'root': 'beceri', 'type': 'Noun'}]"
Bükebilirdi kaslarını yüreğinin?,"[{'input': 'Bükebilirdi', 'root': 'bükmek', 'type': 'Verb'}, {'input': 'kaslarını', 'root': 'kas', 'type': 'Noun'}, {'input': 'kaslarını', 'root': 'kas', 'type': 'Noun'}, {'input': 'kaslarını', 'root': 'kas', 'type': 'Noun'}, {'input': 'kaslarını', 'root': 'kas', 'type': 'Noun'}, {'input': 'yüreğinin', 'root': 'yürek', 'type': 'Noun'}, {'input': 'yüreğinin', 'root': 'yürek', 'type': 'Noun'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}]"
"Ve, yüreğin çarpmaya başladığında,","[{'input': 'Ve', 'root': 've', 'type': 'Conjunction'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yüreğin', 'root': 'yürek', 'type': 'Noun'}, {'input': 'yüreğin', 'root': 'yürek', 'type': 'Noun'}, {'input': 'çarpmaya', 'root': 'çarpmak', 'type': 'Verb'}, {'input': 'çarpmaya', 'root': 'çarpma', 'type': 'Noun'}, {'input': 'çarpmaya', 'root': 'çarpmak', 'type': 'Verb'}, {'input': 'başladığında', 'root': 'başlamak', 'type': 'Verb'}, {'input': 'başladığında', 'root': 'başlamak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Hangi dehşetli el hangi dehşetli ayaklar?,"[{'input': 'Hangi', 'root': 'hangi', 'type': 'Adjective'}, {'input': 'Hangi', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'dehşetli', 'root': 'dehşetli', 'type': 'Adjective'}, {'input': 'dehşetli', 'root': 'dehşetli', 'type': 'Adverb'}, {'input': 'dehşetli', 'root': 'dehşet', 'type': 'Noun'}, {'input': 'dehşetli', 'root': 'dehşet', 'type': 'Adjective'}, {'input': 'el', 'root': 'el', 'type': 'Noun'}, {'input': 'hangi', 'root': 'hangi', 'type': 'Adjective'}, {'input': 'hangi', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'dehşetli', 'root': 'dehşetli', 'type': 'Adjective'}, {'input': 'dehşetli', 'root': 'dehşetli', 'type': 'Adverb'}, {'input': 'dehşetli', 'root': 'dehşet', 'type': 'Noun'}, {'input': 'dehşetli', 'root': 'dehşet', 'type': 'Adjective'}, {'input': 'ayaklar', 'root': 'ayaklamak', 'type': 'Verb'}, {'input': 'ayaklar', 'root': 'ayaklamak', 'type': 'Verb'}, {'input': 'ayaklar', 'root': 'ayak', 'type': 'Noun'}, {'input': 'ayaklar', 'root': 'ayak', 'type': 'Noun'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}]"
Ellerime girdi ağaç,"[{'input': 'Ellerime', 'root': 'el', 'type': 'Noun'}, {'input': 'girdi', 'root': 'girmek', 'type': 'Verb'}, {'input': 'girdi', 'root': 'girdi', 'type': 'Noun'}, {'input': 'ağaç', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağaç', 'root': 'ağaç', 'type': 'Noun'}]"
"Suyu kollarıma yürüdü,","[{'input': 'Suyu', 'root': 'su', 'type': 'Noun'}, {'input': 'Suyu', 'root': 'su', 'type': 'Noun'}, {'input': 'kollarıma', 'root': 'kol', 'type': 'Noun'}, {'input': 'yürüdü', 'root': 'yürümek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Göğsümde boy verdi ağaç -,"[{'input': 'Göğsümde', 'root': 'göğüs', 'type': 'Noun'}, {'input': 'boy', 'root': 'boy', 'type': 'Noun'}, {'input': 'verdi', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verdi', 'root': 'verdi', 'type': 'Noun'}, {'input': 'verdi', 'root': 'Verdi', 'type': 'Noun'}, {'input': 'ağaç', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağaç', 'root': 'ağaç', 'type': 'Noun'}, {'input': '-', 'root': '-', 'type': 'Punctuation'}]"
