title,poem_cleaned
Hayat Dolu Şimdi,
,"Hayat dolu şimdi, yoğun, görünebilir,"
,"Ben, kırk yaşında Birleşik Devletler’in sekseninci yaşında,"
,Yüzyıl sonra yüzlerce yüzyıl sonraki birine bunlar
,Henüz doğmamış olan seni arıyor dizeler.
,"Bunları okuduğunda görünebilir olan görünmez olurum,"
,"şimdi sensin, yoğun, görünebilir, şiirlerimi gerçekleştiren,"
,"beni arayan,"
,Yanında olduğumu senin yoldaşın olduğumu düşünüp
,mutlu olacağını kurguluyorsun;
,Say yanındayım.
,(Yanında olmadığım konusunda emin olma.)
,Walt Whitman
,"(31 Mayıs 1819 - 26 Mart 1892, A.B.D.)"
,“Calamus”dan
,Çeviren: İsmail Aksoy
,
Sana Ne Yaptılar,
,"sabah çıkmıştın, gün önce"
,bıçağın ağzında yürür gibiydin
,Demirlerin soğukluğu soluk dudaklarında
,Gözlerinde karanlığı dar hücrelerin
,Seni görür görmez özgürlüğümden utandım
,"Söyle içersin, çay kahve"
,değişmişsin birden tanıy....................
,
Gibi Bir Şeyse Hayat,
,Güzel bahar
,Havasını koklamak
,şeyse hayat
,Genzimi dolduran
,toz talazla
,Kurak mevsimlerin
,Adı ne?
,kuru soğan
,sıcak ekmek
,Peynir domates
,Kuş sütü noksan sofradan
,Yemek içmek
,şeyse hayat
,kanımı donduran
,Beynimi durduran
,Zehir zemberek aşın
,Tadı ne?
,görmek istediğini
,Görmek
,şeyse hayat
,Görmek istediğim
,göremediğim
,Simaların yadı ne?
,çift göze
,Bakmak yanmak
,vurulmak
,sevmek dahi sevilmek
,şeyse hayat
,Kahrolduğum
,Mahvolduğum uğrunda
,güzel gözlerin
,Muradı ne?
,
Hayat,
,Avucunda tuttuğun hırçın kuş hayat
,"Gelmez fazla sıkmaya, özgür bırakmaya"
,"anda unuttuğun, kurşun ömür’e inat"
,"Değmez geçmiş yıkmaya, geleceği yakmaya"
,Ömürden kopartılan lokmacık ekmek
,"Gözünden çıkartılan, sokmacık mertek"
,"Yüzünden kabartılan, yapmacık döşek"
,"Değmez geçmiş yıkmaya, geleceği yakmaya"
,"Sende belki şey, farkına varmıyorsun"
,Özde var şey kendine sormuyorsun
,"Elde var ney, gönlüne çalmıyorsun"
,"Değmez geçmiş yıkmaya, geleceği yakmaya"
,"Ömür kezzaptan olsa, yaksa düştüğü yeri"
,"Lav olup sanki aksa, eritse bedenleri"
,"Tüm umutlar ham kalsa, bitirse hayalleri"
,"Değmez geçmiş yıkmaya, geleceği yakmaya"
,"sarılsan az, bedende iken hayat"
,"Senden istenen biraz, göstereceğin sebat"
,"Fırtına ömre yok naz, sevgilerse hoyrat"
,"Değmez geçmiş yıkmaya, geleceği yakmaya"
,25.11.2008
,Necati ŞİMŞEK
,Ankara
,
Gülümseyişin,
,Yağmurun toprağa hayat
,Verdiği
,Gülümseyişin bana hayat
,Verirdi....
,
Hayat Yok Sende,
,Sende mutluluğu bulamaz kul
,Bana yaşatacak hayat yok sende
,Git kendine kendin bul
,Bana yaşatacak hayat yok sende
,Hiç kusurun yok güzelsin
,Yol yakınken çık git girme dünyama
,çare değilsin kara sevdama
,Bana yaşatacak hayat yok sende
,Ellerin sözüyle hep çark edersin
,sever terk edersin
,Vefasız olursan fark edersin
,Bana yaşatacak hayat yok sende
,Benim dünyam ayrı senin
,İkimizin olsaydı keşke
,Arkadaş kalalım imkan yok aşka
,Bana yaşatacak hayat yok sende
,
" Hayat,",
,"Hayat,"
,"Dostum bütün bilgeler tarihin başlangıcından beri hayatı anlamaya, yorumlamaya çalışmaktadırlar."
,Hayat ihanetlerle doluydu.
,Vatanın yaratıldığından beri vatanına ihanet edenler.
,"Allah’ına, karısına, babasına, anasına, evladına, işyerine, denizine, ormanına, ırmağına, havasına suyuna, ekmeğine, ustasına, öğrendiklerine ihanet edenlerin hikâyeleri doludur hayat."
,zaman hayat ihanetlerin tarihidir diyebilir miyiz?
,Hayata ihanet etmeyenler vardır elbette.
,"zaman hayatı, yaşam yaratıldığından beri ihanet edenler ihanet etmeyenlerin tarihidir diyebilir miyiz?"
,Böyle tanımlayabilir miyiz?
,…
,"Hayat,"
,"yanda sahip olduğu malvarlıkları, tükettikleri milyonların kanından, kursağından, beyninden çalanların hikâyesi doludur diyebilir miyiz hayata."
,"Entrikalar, aldatmalar yalanlar sahtekârlıklar doludur kesimin yaşamı da, diyebilir miyiz?"
,"yandan dünyayı sınırsızca sömürürken, dünyada milyarlarca insanı açlığa yoksulluğa yoksunluğa terk ederken diğer yandan yardım yapan kuruluşları kurmalarıda büyük sahtekârlık değil midir?"
,"Ekonomilerini ayakta tutmak için, ulusları birbirine düşürüp, onlara silah satmak, öte yandan onları bitmez tükenmez barış görüşmelerine zorlamak yalan değil midir?"
,zaman hayat bundan ibaret midir?
,"Öte yandan hayat kanı,,midesi, beyni yoksulluğundan yeterince dolduramayan büyük sessiz çoğunluğundur diyebilir miyiz?"
,"Kanı olmadığı yeterince oksijenini dokularına organlarına götüremeyen, dolayısı sağlıklı, akıllı, mantıklı düşünemeyen, bilinciyle hayat bulamayanlarında diyebilir miyiz?"
,"Evet, hayat ikisini kapsamaktadır."
,"yanda sömürenlerin diğer yanda sömürülenlerin hikâyesidir diyebilir miyiz, hayata?"
,Evet diyebiliriz.
,…
,Hayat yanda yaşamını karakterini kişiliğini benliğini yaşamını gerçeklik temeline oturtmuş olanlarındır diyebilir miyiz?
,"Evet, diyebiliriz de."
,"öte yandan hayat, yaşamını yalana, kaypaklığa, yalakalığa, sadakat bilincine teslim etmişlerinde var olduğu gerçekliktir diyebilir miyiz?"
,Evet diyebiliriz.
,Salt doğruyu söylediği yaşamın bütün alanlarından kovulmuş yalnız kalmış hayat.
,"öte yandan yaşamak içinde doğrudan,gerçeklikten namustan,riyadan,etikten kısmen, yüzde elli vazgeçenlerinde var olduğu saptamadır,diyebilir miyiz?"
,…
,"Evet, dostum hayat."
,Hayatı çözümlemeye çalışırsam çalışayım.
,Beceremiyorum.
,Çözümleyemiyorum.
,Bilim diyorum.
,Bilim ihanet etmiyor düşündüklerime.
,Bilim adamlarının kısmı hayatın realitesinde hemen satıyorlar.
,Bende bırakıyorum hayatı Yaratan’a.
,…
,İnsana bahşedilen en değerli varlıktır hayat.
,"Satın alınamayacak, karşılığı olmayan tek değer hayattır."
,Hayatın satın alınmasına karşı çıkmıştır insan.
,Hayatın satın alınması demek tanımlanması demektir.
,Tanımlanmış hayat bilim dışıdır.
,Tanımlanmış hayat özgürlüklerden yoksundur.
,İnsanlık tarihinin başlangıcından beri hayatı tanzim etmekle uğraşmış birileri tanzim ederken kamplara ayırmışlardır aynı zamanda da.
,"yanda hayatı satın almak isteyenler olmuş, yandan hayatını satmak istemeyenler."
,hayat benim demiş insanoğlu.
,"Benim, insanım."
,Özgürlüğü satın alınmış olmaktansa ölümü tercih etmiştir bazıları.
,"İnsanlık tarihi onurun, gururun abidesi yaşamını toprağa adamış isimsizlerin efsaneleri doludur."
,…
,Bana tanımlanmış hayat sunmayın diyor insanlar.
,"kendilerini gökyüzünde gören aristokratlar, egemenler, seçilmişler, aşiretler, kompradorlar, ağalar, burjuvalar, para babaları derseniz deyin hayatı tanımlıyorlar, tanımlanmıştır, hayat böyle yaşanmalıdır diyorlar."
,Hayat tanımlanamaz dostum.
,Hayat ölçülere sığdırılamaz.
,"Uçsuz bucaksız yaşamda, sınırsız zamanda, sonu sınırı belli olmayan mekânda hayat kalıplara, biçimlere sokulamaz."
,Sokmaya çalıştıkça hayat içinden çıkılamaz kaoslara dönüşüyor.
,"Hayatı sınırlayanlar sınırlarda tutmak tabular, gelenekler, yasalar, dogmalar, davranışlar, töreler yaratıyorlar."
,"yüzden dün inanılanlara bugün inanılmıyor, bugün inanılanlarında gelecekte reddedilmeyeceğine kim şaşırabilir."
,"Ayrıca, yukarıdakiler, hayatı belirleyenler belirledikleri tehlikelerden korunuyorlar."
,"Korunamayanlar, hayatı belirlenenler hayatı bütün acımasızlığı yaşıyor."
,"Hayatın bütün acıları, kırbaçları onlaradır dostum."
,Hayatı anlamadan hayatı tamamlıyorlar.
,Hayatı anlamalarına izin verilmeden.
,…
,"Evet, hayatı ihanetleriyle, satılmışlıklarıyla kabullenemiyor insanlar hayatı pencerelerden izlemek istemiyorlar."
,Artık bütün pencereler açılmalıdır diyor insanlar.
,Bütün kapılar.
,"Hayat önümdedir dostum, hayatı sınırlananlarla sınırlayanlar karşı karşıyadır artık, artık yüzleşme zamanı gelmiştir."
,
Hayat seninle olur ömür,
,engeli kaldır sevgilim.
,birbirimizi sevelim.
,İstediğimiz yere gidelim.
,Hayat seninle olur ömür.
,aşkı yaşat sevdiğim.
,Yalnız koyma ürkeceğim.
,Bildiğimiz geçinelim.
,Hayat seninle olur ömür.
,Sevdiğini anlat sevineyim.
,gece giyinelim.
,anı hep hissedelim.
,Hayat seninle olur ömür.
,gece düşünelim.
,Kayan yıldızlarda isteğim.
,Seninle evlenmek hayalim.
,Hayat seninle olur ömür.
,
Sevgili Hayat,
,"Kim bilir belki gün,"
,"Rüzgarın savurduğu yapraklar gibi,"
,şehirden ansızın gideceğiz…
,"Belki değişik şehirlerde,"
,"mutlu mutsuz,"
,Öyle hayat süreceğiz…
,"gün yeniden,"
,"yerlerde karşılaşırsak seninle,"
,"Şehirler mekanlar önemli değil ki,"
,"Unutma ey sevgili,"
,"Hayat senle sensiz,"
,Nefes aldığımız yerde.
,
Emek,
,Hayat ayrılık değil arkamıza bakmadan çekip gidelim
,Hayat tebessüm değil hep tebessümle analım
,Hayat resim değil istediğimiz tabloyu oluşturalım
,Hayat fıkra değil zaman kahkahalarla gülelim
,Hayat senaryo değil rolleri değiştirelim
,Hayat kompozisyon değil yanlışlarımızı silgiyle silelim
,Hayat kolaylıklar zinciri değil doya doya yaşayalım
,Hayat yürektir
,Hayat emektir
,Hayat terketmemektir
,Hayat sabretmektir
,Hayat emektir
,Hayat yetinmeyi bilmektir
,Atatürk'ün Toprağın Deli Mavi Melek Okyanuslar Kızı Ülkü Sevda Derin Mavi Melek Lila Sarıoğlu
,
Gerçeğim Aşktır Benim,
,Sana Ömür Sunulacak
,Bende Hasretlik Hayat Solacak
,Sana İlkbaharda Güller Yeşerecek
,Bana Sonbaharda Ferman Kesilecek
,Sana Heryer Cennet Olacak
,Bana Cehennem Yaratılacak
,Bozkırlarda Hayat Esecek Sana
,Tarifi İmkansız Acılar İçinde
,Güneşi Tutacaksın
,Senin Alevinle Yanacagım
,Sana Umudun Yarıları
,Bana Çorak Gönlün Anıları
,Sende Solmayan Güller
,Bende Ansızın Yeşeren Ümitler
,Beni Unutamassın Kalbine Sor
,Beni Ararsan Kendini Gör
,Ömrüm Sevdaya Tutsaktır
,Bedeli Gerçegim Aşktır Benim
,
Umut olmaz,
,Umut olmaz
,Bizler zora zor dedikce
,Hayat olmaz umut olmaz
,Azim şefk olmassa
,Hayat olmaz umut olmaz
,şeyi kabüllendikce
,Arkamızda hayat kalmaz
,Yolcu yola çıkmadıkca
,Hayat olmaz umut olmaz
,Hayat zor diyen
,Çalışmayı istemeyen
,Sonuna dek okumayan
,Hayat olmaz umut olmaz
,Bizler yaptık demeden
,Zorluklara zor demeden
,Soruya cevap vermeden
,Hayat olmaz umut olmaz
,Geldiğimiz noktaya
,Zorluklarla gelmedikmi
,Yer verirsek korkulara
,Hayat olmaz umut olmaz
,Arkamızdan gelenleri
,Korkutmaya hakkımız yok
,Zorluklardan korkutursak
,Hayat olmaz umut olmaz
,Azimle hırsı öğmesek
,Sevgiyle aşkla sevmesek
,Özeleştiri yapmasak
,Hayat olmaz umut olmaz
,Zorlanmayı istemeyen
,Çürümeyi tercih eden
,Kendine hizmet etmeyen
,Hayat olmaz umut olmaz
,Okumak zor çalışmak zor
,Evlenip yuva kurmak zor
,Beceriksizliğin nede
,Hayat olmaz umut olmaz
,Nerde neyi eksik yaptık
,Sorularla zorlanmadık
,Gençliğe kötülük yaptık
,Hayat olmaz umut olmaz
,Kolaylık diye şey yok
,Zorluk geliştirir diyok
,Mazuriyetler nede
,Hayat olmaz umut olaz
,İnsanlara hayat versek
,Söylenene dikkat etsek
,Dost Şeref çabaya deysek
,Hayat olmaz umut olmaz
,Dost Şeref
,
Yazdığım Mektup,
,.
,yazdığın mektupları okudum
,dün gece
,gözlerim yaşardı ağladım
,gizlice
,hele son mektubundaki
,cümle
,ciğerimi parçaladı sanki
,dayanamıyorum yokluğuna
,ölmek istiyorum diyorsun
,bunları baştan konuşmuştuk
,biliyorsun
,devrimciyle olan hayat
,zordur
,hayatın akışına bağlı kalamaz
,hayatı değiştirmek vardır
,devrimci
,bunları konuşmuştuk birlikte
,anlaşmıştık konularda seninle
,biliyorum içeriden farklı değil dışarıdaki
,hayat
,direne bildiğin diren
,dayana bildiğin dayan
,baktın olmuyor
,zaman kesin kararını ver
,vereceğin karara benimde saygım
,var
,beni düşünme desem düşüneceksin
,biliyorum
,şundan emin olmanı istiyorum
,bunların verdikleri kararları hiçe
,sayıyorum
,zaman hızla ilerliyor günler su
,geçiyor
,sayılı günlerin önemi yok
,öldüremediklerine göre
,hayatta olduğuma göre
,yarınlar bizim olacağına göre
,öyle düşün
,beni düşünme...i.koçak 83
,
Nursuz bu Hayat,
,Nursuz Hayat
,Hayatta hayat yok
,Hayat nursuz yük
,derd büyük
,Nursuz hayat... yük
,hayat üvey bize
,yük üvey bize
,hayat nursuz.... yük
,İnsan kardeşim
,Güzellikler askerlerin nerede
,Dert büyük
,Ey gül gönül cennetin nerede
,Yaralı geyik gül gönül
,dert yük
,Hayat zulüm
,Kurtulmak zor gülüm
,Tut elimden gülüm hayat yük bize
,hayat nursuz bize
,Nursuz söze
,Nursuz göze
,Nursuz öze
,hayat
,hayat yük bize
,Yük nurlu öze
,Nerede gül yetim gönüllerin annesi
,Bülbüllerin yok neşesi
,Gül neşesi
,Cehennem dünyanın köşesi
,Gül nerede güneş yüzlü
,ay sözlü nerede
,Kirlendim yağmurlar nerede
,Bahar geldi gül nerede
,Dürüstlük koca devletti silinmiş haritadan
,hayat yük nurlu öze
,hayat çürük...
,dert büyük
,İnsan kardeşim
,Gül insan çiçek düşünce ağlasın bahtına
,Diken oturmuş gül hayatın tahtına
,Dostluklar çürük
,Dostluklar yük
,dert büyük
,hayat yük...
,Nursuz hayat düştü bahtına gül gönül...
,Gül gönül ağla
,Hayat sofrasındayım zehirli aşım
,Gözde kanlı yaşım
,Omuza yük dertli başım
,elinde taş hayatın taif
,Adım atma toprağına
,Mahrum kaldık gül yaprağına...
,Nerede gül hayat
,Gül hayat gül bize
,Uç uçabilirsen kırık kanat
,Sofrasında yediysem çürük bayat
,Kaç cihan harbine daha katlanacak gönlüm belli değil
,Derdim belli değil
,Toprak bulut güle eğil
,Gönlüm
,derd büyük nursuz hayat...bu
,Yandık Allahım su
,Hayatta hayat yok bize
,Hayat nursuz yük bize
,Kurtulmak zor gülüm
,Avuçta değil gönülde kor gülüm
,zamanda
,
 Hayat,
,Hayat uçucu
,Hayat kurşunî renkte
,Göllerde çılgınca yüzen çocukların
,Uçurtmasını göklere salan yavrunun
,Sevinci hayat
,Hayat güneş ışığının huzmeleri
,Hayat nefes sıhhat
,kuşun-bülbülün- ötüşü
,annenin evladına kavuşması
,Yavuklusunun yolunu bekleyen canan
,Hep hayatta
,Hayatın içinde
,Hayatın bağrında
,İşte dağın tepesinden hayat doğuyor
,Müştaklarına bûse sunacak
,Haydi uyanın cümle âlem
,Bugün hayat başladı
,Bugün hayat var
,Hayat sudur
,Hayat ekmektir
,Hayat hayattır...
,
Hayat Bir Komedi,
,Hayat komedi dünya sahne
,Ağlayanda olur gülende olur
,Ecel gelır baş ağrısı bahne
,Yaşayanda olur ölende olur
,Hayat okuldur hocası zaman
,geçen zamanda yoğrulur insan
,Öyrenmenın sonu yok demiş ozan
,Bilmeyende olur bilende olur
,Hayat umuttur yok edilmeyen
,Hayat acıdır fark edılmeyen
,Hayat sevdadır terk edılmeyen
,Sevmeyende olur sevende olur
,Hayat yarıştır kişi özünde
,Hayat imtihandır tanrı gözünde
,Hayat ibrettır ozan sözünde
,Görmeyende olur görende olur
,CEBBAR KORKMAZ
,
 Hayat,
,"Vurulmuş yavru ceylandır, karlı dağların birinde hayat."
,Fırsat dalına tünemiş siyah akbaba'dır derinde hayat.
,Yitmeye mahkum edilmiş sevgi dostluk kirinde hayat.
,"Bulut verip yağmur vermeyen hayat, gözü görmeyen hayat."
,"Cayır cayır yanan orman misali, esen yellerde hayat."
,"Ruhsuz kalplerde, nursuz yüzlerde, ıssız çöllerde hayat."
,"Hece hece, cümle cümle, avaz avaz, yanık dillerde hayat."
,"Ağaç verip meyve vermeyen hayat, akıl ermeyen hayat."
,"Rüzgarsız dalgada, başaksız tarlada, akılsız başta hayat."
,"Gülen gözlerde, dostlukta, sevinçte, savaşta, barışta hayat."
,"Açılan kapılarda, geçen yıllarda, amansız yarışta hayat."
,"Silah verip mermi vermeyen hayat, beni dermeyen hayat."
,
Ardışık Hayat,
,Hayat birbirini izleyen
,Benzersiz resim kareleri
,Hayat tekrarı olmayan
,birbirine yaslanan
,ardışık
,benzersiz kareler
,Hayat birbirine teğet geçen
,tatlı kimi acı kareler
,Hayat deniz feneri
,tekrarsız dönen ışıkların
,ardışık toplamı
,Hayat benzersiz deniz feneri
,tekrarsız dönen ışıkların
,ardışık toplamı
,Hayat benzersiz deniz dalgaları
,Tekrarsız karelerin
,Tekrarsız dalgaların
,Tekrarsız ışığın
,Tekrarsız yalnızlığın
,Soylu toplamı.
,Hayat acısız aşk
,Aşksız acılar
,Hayat turnusol kağıdına batırılmış sevda
,Tekrarsız sevda
,Tekrarsız sevgi
,Ardışık kareler
,Hayat sarılmak sevgiliye
,Unutmak sevgiliyi
,Bırakmak soğuk rüzgarlara
,Hayat balıkçı barınağında
,karanlığa dost tekneler
,Hayat göz kırpan evlerin
,dumansız bacaları
,Hayat dalgakıranları döven dalgaların uğultusu
,Ardışık uğultu
,Ardışık yüreklerde
,Ardışık korku
,Ardışık susmalar
,ardışık çekinişler
,Hayat benzersiz karelerin saltanatında
,yalnızlık limanına yüzen benzersiz dalgalar
,Hayat kendince tufan
,Kendince yaratılış
,Kendince çekip gitme
,Ardışık rüzgar
,Ardışık ışık
,Ardışık yürek
,Benzersiz sevdalar
,Benzersiz anları çağıran düşünce
,Hayat
,Hayat
,ardışık biz.
,02.07.2008/Şile
,
Varolus-26(Ey Hayat),
,Yuregimde isyan atesi yaniyordu
,Haykirsam duyulacakti semadan
,Hayat
,Ey hayat
,Cok sordum sana
,Nedir senin benden alamadigin
,istersin benden
,Yetmez bunca sinav
,Nereye cileli yolculuk
,Birakip ardima herseyi
,Kactim
,Kactim baska diyarlara
,Kurtulamadim senin yazgindan
,miyim gucunun yettigi
,Neden eglenirsin benimle
,Ey hayat cevap ver bana diye cok yalvardim sana
,Utandin cevap veremedin
,Eglendin cevap vermedin
,Uyandim ey hayat
,Uyandim ansizin sabah vakti gercege
,Gozlerimdeki isiltiyi gordum uyandim
,Elimle ulasamadigim ufuklari
,bakisima doldurdum uyandim
,Sus ey hayat simdi istersen
,Verme cevaplari artik
,Uyandim gerceklere
,cocugun istedigini almak icin umutlu cabasini gordum
,Gordum uyandim ey hayat
,Batan gunesi gordum
,Sabirla dogmayi bekleyen gunesi gordum uyandim
,Karcicegini gordum uyandim
,Kendi meyvesinden dogan cicegi gordum uyandim
,Kendi kokune can olan yapragi gordumde uyandim
,kendimden doguyorum simdi
,Kendimi oldurdum
,Dogdum yeniden kendimden
,Yeniden dogdum uyandim
,Nereye kacacaksin artik ey hayat
,Biliyorum yazgin elimde
,seninle olusmuyorum
,Biliyorum benimle olusuyorsun
,Simdi eglenme sirasi bende ey hayat
,Yikamadin beni
,Bilirim yikmakta istemedin aslinda
,Oynadin bizimle
,Eglendin korlugumuzle
,Seni olusturan bizlerin sana umut baglamasina guldun
,Simdi uyandim ey hayat
,Simdi biliyorum
,Benim seni olusturan
,Simdi ipler benim elimde
,gulecegim
,bilemeyeceksin seni nereye surukleyecegimi
,bilecegim yapacagini
,Simdi benimsin ey hayat
,Simdi kendime aitim artik
,tasiyacaksin beni ey hayat
,Yazgin benim elimde ey hayat
,ozgurlugumu buldum
,Simdi zincirlerin elimde ey hayat
,
Hayat,
,Hayat hayat diyorsunuz
,Hayat dediğiniz nedir
,Kalbime saplanan ok
,Bugün var yarın yok
,
Hayat 3,
,Hayat 3
,Hayat acilistir; yokluktan varliga.
,Hayat âhenktir; uyumsuzlugu sonlandiran.
,Hayat akistir; dogumla ölüm arasinda.
,Hayat aynadir; Ilahî i$leri gösteren.
,Hayat bagdir; kâinatlilari birlestiren.
,Hayat bakistir; yaratilandan Yaratan'a.
,Hayat büyültücüdür; kücük varliklari kâinatlastiran.
,Hayat candir; kâinatlilara ruh olan.
,Hayat coskudur; kâinatin bagrinda kaynayan.
,Hayat cekirdektir; ebedî ya$ami meyve veren.
,Hayat delildir; Rabb'in gerekligini isbatlayan.
,Hayat degerdir; dertlere kurban edilmez olan.
,Hayat dengedir; tekligi hâkim kilan.
,Hayat düzendir; kaosa son veren.
,Hayat enerjidir; canlilari dirilten.
,Hayat fikirdir; Sanatkâr'ini sorduran.
,Hayat faaliyettir; binlerce fiil iceren.
,Hayat gayedir; kâinattan beklenen.
,Hayat güzelliktir; kâinati e$sizlestiren.
,Hayat hakikattir; Rabb'in gercekciligini kanitlayan.
,Hayat hâkimiyettir; her$eyi kendine tabi eden.
,Hayat hediyedir; te$ekkür gerektiren.
,"Hayat hizmettir; büyükten kücüge, kücükten büyüge."
,"Hayat ihsandir; Rabb'den, ruh sahiplerine yapilan."
,Hayat ilimdir; ögrenilmesi $art olan.
,Hayat ilândir; ebediyeti haykiran isteten.
,Hayat inkilâptir; her$eyi degistiren.
,Hayat isiktir; kâinati aydinlatan.
,Hayat kaynaktir; bütün duygulara can olan.
,Hayat letafettir; her$eye nüfuz eden.
,Hayat meyvedir; kâinati kiymetlendiren.
,Hayat mücâdeledir; kötülügün mahvi icin.
,Hayat mühürdür; evrene vurulan Rabb'e ait olan.
,Hayat mucizedir; $eyi $eye sahip kilan.
,Hayat nakistir; yaratilis sayfasinda gözalan.
,Hayat neticedir; kâinattan alinmakta olan.
,Hayat olgunluktur; kâinati hamliktan kurtaran.
,Hayat ölcüdür; her$eyi sinirlayan.
,Hayat özettir; kâinattan süzülen.
,Hayat okuyustur; insan kâinat kitabinda.
,Hayat pariltidir; kâinati yaldizlayan.
,Hayat ruhtur; kâinatlilara hareket kazandiran.
,Hayat sanattir; Ilâhî kudretin tezgâhindan cikan.
,Hayat sevgidir; bütün kâinatlilari kardes yapan.
,Hayat sinanistir; iyilikle kötülük ortasinda.
,"Hayat sirdir; görünen, görünmeyen."
,Hayat sevgilidir; bütün canlilari kendine a$ik eden.
,Hayat sorustur; 'kimsin'den 'kiminsin'e.
,Hayat süstür; kâinati alimli cekici yapan.
,Hayat tatlidir; aci dikenlerine gül olan.
,Hayat üniversitedir; cahilleri egiten-ögreten.
,Hayat varliktir; yokluga son veren.
,Hayat yaratiktir; sahibi ALLAH olan.
,Hayat yardimlasmadir; zayiflari koruyan.
,Hayat yuvadir; atomlarin görev yapmasina yarayan.
,Hayat yükselistir; hayvanliktan insanliga.
,Hayat zaferdir; ebediyeti kazanmada.
,Hayat zikirdir; Allah'i birleyen birlettiren.
,"Berlin, 1 $ubat-11 Mart 2006."
,
8/1 Hayat,
,"Hayat kavga,"
,Cesaretlendiğin
,"Hayat umut,"
,Düşleyebildiğin
,"Hayat acı,"
,Dayanabildiğin
,"Hayat kumar,"
,Riske girdiğin
,"Hayat isyan,"
,Direnebildiğin
,"Hayat türkü,"
,Söyleyebildiğin
,"Hayat bilinç,"
,Düşünebildiğin
,"Hayat rüya,"
,Uyuyabildiğin kadar.
,
Sevgisiz hayat,
,Sevmek hayatın kanunda var
,Gönülde yürekte gözlerde var
,Sözlerde şarkılarda şiirlerde var
,Sevgisiz hayat neye yarar
,Masallarda romanlarda var
,Destanlarda yazıtlarda var
,Filmlerde öykülerde var
,Sevgisiz hayat neye yarar
,kelebeğin kanatlarında var
,Arıların kovanında var
,Yumurtanın akında sarısında var
,Sevgisiz hayat neye yarar
,Ceylanın bakışlarında var
,Güneşin sıcaklığında var
,Yunusun suya dalışında var
,Sevgisiz hayat neye yarar
,Yağmurun yağışında var
,Toprağın cömertliğinde var
,Yıldızların ahenginde var
,Sevgisiz hayat neye yarar
,bardak sütte var
,Rengarenk gökkuşağında var
,Annenin merhametinde var
,Sevgisiz hayat neye yarar
,Çağlayan ırmaklarda var
,Bembeyaz yağan karda var
,Meyvelerde sebzelerde var
,Sevgisiz hayat neye yarar
,Herşey herşey insanlar
,Herşey Yaradan'ın hediyesi
,Yaradan süslemiş koca kainatı bizler
,Herşey onun sevgisinin göstergesi
,Sevgisiz hayat neye yarar
,Sevgi görmeyen gözler
,Sevgi açılan gözler
,Sevgi gönle düşen kor
