title,poem_cleaned
,Gün batımı dolunay’ı
,kentte yaşamak gerek
,Anlamak doğayı
,Farklı işte şeyi
,Türkiyenin en batısı
,Olmamışsanız aşık
,Yaşarsınız burda aşkı
,"Mehtap-deniz,gün batımı"
,Olunur doğa aşığı
,Dilinizde türkülerle
,Sevda yaşanır kentte.
,22.01.2008
,
Ben isterim ki,
,isterim ki!
,"doğa bitmesin,ormanlar ağaçlar kesilmesin."
,isterim ki!
,güzel ağaçlar gitmesin.
,isterim ki!
,hiç evren yok olmasın
,isterim ki!
,doğa gelecek nesillerede emanet edilsin
,isteriz ki!
,doğa yeşillendirilsin öyle kalsın.
,
Yeşil Yaprak,
,Neredeyse boşluğa bırakacaktı kendini
,Zamanlar rüzgarda sallanan
,hatta
,Dallara konmuş çift kuşun
,sevincini yaşayan
,"Şimdi sararmış solmuş,"
,mazide yeşilin en güzelini
,Üzerinde taşımış Yaprak
,Doğa Anamızın cilvesi olsa gerek
,Belkide Yaprağın kendisini
,boşluğa bırakacağını Hissederek;
,"Dinle dedi,sadece dinle"
,Duyuyormusun
,Sanki Melek şarkı söylüyor
,"Engin Denizlerin Mavisinde süzüle,süzüle"
,Dinle beni Yaprak;
,Seni sarartıp solduran
,"susuzluk değildi,"
,Güneşin karanlığı hiç değildi
,tekrar yeşermeye başlayan Yaprak
,Seni solduran
,Mavi Meleğin sessizliğiydi
,Sevinmelisin dedi Doğa Ana; bak
,Yarınlarına umut geldi
,Hissetmelisin dedi Doğa Ana
,Mavi Meleğin sesini
,Belkide sevincini
,Çünki senin yeşilin
,Maviydi
,
Doğa AŞK'TI...,
,doğa;
,SES'Tİ...
,duymak gerekti...
,doğa;
,RENK'Tİ...
,görmek gerekti...
,doğa;
,AHENK'Tİ...
,bilmek gerekti...
,doğa;
,HEDİYE'YDİ...
,teşekkür gerekti...
,işin ÖZ'Ü...
,doğayı;
,SEVMEK GEREKTİ..
,"Fikret Turhan-Yalova,"
,28.04.2014
,
Anne Kuşlar uçun güneşe şimdi,
,Anne Kuşlar uçun güneşe şimdi
,Bahar geldi
,Anne kuşlar uçun güneşe şimdi
,Yuvada çiçekleriniz var
,Büyüsün çiçekler
,Bahar geldi
,Bahar güzel
,Anne kuşlar yuvalarda güneş şimdi
,Bahar gönlüme yar
,Bitmesin bahar
,Büyüsün yuvadaki çiçekler
,Kanatlarda beyazlık
,Anne kuş uçar uzaklara...
,Anneler yavruları güneş uzaklarda...
,Bahar geldi
,Anne kuşlar göklere güneş çağırın
,Büyüsün yuvadaki çiçekler
,Büyüsün yuvadaki çiçekler
,Ey anne kuş sabah mavi
,Uç hep ışıklı uzaklara uç...
,Köyümün ta Almanya'ya uçtu yaralı kuşları...
,Gecenin kulağı sağırdır açlığımıza diye
,Bahar geldi
,Hoş geldi bahar gül
,Büyüsün yuvadaki çiçekler
,Bahar bol güneşli geldi
,Orman anne kalpli şimdi
,Ağaç anne kalpli
,Rüzğar anne kalpli
,Kalpler güneşli şimdi
,Oh büyüyor yuvada yavrular.
,Anneler yavruları güneşli şimdi...
,Bahar geldi
,Anne kuşlar yuvalarda güneş şimdi
,sabah erkenden uçar yuvadan
,Uçabildiği uzaklara
,Anne kuşlar
,Bahar geldi
,Büyüsün yuvadaki çiçekler
,Anne kuş uç uzaklara...
,Bahar geldi
,Kanatlarında beyazlık şimdi
,baharın kanatlarında beyazlık
,Bahar geldi gitti kış
,Hoş geldi bahar
,Bahar yar
,Annelik güneş şimdi
,Yer gök anne şimdi
,Bahçemdeki anne kuş
,sabah erkenden uçar en insaflı yuvadan
,Uçabildiği en zeytinli uzaklara
,Uzaklar güneşli şimdi
,dönecek cepleri yiyecek dolu
,Gözleri ışık dolu
,Büyüsün yuvadaki çiçekler
,Bahar geldi
,Anne kuşlar yuvalarda güneş
,Kanatlarda beyazlık
,Annelik yerde güneş
,Güneş annedir...
,Kanat kanat gelir uzaktan
,Bahar çiçekli bahar güneşli
,Sevdim bahar seni
,Büyüsün yuvadaki çiçekler
,Bahar geldi
,Bahar yar
,Anne kuşlar yuvalarda güneş
,Kanatlarda beyazlık
,Bahar güzel
,Sevinçli yavrular
,Anne kuşlar yuvalarda güneş
,Ağızlarında taşıdıkları güneş
,Bahar güneşli
,Bahar güneşli
,Bahar şefkatin eli...
,Baharda aşk yeli
,Bahar yar
,Yani anne eli ormanda denizde
,Baharın kanatları beyaz
,Anne kuşlar yuvalarda güneş
,Bahar seni sevdim...
,Anneleri sevdim
,Bahar güneşli
,Bahar mavi
,Gönlüm mavi
,Büyüsün yuvadaki çiçekler
,Bahar geldi
,Anneler dertli ilacı doğa
,Annelik güneşli
,Annelere anne kucağı doğa
,Zulme bıçak saplanır anneler...
,Güneş doğdu uç anne kuş
,Seninle coşan annelik
,Bahar geldi
,İşte
,Doğa güneşli güzel kuş...
,Anladım anne güneş...
,Bahar yar
,Bahar geldi
,Büyüsün yuvadaki çiçekler
,Bahar geldi
,Kanatlarda beyazlık
,Geldi bahar
,Anne kuşlar yuvalarda güneş
,Yuvalarda sevinç
,Anne kuşları sevdim
,Anneliği beyaz kuşların
,Annelik beyaz şimdi
,Anne kuşlar şefkatin eli
,Anne kuşlarla yuvalarda güneş
,Bahar geldi
,Bahar yar
,anne kuş güneştir yuvada
,Kanatlarda beyazlık
,Uçar uzaklara yavruları için...
,Yuvalarda sevinç
,Annelik güneşli şimdi
,Büyüsün yuvadaki çiçekler
,Bahar geldi
,Sevinç geldi
,Güneş geldi
,Dallar yeşil güneş
,Dallarda sevinç
,Bahar gönlüme yar
,Anneler yavruları güneşli...
,Kanatlarda beyazlık
,Yuvalarda bahar güneş
,Büyüsün yuvadaki çiçekler
,Bahar toprak su anne
,Isındı toprak ısındı su
,Uçmak bembeyaz kirsiz...
,Utansın kış
,Neşeden uçuyor kuşlar şimdi
,Yavru kuşlar gelir bahar
,Bahar geldi
,Anne kuşlar güneşli
,Kanatlarda beyazlık
,Göklerde mavilik
,Bahar güneşli yuvalarda
,Evlerde
,Kırlarda
,Bahar gönlüme yar
,Büyüsün yuvadaki çiçekler
,Bahar geldi
,Anne kuşlar güneş yuvaya...
,Kanatlarda beyazlık
,Güneşle uçar uzaklara anne kuşlar
,Neşeyle uçar
,Yavruları yaşar anneler
,Bahar gönlüme yar
,Annelik güneşli
,küçücük yem bulmak uçarlar anne kuşlar uzaklara
,Büyüsün yuvadaki çiçekler
,Bahar geldi
,Hoş geldi
,Kış gitti
,Uğurlar olsun
,Sıcak rüzğar geldi kanat kanat
,Siyah beyaz kuş geldi
,Yuvada yavru kuşlar pamuk beyazlığında...
,Yuvalar beyaz
,Baharın eli beyaz
,Işık saçıyor gagalarda güneş şimdi...
,Anne kuşlar yuvaların güneşi
,Kutupların ateşi
,Kanatlarda beyazlık
,Göklerde mavilik
,Bahar gönlüme yar
,Güneşle uçar uzaklara anne kuşlar şimdi
,Yem bulmak yavrularına
,Sevinçten uçar kuşlar
,Anneliği güneşli kuşların şimdi
,Bahar geldi
,Büyüsün yuvadaki çiçekler
,Güneş şimdi yuvalarda
,Anne kuş uçar uzaklara..güneşin geldiği yerlere
,Güneşlerin doğduğu yerlere
,Yavruları
,Yavrularda sevinç
,Bahar geldi
,Bahar gönlüme yar
,Bahar güneşli
,Bahar bereketli
,Bahar şefkatli
,Diyor kuşların kanatları...
,Bahar geldi
,Güneş gönüllerde
,sabah koşu atı gelir
,Anneler güneşlidir...
,Anne kuş güneşli şimdi...
,Kanatları şimşek
,Yavrular yuvanın çiçekleri
,Güneşsiz büyür çiçek
,Anne kuşlar yuvalarda güneş
,Annelik güneşli şimdi
,Bahar geldi
,Çiçeklerde sevinç
,Bahar gönlüme yar
,Büyüsün yuvadaki çiçekler
,Bahar gelir
,Anneliği güneş güneş göklerin
,Anneliği güneşli kuşların
,Bahar yavru kuşların kanatlarında büyüsün
,Kanatlarda sevinç şimdi
,Bahar sevinç denizi
,Doğa şefkat kucağı şimdi...
,Bahar şefkat denizi
,Bahar geldi
,Bahar gönlüme yar
,Anneler yavruları güneşli...
,Büyüsün yuvadaki çiçekler
,Anne olmuş kuş...
,Bahar gözlerinde
,Anne olmuş şimdi ona doğa
,Ağaçta dal meyveye anne...
,Bahar gönlüme yar
,Kuşlara
,Bahar geldi
,Bahar anne eli
,Bahar geldi
,Doğa güneşli şimdi
,Anne kuşların yönü güneşe şimdi
,Annelik güneş
,sabah koşuyor atlarıyla
,Anne kuşlar yuvalarda güneş
,Yer anne şimdi
,Gök anne şimdi
,Bahar gönlüme yar
,Kuşlara
,Bahar geldi
,Büyüsün yuvadaki çiçekler
,Anne kuş uç uzaklara kutuplarından çık
,Anneler yavruları güneşli şimdi...
,Bahar şefkatin eli
,Bahar geldi
,Bahar bahçemde anne kuş
,Kanatlarda beyazlık
,Anne kuş uçar uzaklara...
,Bahar geldi
,Uçmak beyaz şimdi
,Baharın elleri beyaz...
,Anne kuşlar yuvalarda güneşli
,Bahar gönlüme yar
,Gönlüm güneşli
,Bahar geldi
,Uçarken anne kuş
,Uçuşları güneşli
,sabah erkenden.
,Şefkat kuş peşi sıra uçuyor
,Anneliği güneşli
,Bahar gönlüme yar
,Gönlüm güneşli
,Büyüsün yuvadaki çiçekler
,Anneler yavruları güneş...
,Bahar güneş
,Yer
,Gök
,Bahar geldi
,Doğa annedir şimdi
,anne kuşa
,Bitkiler insaflı avuçlarını açar
,Avuçlar güneşli şimdi
,Yiyecekler uzatır...
,Büyüsün yuvada nurlu yavrular diye...
,Büyüsün yuvadaki çiçekler
,Kanatlarda beyazlık şimdi
,Anne kuşlar uçar uzaklara...
,Anne kuşlar uçar uzaklara...
,Annelik güneş
,Kanatlarda beyazlık..
,Bahar gönlüme yar
,Gönlümün kanatlarında beyazlık
,Gündüzler güneşli
,Geceler güneşli şimdi
,Anne kuş uçar uzaklara...
,Anneler yavruları güneş...
,Kanatlarda beyazlık
,Anne kuşun yönü güneşe
,sabah
,Bahar geldi
,Sabahlar güneşli
,Bahar geldi
,Annelik güneş
,En iyi yavru kuşlar bilir
,Annesizlik kör gecedir...
,Gece annesizdir karanlığı ondan
,Bahar geldi
,Yuvalar güneşli
,Kanatlarda beyazlık
,Güneşte beyazlık
,Rüzğarda bulutta beyazlık
,Anne kuş uçar uzaklara...
,Bahar geldi
,Anneler yavruları güneş...
,Bahar geldi
,Büyüsün yuvadaki çiçekler
,Kanatlarda beyazlık
,Bahar geldi
,Anne kuş uçar uzaklara...
,Anneler yavruları güneş...
,Bahar geldi
,Baharda güneş
,Yer gök için...
,Bahar anne
,Annelik güneşli şimdi
,Bahar geldi
,Bahar yavru kuşlara olsun yar
,Bahar gönlüme olsun yar
,Büyüsün gönlüm
,
AÇ KAPA – haiku 254,
,aç kapa
,yağmurda sıra bugün
,şenlenir doğa
,
Olmaz Olmaz Deme,
,"Sabah ola, hayır ola"
,"güneş doğa, seni bula"
,güneşle kol kola
,
,Olmaz olmaz deme
,yeter candan iste
,Sonra; şaşır kal gözlerine
,
Hakkınız Yok,
,Doğmak büyük çoğalma
,ev yürek benim
,Hakkınız yok dokunamadıklarımı eskitmeğe
,Doğa benim
,Bin yüzünüzle
,Uygarlık kurmak istediniz toprağımda
,Sevgim bağışlayıcı
,İçimde büyüttüm sizi
,
Mor Derinliklerde,
,koşma
,yavaş yürü
,uçuracaksın
,çifte sunayı
,mahzun kalacak
,sol yanında üveyik
,koşma
,yavaş yürü
,doğa çıldıracak
,diken yıldıracak
,sesler bakışlar atıyor
,mor derinliklerde alageyik
,22:26 15.08.2009denizli
,
Tabiatın İsyanı,
,Allah'a isyan etti diktirdi heykelini
,Bütün kuşlar toplandı pislediler kelini
,İsyana cevap verdi doğa kendi dilince
,Sessiz kalır rüzgar kırdı tunçtan belini...
,
Doğa'nın Metamorfozu!,
,Günlerin yüzü solgun!
,Bulutlar yorgun!
,"Üretrası,"
,tutamıyor suyunu bulutların
,Ağaçlar kel!
,"Yapraklar,"
,tek tük
,dallarda
,Kuşlar kont durumda
,Kanserli kadına benziyor doğa.
,"kanser değil,"
,pupa hali doğa’nın
,Metamorfoz bitecek
,günün yüzü gülecek
,bulutların irisi
,maviye dönüşecek
,Ağaçlar ağaca benzeyecek
,Kanatlanacak doğa!
,Yemyeşil saçları
,"mis çiçek kokularıyla,"
,......... baharda..
,………….………..
,
On Kasımda,
,sonbaharda yapraklar dökülür
,soyunur doğa
,yeni mevsimin görüntüsü
,yansır yeryüzüne
,insanın yüreği sızlar
,yeşilin gidişiyle
,on kasımda ağrı girer
,yurdun yüreğine
,gözyaşları dökülür
,ulus öksüzdür
,saat dokuzu beş geçe
,
Bitik,
,-gösteriş budalalarına-
,bittik
,dirilirken hayat
,isme gömüldük
,gittik
,tükettik
,"yaşamı,yaşıyanları"
,kendini bulurken doğa
,bit-tik
,hayatı kuranlarda
,(aralık 2001/afyon)
,
Doğa En Büyük Düşmanımız Değildi,
,"Doğa barınağımız, doğa şeyimiz,"
,"düşmanımız değil, bizim yüreğimiz…"
,"Üzülmeyi bilmeden, gün kaybedeceğiz,"
,"Yok, ettiklerimizi düzeltemeyeceğiz…"
,"Davranışlarımız var, doğanın aleyhinde,"
,Lehte düşünülmüyor şey onun reddinde…
,"Su kaplumbağaları, vaşaklar yok edilir,"
,Leopar katledilir; nefis kin bilenir…
,"Rab hiç affetmeyecek, kul hakkı affedilmez,"
