original_line,processed
Haleb'i Osmanlı alacak,"[{'input': 'Haleb'i', 'root': 'Haleb', 'type': 'Noun'}, {'input': 'Haleb'i', 'root': 'Haleb', 'type': 'Noun'}, {'input': 'Osmanlı', 'root': 'Osmanlı', 'type': 'Adjective'}, {'input': 'Osmanlı', 'root': 'Osmanlı', 'type': 'Noun'}, {'input': 'Osmanlı', 'root': 'Osman', 'type': 'Noun'}, {'input': 'alacak', 'root': 'almak', 'type': 'Verb'}, {'input': 'alacak', 'root': 'almak', 'type': 'Verb'}, {'input': 'alacak', 'root': 'alacak', 'type': 'Noun'}]"
Dağı taşa katar gün,"[{'input': 'Dağı', 'root': 'dağ', 'type': 'Noun'}, {'input': 'Dağı', 'root': 'dağ', 'type': 'Noun'}, {'input': 'taşa', 'root': 'taşmak', 'type': 'Verb'}, {'input': 'taşa', 'root': 'taş', 'type': 'Noun'}, {'input': 'taşa', 'root': 'taş', 'type': 'Adjective'}, {'input': 'katar', 'root': 'katmak', 'type': 'Verb'}, {'input': 'katar', 'root': 'katmak', 'type': 'Verb'}, {'input': 'katar', 'root': 'katar', 'type': 'Noun'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}]"
Yerimi serin bucağa,"[{'input': 'Yerimi', 'root': 'yer', 'type': 'Noun'}, {'input': 'serin', 'root': 'serin', 'type': 'Adjective'}, {'input': 'serin', 'root': 'sermek', 'type': 'Verb'}, {'input': 'serin', 'root': 'ser', 'type': 'Noun'}, {'input': 'serin', 'root': 'ser', 'type': 'Noun'}, {'input': 'serin', 'root': 'Seri', 'type': 'Noun'}, {'input': 'serin', 'root': 'seri', 'type': 'Noun'}, {'input': 'serin', 'root': 'seri', 'type': 'Adjective'}, {'input': 'bucağa', 'root': 'bucak', 'type': 'Noun'}]"
Suyumu koyun ocağa,"[{'input': 'Suyumu', 'root': 'su', 'type': 'Noun'}, {'input': 'koyun', 'root': 'koymak', 'type': 'Verb'}, {'input': 'koyun', 'root': 'koy', 'type': 'Noun'}, {'input': 'koyun', 'root': 'koy', 'type': 'Noun'}, {'input': 'koyun', 'root': 'koyun', 'type': 'Noun'}, {'input': 'koyun', 'root': 'koyun', 'type': 'Noun'}, {'input': 'koyun', 'root': 'koyu', 'type': 'Adjective'}, {'input': 'ocağa', 'root': 'ocak', 'type': 'Noun'}]"
Kafamı alin kucağa,"[{'input': 'Kafamı', 'root': 'kafa', 'type': 'Noun'}, {'input': 'alin', 'root': 'ali', 'type': 'Adjective'}, {'input': 'kucağa', 'root': 'kucak', 'type': 'Noun'}, {'input': 'kucağa', 'root': 'kucak', 'type': 'Adjective'}]"
Garip anam ağlar gün,"[{'input': 'Garip', 'root': 'garip', 'type': 'Interjection'}, {'input': 'Garip', 'root': 'garip', 'type': 'Adjective'}, {'input': 'Garip', 'root': 'Garip', 'type': 'Noun'}, {'input': 'anam', 'root': 'ana', 'type': 'Noun'}, {'input': 'anam', 'root': 'ana', 'type': 'Adjective'}, {'input': 'ağlar', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'ağlar', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'ağlar', 'root': 'ağ', 'type': 'Noun'}, {'input': 'ağlar', 'root': 'ağ', 'type': 'Noun'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}]"
Yer yüzünde yeşil yaprak,"[{'input': 'Yer', 'root': 'yemek', 'type': 'Verb'}, {'input': 'Yer', 'root': 'yermek', 'type': 'Verb'}, {'input': 'Yer', 'root': 'yer', 'type': 'Noun'}, {'input': 'yüzünde', 'root': 'yüz', 'type': 'Noun'}, {'input': 'yüzünde', 'root': 'yüz', 'type': 'Noun'}, {'input': 'yüzünde', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'yüzünde', 'root': 'yüz', 'type': 'Numeral'}, {'input': 'yeşil', 'root': 'yeşil', 'type': 'Adjective'}, {'input': 'yeşil', 'root': 'yeşil', 'type': 'Noun'}, {'input': 'yaprak', 'root': 'Yaprak', 'type': 'Noun'}, {'input': 'yaprak', 'root': 'yaprak', 'type': 'Noun'}]"
Yer altında kefen yırtmak,"[{'input': 'Yer', 'root': 'yemek', 'type': 'Verb'}, {'input': 'Yer', 'root': 'yermek', 'type': 'Verb'}, {'input': 'Yer', 'root': 'yer', 'type': 'Noun'}, {'input': 'altında', 'root': 'alt', 'type': 'Noun'}, {'input': 'altında', 'root': 'alt', 'type': 'Noun'}, {'input': 'altında', 'root': 'altın', 'type': 'Noun'}, {'input': 'altında', 'root': 'alt', 'type': 'Adjective'}, {'input': 'altında', 'root': 'alt', 'type': 'Adjective'}, {'input': 'altında', 'root': 'altı', 'type': 'Numeral'}, {'input': 'altında', 'root': 'altın', 'type': 'Adjective'}, {'input': 'kefen', 'root': 'kefe', 'type': 'Noun'}, {'input': 'kefen', 'root': 'kefen', 'type': 'Noun'}, {'input': 'yırtmak', 'root': 'yırtmak', 'type': 'Verb'}]"
Yastığımız kara toprak,"[{'input': 'Yastığımız', 'root': 'yasmak', 'type': 'Verb'}, {'input': 'Yastığımız', 'root': 'yastık', 'type': 'Noun'}, {'input': 'Yastığımız', 'root': 'yasmak', 'type': 'Verb'}, {'input': 'kara', 'root': 'kara', 'type': 'Adjective'}, {'input': 'kara', 'root': 'karmak', 'type': 'Verb'}, {'input': 'kara', 'root': 'karamak', 'type': 'Verb'}, {'input': 'kara', 'root': 'kar', 'type': 'Noun'}, {'input': 'kara', 'root': 'kâr', 'type': 'Noun'}, {'input': 'kara', 'root': 'kara', 'type': 'Noun'}, {'input': 'toprak', 'root': 'toprak', 'type': 'Adjective'}, {'input': 'toprak', 'root': 'toprak', 'type': 'Noun'}, {'input': 'toprak', 'root': 'Toprak', 'type': 'Noun'}]"
bizi atar gün,"[{'input': 'bizi', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'bizi', 'root': 'biz', 'type': 'Noun'}, {'input': 'bizi', 'root': 'biz', 'type': 'Noun'}, {'input': 'atar', 'root': 'atmak', 'type': 'Verb'}, {'input': 'atar', 'root': 'atmak', 'type': 'Verb'}, {'input': 'atar', 'root': 'atamak', 'type': 'Verb'}, {'input': 'atar', 'root': 'atamak', 'type': 'Verb'}, {'input': 'atar', 'root': 'Atar', 'type': 'Noun'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}]"
Bindirirler cansız ata,"[{'input': 'Bindirirler', 'root': 'bindirmek', 'type': 'Verb'}, {'input': 'Bindirirler', 'root': 'binmek', 'type': 'Verb'}, {'input': 'cansız', 'root': 'Can', 'type': 'Noun'}, {'input': 'cansız', 'root': 'can', 'type': 'Noun'}, {'input': 'cansız', 'root': 'can', 'type': 'Adjective'}, {'input': 'ata', 'root': 'atmak', 'type': 'Verb'}, {'input': 'ata', 'root': 'atamak', 'type': 'Verb'}, {'input': 'ata', 'root': 'At', 'type': 'Noun'}, {'input': 'ata', 'root': 'at', 'type': 'Noun'}, {'input': 'ata', 'root': 'ata', 'type': 'Noun'}]"
İndirirler tuta tuta,"[{'input': 'İndirirler', 'root': 'indirmek', 'type': 'Verb'}, {'input': 'İndirirler', 'root': 'inmek', 'type': 'Verb'}, {'input': 'tuta', 'root': 'tutmak', 'type': 'Verb'}, {'input': 'tuta', 'root': 'Tut', 'type': 'Noun'}, {'input': 'tuta', 'root': 'tutmak', 'type': 'Verb'}, {'input': 'tuta', 'root': 'Tut', 'type': 'Noun'}]"
Var dünyadan yol ahrete,"[{'input': 'Var', 'root': 'var', 'type': 'Adjective'}, {'input': 'Var', 'root': 'varmak', 'type': 'Verb'}, {'input': 'Var', 'root': 'var', 'type': 'Noun'}, {'input': 'dünyadan', 'root': 'Dünya', 'type': 'Noun'}, {'input': 'dünyadan', 'root': 'dünya', 'type': 'Noun'}, {'input': 'yol', 'root': 'yolmak', 'type': 'Verb'}, {'input': 'yol', 'root': 'yol', 'type': 'Noun'}]"
Yelgin gider salın gün,"[{'input': 'gider', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gitmek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gidermek', 'type': 'Verb'}, {'input': 'gider', 'root': 'gider', 'type': 'Noun'}, {'input': 'salın', 'root': 'salmak', 'type': 'Verb'}, {'input': 'salın', 'root': 'salınmak', 'type': 'Verb'}, {'input': 'salın', 'root': 'sal', 'type': 'Noun'}, {'input': 'salın', 'root': 'sal', 'type': 'Noun'}, {'input': 'salın', 'root': 'salı', 'type': 'Noun'}, {'input': 'salın', 'root': 'salmak', 'type': 'Verb'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}]"
Karac'oğlan der nasıma,"[{'input': 'der', 'root': 'demek', 'type': 'Verb'}, {'input': 'der', 'root': 'dermek', 'type': 'Verb'}]"
işler gelir başıma,"[{'input': 'işler', 'root': 'işlemek', 'type': 'Verb'}, {'input': 'işler', 'root': 'işlemek', 'type': 'Verb'}, {'input': 'işler', 'root': 'iş', 'type': 'Noun'}, {'input': 'işler', 'root': 'iş', 'type': 'Noun'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelir', 'type': 'Noun'}, {'input': 'başıma', 'root': 'baş', 'type': 'Noun'}]"
Mezarımın baş taşına,"[{'input': 'Mezarımın', 'root': 'mezar', 'type': 'Noun'}, {'input': 'baş', 'root': 'baş', 'type': 'Noun'}, {'input': 'taşına', 'root': 'taşınmak', 'type': 'Verb'}, {'input': 'taşına', 'root': 'taş', 'type': 'Noun'}, {'input': 'taşına', 'root': 'taş', 'type': 'Noun'}, {'input': 'taşına', 'root': 'taşımak', 'type': 'Verb'}, {'input': 'taşına', 'root': 'taş', 'type': 'Adjective'}, {'input': 'taşına', 'root': 'taş', 'type': 'Adjective'}]"
Baykuş konar öter gün,"[{'input': 'Baykuş', 'root': 'baykuş', 'type': 'Noun'}, {'input': 'konar', 'root': 'konmak', 'type': 'Verb'}, {'input': 'konar', 'root': 'konmak', 'type': 'Verb'}, {'input': 'öter', 'root': 'ötmek', 'type': 'Verb'}, {'input': 'öter', 'root': 'ötmek', 'type': 'Verb'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}]"
Yalan dünya sana bel bağlanır,"[{'input': 'Yalan', 'root': 'yalan', 'type': 'Adjective'}, {'input': 'Yalan', 'root': 'yalan', 'type': 'Noun'}, {'input': 'Yalan', 'root': 'yalamak', 'type': 'Verb'}, {'input': 'dünya', 'root': 'Dünya', 'type': 'Noun'}, {'input': 'dünya', 'root': 'dünya', 'type': 'Noun'}, {'input': 'sana', 'root': 'sanmak', 'type': 'Verb'}, {'input': 'sana', 'root': 'san', 'type': 'Noun'}, {'input': 'sana', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'sana', 'root': 'Sana', 'type': 'Noun'}, {'input': 'bel', 'root': 'bel', 'type': 'Noun'}, {'input': 'bağlanır', 'root': 'bağlamak', 'type': 'Verb'}, {'input': 'bağlanır', 'root': 'bağlamak', 'type': 'Verb'}, {'input': 'bağlanır', 'root': 'bağ', 'type': 'Noun'}, {'input': 'bağlanır', 'root': 'bağ', 'type': 'Noun'}]"
Hani benim önüm sıra gelenler,"[{'input': 'Hani', 'root': 'hani', 'type': 'Adverb'}, {'input': 'Hani', 'root': 'Hani', 'type': 'Noun'}, {'input': 'Hani', 'root': 'hani', 'type': 'Noun'}, {'input': 'benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'önüm', 'root': 'ön', 'type': 'Noun'}, {'input': 'önüm', 'root': 'ön', 'type': 'Adjective'}, {'input': 'önüm', 'root': 'ön', 'type': 'Adjective'}, {'input': 'önüm', 'root': 'ön', 'type': 'Noun'}, {'input': 'sıra', 'root': 'sır', 'type': 'Noun'}, {'input': 'sıra', 'root': 'sıra', 'type': 'Noun'}, {'input': 'gelenler', 'root': 'gelen', 'type': 'Adjective'}, {'input': 'gelenler', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelenler', 'root': 'gelen', 'type': 'Adjective'}, {'input': 'gelenler', 'root': 'gele', 'type': 'Noun'}, {'input': 'gelenler', 'root': 'gelmek', 'type': 'Verb'}]"
Ölüm var derlerdi inanmazdım,"[{'input': 'Ölüm', 'root': 'ölüm', 'type': 'Interjection'}, {'input': 'Ölüm', 'root': 'ölü', 'type': 'Noun'}, {'input': 'Ölüm', 'root': 'ölüm', 'type': 'Noun'}, {'input': 'Ölüm', 'root': 'ölü', 'type': 'Adjective'}, {'input': 'var', 'root': 'var', 'type': 'Adjective'}, {'input': 'var', 'root': 'varmak', 'type': 'Verb'}, {'input': 'var', 'root': 'var', 'type': 'Noun'}, {'input': 'derlerdi', 'root': 'demek', 'type': 'Verb'}, {'input': 'derlerdi', 'root': 'derlemek', 'type': 'Verb'}, {'input': 'inanmazdım', 'root': 'inanmak', 'type': 'Verb'}]"
Duya duydum essah imiş yalanlar,"[{'input': 'Duya', 'root': 'duymak', 'type': 'Verb'}, {'input': 'Duya', 'root': 'duy', 'type': 'Noun'}, {'input': 'duydum', 'root': 'duymak', 'type': 'Verb'}, {'input': 'duydum', 'root': 'duy', 'type': 'Noun'}, {'input': 'essah', 'root': 'essah', 'type': 'Adjective'}, {'input': 'imiş', 'root': 'imek', 'type': 'Verb'}, {'input': 'yalanlar', 'root': 'yalanlamak', 'type': 'Verb'}, {'input': 'yalanlar', 'root': 'yalanlamak', 'type': 'Verb'}, {'input': 'yalanlar', 'root': 'yalan', 'type': 'Noun'}, {'input': 'yalanlar', 'root': 'yalan', 'type': 'Adjective'}, {'input': 'yalanlar', 'root': 'yalan', 'type': 'Adjective'}, {'input': 'yalanlar', 'root': 'yalan', 'type': 'Noun'}]"
Yaratmıştır insan hayvanı,"[{'input': 'Yaratmıştır', 'root': 'yaratmak', 'type': 'Verb'}, {'input': 'Yaratmıştır', 'root': 'yaramak', 'type': 'Verb'}, {'input': 'Yaratmıştır', 'root': 'yaratmak', 'type': 'Verb'}, {'input': 'Yaratmıştır', 'root': 'yaramak', 'type': 'Verb'}, {'input': 'insan', 'root': 'insan', 'type': 'Adjective'}, {'input': 'insan', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'insan', 'root': 'insan', 'type': 'Noun'}, {'input': 'hayvanı', 'root': 'hayvan', 'type': 'Noun'}, {'input': 'hayvanı', 'root': 'hayvan', 'type': 'Noun'}, {'input': 'hayvanı', 'root': 'hayvan', 'type': 'Adjective'}, {'input': 'hayvanı', 'root': 'hayvan', 'type': 'Adjective'}]"
İnsanda emanet koydu canı,"[{'input': 'İnsanda', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'İnsanda', 'root': 'insan', 'type': 'Noun'}, {'input': 'İnsanda', 'root': 'insan', 'type': 'Adjective'}, {'input': 'emanet', 'root': 'Emanet', 'type': 'Noun'}, {'input': 'emanet', 'root': 'emanet', 'type': 'Noun'}, {'input': 'koydu', 'root': 'koymak', 'type': 'Verb'}, {'input': 'koydu', 'root': 'Ko', 'type': 'Noun'}, {'input': 'koydu', 'root': 'koy', 'type': 'Noun'}, {'input': 'canı', 'root': 'Can', 'type': 'Noun'}, {'input': 'canı', 'root': 'Can', 'type': 'Noun'}, {'input': 'canı', 'root': 'can', 'type': 'Noun'}, {'input': 'canı', 'root': 'can', 'type': 'Noun'}, {'input': 'canı', 'root': 'can', 'type': 'Adjective'}, {'input': 'canı', 'root': 'can', 'type': 'Adjective'}]"
Üçyüz altmış altı peygamber hani,"[{'input': 'altmış', 'root': 'altmış', 'type': 'Numeral'}, {'input': 'altmış', 'root': 'alt', 'type': 'Adjective'}, {'input': 'altmış', 'root': 'alt', 'type': 'Noun'}, {'input': 'altı', 'root': 'altı', 'type': 'Numeral'}, {'input': 'altı', 'root': 'alt', 'type': 'Noun'}, {'input': 'altı', 'root': 'alt', 'type': 'Noun'}, {'input': 'altı', 'root': 'alt', 'type': 'Adjective'}, {'input': 'altı', 'root': 'alt', 'type': 'Adjective'}, {'input': 'peygamber', 'root': 'Peygamber', 'type': 'Noun'}, {'input': 'peygamber', 'root': 'peygamber', 'type': 'Noun'}, {'input': 'hani', 'root': 'hani', 'type': 'Adverb'}, {'input': 'hani', 'root': 'Hani', 'type': 'Noun'}, {'input': 'hani', 'root': 'hani', 'type': 'Noun'}]"
Bizi kor onları alanlar,"[{'input': 'Bizi', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'Bizi', 'root': 'biz', 'type': 'Noun'}, {'input': 'Bizi', 'root': 'biz', 'type': 'Noun'}, {'input': 'kor', 'root': 'kor', 'type': 'Adjective'}, {'input': 'kor', 'root': 'kor', 'type': 'Noun'}, {'input': 'onları', 'root': 'o', 'type': 'Pronoun'}, {'input': 'onları', 'root': 'o', 'type': 'Pronoun'}, {'input': 'onları', 'root': 'on', 'type': 'Numeral'}, {'input': 'onları', 'root': 'on', 'type': 'Numeral'}, {'input': 'onları', 'root': 'on', 'type': 'Numeral'}, {'input': 'onları', 'root': 'on', 'type': 'Numeral'}, {'input': 'alanlar', 'root': 'alan', 'type': 'Noun'}, {'input': 'alanlar', 'root': 'almak', 'type': 'Verb'}, {'input': 'alanlar', 'root': 'ala', 'type': 'Noun'}, {'input': 'alanlar', 'root': 'alan', 'type': 'Noun'}, {'input': 'alanlar', 'root': 'almak', 'type': 'Verb'}, {'input': 'alanlar', 'root': 'âlâ', 'type': 'Adjective'}, {'input': 'alanlar', 'root': 'ala', 'type': 'Adjective'}]"
Şöyle günahkar kul türemişim,"[{'input': 'Şöyle', 'root': 'şöyle', 'type': 'Adverb'}, {'input': 'günahkar', 'root': 'günahkâr', 'type': 'Adjective'}, {'input': 'kul', 'root': 'kul', 'type': 'Noun'}, {'input': 'türemişim', 'root': 'türemek', 'type': 'Verb'}, {'input': 'türemişim', 'root': 'türemek', 'type': 'Verb'}, {'input': 'türemişim', 'root': 'türemek', 'type': 'Verb'}]"
Bilemem feleğe n'eylemişim,"[{'input': 'Bilemem', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'Bilemem', 'root': 'bilemek', 'type': 'Verb'}, {'input': 'Bilemem', 'root': 'bilemek', 'type': 'Verb'}, {'input': 'feleğe', 'root': 'felek', 'type': 'Noun'}, {'input': 'n', 'root': 'N', 'type': 'Noun'}, {'input': 'eylemişim', 'root': 'eylemek', 'type': 'Verb'}, {'input': 'eylemişim', 'root': 'eylemek', 'type': 'Verb'}, {'input': 'eylemişim', 'root': 'eylemek', 'type': 'Verb'}]"
Feleğin burcunu aramışım,"[{'input': 'Feleğin', 'root': 'felek', 'type': 'Noun'}, {'input': 'Feleğin', 'root': 'felek', 'type': 'Noun'}, {'input': 'burcunu', 'root': 'burç', 'type': 'Noun'}, {'input': 'burcunu', 'root': 'burç', 'type': 'Noun'}, {'input': 'burcunu', 'root': 'Burcu', 'type': 'Noun'}, {'input': 'burcunu', 'root': 'burcu', 'type': 'Noun'}, {'input': 'aramışım', 'root': 'aramak', 'type': 'Verb'}, {'input': 'aramışım', 'root': 'aramak', 'type': 'Verb'}, {'input': 'aramışım', 'root': 'aramak', 'type': 'Verb'}]"
Bel bağlar dünyayı görenler,"[{'input': 'Bel', 'root': 'bel', 'type': 'Noun'}, {'input': 'bağlar', 'root': 'bağlamak', 'type': 'Verb'}, {'input': 'bağlar', 'root': 'bağlamak', 'type': 'Verb'}, {'input': 'bağlar', 'root': 'bağ', 'type': 'Noun'}, {'input': 'bağlar', 'root': 'bağ', 'type': 'Noun'}, {'input': 'dünyayı', 'root': 'Dünya', 'type': 'Noun'}, {'input': 'dünyayı', 'root': 'dünya', 'type': 'Noun'}, {'input': 'görenler', 'root': 'görmek', 'type': 'Verb'}, {'input': 'görenler', 'root': 'görmek', 'type': 'Verb'}]"
Pir Sultan Abdal'ım gezerek gelir,"[{'input': 'Pir', 'root': 'pir', 'type': 'Adverb'}, {'input': 'Pir', 'root': 'pir', 'type': 'Noun'}, {'input': 'Sultan', 'root': 'sulta', 'type': 'Noun'}, {'input': 'Sultan', 'root': 'sultan', 'type': 'Noun'}, {'input': 'Abdal'ım', 'root': 'Abdal', 'type': 'Noun'}, {'input': 'Abdal'ım', 'root': 'abdal', 'type': 'Noun'}, {'input': 'Abdal'ım', 'root': 'Abdal', 'type': 'Noun'}, {'input': 'Abdal'ım', 'root': 'abdal', 'type': 'Noun'}, {'input': 'gezerek', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelir', 'type': 'Noun'}]"
Elinde defteri yazarak gelir,"[{'input': 'Elinde', 'root': 'el', 'type': 'Noun'}, {'input': 'Elinde', 'root': 'el', 'type': 'Noun'}, {'input': 'defteri', 'root': 'defter', 'type': 'Noun'}, {'input': 'defteri', 'root': 'defter', 'type': 'Noun'}, {'input': 'yazarak', 'root': 'yazmak', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelir', 'type': 'Noun'}]"
Sıra dolanarak bize dek gelir,"[{'input': 'Sıra', 'root': 'sır', 'type': 'Noun'}, {'input': 'Sıra', 'root': 'sıra', 'type': 'Noun'}, {'input': 'dolanarak', 'root': 'dolanmak', 'type': 'Verb'}, {'input': 'dolanarak', 'root': 'dolamak', 'type': 'Verb'}, {'input': 'dolanarak', 'root': 'do', 'type': 'Noun'}, {'input': 'bize', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'bize', 'root': 'biz', 'type': 'Noun'}, {'input': 'bize', 'root': 'Bize', 'type': 'Noun'}, {'input': 'dek', 'root': 'dek', 'type': 'PostPositive'}, {'input': 'dek', 'root': 'dek', 'type': 'Noun'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelir', 'root': 'gelir', 'type': 'Noun'}]"
