title,poem_cleaned
,"Bırakın neden iyi olmalıyım! Diye düşünmeyi; aslanın önünde kaçarken bunu kötülüktür diye aklında geçirmezdi bile. Somut olarak olup biteni, uyması gereken kural sınırlılıkları bilirdi. Tek gerçek vardır; av olmamak. İyilikte, kötülükte, av avcı kavramının yarattığı ikilemde idi. Av yapmak iyi, Av olmak kötü idi. Yani öldürmek iyi, ölmek kötü idi. İnsanın tüm sanısal ahlaki duyumu, temeldendi. Sonradanda ilk temel, toplumsal yapı iyi plastikleşip şekilden şekle girecekti."
,"inek, neden iyi olmalıyım diye sorunu kendisine kaygılaşmaz. Sanmayın inek bunu, inek olduğu için, düşünme soyutlama gücü olmadığı yapmıyor değildir. İyilik kavramı toplumsal olgu ilen insanı, toplumsal can mal güvenliğinin sağlanması kaygısı zorunlu ilişkilenme sonucunun, kendi üzerimize yansımasıdır."
,"Toplumsal olmayan organizelerde, tek gerçek iyi vardır güçlü olmak hayatta kalmak. Bunun sırtlan çıtanın elinde avı almak ister, bunun yaralı geyiği vahşi köpekler parçalar. Temel ihtiyacını karşılamak zorunda olan bunu sürekli sağlayan canlılarda, sınırlı tekil tikel iyilik diyebileceğimiz yardımların durumsalı içinde, farklı düşmanca olmayan yönelimlerin olabileceği ekseriyet kuramımıza göre kaçınılmazdır. Söz gelimi karnı tok aslan, pek pek gereksiz öldürme yapmaz. tilki girdiği kümesi açlık dürtüsü tüm ziyan eder, avı saklar. kurt sürüleri sürüyü tüm öldürme eğilimi gösterebilir. Aslan bunu iyilik olsun diye değil, tilki kurtta bunu kötülük olsun diye değil kendi durumsalının gereğidir. Aslan belki öyle durumda yardımı sunabilir!"
,"neden iyi olmalıyım? Sorusunu öne alarak değil de, kendi düzlem duygularının çeşit empatinin, bilinç edinilmesi olacaktır. İnekler toplumu olmadığı için, ineklerin iyilikleri yoktur. Toplum ortaya çıktıktan sonra, sosyal duygudaşlıkları, iyilik kötülük ahlaki duygu evirilmelerine kayan, ilişkilenme yansımalarını, ortaya koyacaktır. Nasıl sosyal insan çiçek sunmayı yemekte sofraya çiçek koymayı ortaya çıkardı ise, toplumsal insan da, zorunlu nedenlerle iyilik kötülük nesnel yansımalarını ortaya çıkardı."
,"olgu olay, gerek kendisi gerek çevresi ilişkiye girdiğinde kendi üzerinde yansımadan edemez. Yani otomatik organize ilişkilenmeye girer. Düşünme gücümüzü harekete geçirmek için, temel örnek vereyim."
,"Örneğin: ısı cisimlerle ilişkiye girdiğinde, yani ısıtılan cisim zorunlu genleşir. Genleşme, girişme sonucunda; zorunlu ilişki olarak ortaya çıkar. Bununla kalmaz, genleşme; kendi genleşmesi üzerine yansıyan, otomatik büzüşme etkiyi hemen organize eder."
,"Yani reaksiyonlar makro mikro nedensellilerle kendiliğinden başlar. Genleşen cisim yüzeyini, hacmini büyüttüğünden, büyüyen yüzeyle cisim hızla soğumaya başlayacaktır cisim geri büzülme, art arda devinimlerini gösterecektir. Genleşme süreci, hiç dış müdahale olmadan, kendiliğinde, olgulaşır akabil şartlarda kendilik soğuma süreci çelişmesini devreye sokar."
,"İnsanda, biyolojik temel olan açlık, barınma, güvenlik, seksualite ego düzlem zorunlulukları yüzünden girişir. kendi eylemi kendi üzerine yansır, yani etkir."
,"Ayrıca insanların iyiliği bilmeden, bugünkü anlayışımıza göre; iyiliğe muhtaç hayvana, iyilik yapmayıp da, tüketir olmasında; yanlış saçma olan şeyde yoktur. av avcının olduğu dünyanın içinde geliyorsunuz. Toprağı ekip biçmeyi bilmiyor, kendi nafakanızı sağlayamıyorsunuz. İyiliği aklınızın ucunda dahi geçiremiyorsunuz. Sırf, insani kaygılarla, vejetaryen olmanız olanaksız."
,Sürecek
,
Kötülük sahibine bulaşır * ^^^^^,
,"Üzülmem, korkmam asla"
,Kötülük yapacaklar diye bana
,Hak etmediğim daima
,Kazanan olacağım hayatta
,"Rabbim belirlemiş, ince kanunla"
,Kötülük: edene mutlaka bulaşacaktır
,Hayat akistir yaptığımız yansıyacaktır
,
İrfan Denizinden bir damla 19 Güzel Ahlakı Hak,
,HADİSLERDEN SEÇMELER.
,"Peygamber numunedir,"
,şeyiyle aleme.
,"Takip edersen onu,"
,Düşmezsin hiç eleme.
,"İman, ibadet, ahlak,"
,İnsana vazifedir.
,"Hayvanatta neden yok,"
,Allahtan hediyedir.
,"Habibullah diyor ki,"
,"Taç diye başına tak,"
,"Hak benimle gönderdi,"
,Beşere güzel ahlak.
,'İNNEMA BUISTÜ Lİ ÜTEMMiME MEKARİMEL AHLÂK'
,(Ben insanlığa güzel ahlakı tamamlamak gönderildim.)
,İnsana güzel ahlaktan daha yakışacak insanlar arsında sevgi kardeşliğin gelişmesini sağlayacak şey yoktur.
,"Güzel ahlak asgari, kimseye zararı dokunmamak, azamisi ise, kendisine zarar verene, kötülük yapana bile, iyilik yaparak onu yaptığı kötülükten pişman ederek vazgeçirmektir."
,"İyiliğe iyilik kişinin, kötülüğe iyilik ER kişinin karıdır."
,Kötülüğe kötülük muamele kötülük yapan kişiye daha kötülük yapma hakkı vermekten kötülüğü kan davasına döndürmekten şey değildir.
,Af etmek suçluya pişmanlık fırsatı tanımanın adı olsa gerek.
,
Kötülük,
,KÖTÜLÜK
,"batında dünyaya geldi,"
,Savaş ölüm sefalet...
,Hangi hain rahimde can buldu?
,"Hangi ana doğurdu,"
,üç sefil çocuğu?
,Hangi memeden beslendi?
,Hangi kucakta palazlandı?
,"hangi yürek suladı,"
,Kötülük tohumlarını?
,"Sevgi ana değildi, kuşkusuz,"
,Bereket ana hiç değil.
,Kötülük ananın
,"Şeytanla işbiriği sonucu,"
,Ekildi kötülük tohumları...
,"savaş,ve ölüm, sefalet"
,"İnsanlığa sunuldu,"
,Albenili hediye pakeleriyle
,...
,"kötülük ananın çocukları,"
,Çepeçevre sardı dünyayı
,Demir pençeleriyle...
,"savaş, ölüm, sefalet"
,Özgürlük diye sunuldu
,Barut kan kokularyla…
,2010 BİRGÜL KIZILKAYA
,-----KANA BOĞD
,
Yalnızlıktan Önce Sen Ve Sonra Yine Sen..,
,Yalnızlık;
,İyilik mi? Kötülük mü? diye arada kalınan iki kelimedir aslında.
,"iyilik demelisindir kötülük. ikisini karıştırıyorum sefer, belki alaca hayaldi benimkisi... İçinde beyazı siyahı taşıdığım diyebilmenin bütün rengiyle..."
,"Aşkı, sevdayı, hüznü, mutluluğu,acıyı,vuslatı,devayı,belayı... Seninle koskoca yalnızlığı bütünleştirebildiğim herşey hiç tereddüt etmeden kin duymadan gururuma....Sana kötülüksün desem fayda etmez iyiliğe,iyiliksin desem kalbimde yaşadığım cehennem niye?"
,"Seni seçtim sonsuza dek...Kötülükten geçiyorum iyiye kavuşabilmek için,yüreğimde kalıyorum kötülüğü orada eritmek bütün sensizliklerimi seninle eritmek için. Bütün iyiliğe dair sessizliklerimi yetim kızın çığlıklarına yaren olabilmesi için..."
,Seni yalnızlıkla aldatmadım seni ona satmadım ben! Nefes aldırıp ruhumu tazeleyen sendin... Sadakatin ismini salih kılan sendin.. tek seni yaşattım kendimden önce. Kendimden sonra vardın sonra hiç olmadım seninleyken sende yok oldum...Bütün bencillikler seninle yok oldu bütün bencilliklere bildirdim haddini...Ben tek seni var kıldım bilesin sevgili...
,
Kötülük,
,Kötülük
,Ecnebi kadın
,"Yağmurdan nefeslerle,"
,Dayanmış geceme…
,Kötülük
,şair pişmanlığında
,Dilsiz renksiz şiir
,Kimseye yazılmamış
,"Dayanmış, yedi iklim kavgasında"
,Alnına silah
,Mecnunun…
,Kötülük
,Taç giyer evvel vakti
,Evvelden önce tarih mızrağında
,"Kalp direnir, göz bilenir"
,Dil dilenir
,"Acımsı renkle doğar, aşk"
,Güneşin kavrulmuş teninden…
,Kötülük
,Kısır anne feryadında
,Yapay soğuk yüzünde
,Alaca kartal öpücüğü
,Ölmek dualarını istiflemiş
,İyi olanın
,Kelepçelenmiş gözlerinde…
,Ah kötülük
,Su olsan kurusan
