title,poem_cleaned
,Düşman kalleş savaş çetin
,Güney kuzey doğu batı
,Kan döküyor cümle kötü
,Bizi yok etmek niyeti
,Düşman kalleş savaş çetin
,Anlaşıyor zorba güçler
,Çanak tutar harbe güçler
,Bize vurdu darbe güçler
,Düşman kalleş savaş çetin
,Örgütler maşa elinde
,Katilin barış dilinde
,Kan döker İslam elinde
,Düşman kalleş savaş çetin
,Kirli çarkın döndürüyor
,Mazlumları sindiriyor
,Yürekleri yandırıyor
,.Düşman kalleş savaş çetin
,İbrahim PATAZ
,02.03.2016 SAAT 06.00 Osmaniye
,
Vatan Özgürlüktür,
,"Bırak cehaleti vatanını sev,"
,İnsan vatanına düşman olamaz.
,"Vatan özgürlüktür sana bana ev,"
,İnsan vatanına düşman olamaz.
,"Vatan dediğimiz toprak parçası,"
,"Bizlere rızıktır bağı bahçesi,"
,"Hanemize yollar sevgi bohçası,"
,İnsan vatanına düşman olamaz.
,"Yönetenler bizi üzmüşse eğer,"
,"Gönderirsin baştan vermezsin değer,"
,"Lakin yurdun çık göğsünü ger,"
,İnsan vatanına düşman olamaz.
,"Gücü ele alan doğrudan sapar,"
,"Kara vicdanlılar işkence yapar,"
,"Yalnızca ölüler vatandan kopar,"
,İnsan vatanına düşman olamaz.
,"Sağırozan toprak, insan fişlemez,"
,"Herkesi kucaklar asla dişlemez,"
,"Yiğit kişi yurdu sever dışlamaz,"
,İnsan vatanına düşman olamaz.
,…………………..İsmail SAĞIR
,****************************************************
,GÖNÜL TAŞKINLARI
,****************************************************
,"Yeri göğü inlet vatan bölünmez,"
,"Bayrağımız asla müsade etmez,"
,"Şehit kanlarıyla yıkanan toprak,"
,Dirilirde hiç izin vermez.......Canan Ereren
,..........................................................................................
,Topraksız ana baba namus olmaz
,Uğruna şehit yoksa vatan kurulmaz
,"Çanakakle Dumlupınar Sakaryayı bilen,"
,İnsansa vatanına düşman olamaz....Adnan ÇATALBAŞ
,
Eller Bana Düşman Oldu,
,Ahde vefa kavli kıldım
,Kollar bana düşman oldu
,Gurbet elde hasret kaldım
,Yıllar bana düşman oldu
,Sözümü söyledim doğru
,İşimi eyledim doğru
,Yükümü payladım doğru
,Yollar bana düşman oldu
,Seslenince koşup gelen
,Doğru bilir beni bilen
,Konuşunca bilmem yalan
,Diller bana düşman oldu
,"Bahar, yazda kış güz"
,Hizmet yaptım ağardı yüz
,Taşkın sular etti dümdüz
,Seller bana düşman oldu
,Susuzlara oldum nehir
,Suyuma kattılar zehir
,dolaştım şehir şehir
,İller bana düşman oldu
,"Yakınlarım, özde gardaş"
,Düşündüm olur sırdaş
,"Dost, arkadaş attılar daş"
,Dallar bana düşman oldu
,Çobanoğlu kızar bazan
,Söz bitmez usanmaz ozan
,Dertler kitabını yazan
,Eller bana düşman oldu
,(23.09.2004)
,
Dosta Dost Oldum,
,"Şunu anladım dünyaya geleli,"
,"Aklım sardı kendim bildim bileli,"
,"Aptal nankör bana desede deli,"
,Düşmanıma düşman dosta dost oldum.
,"insanda yoksa İddaa,"
,"Hak edene etmek lazım beddua,"
,"kralsan bende ağayım ağa,"
,Düşmanıma düşman dosta dost oldum.
,"En güzeli olmak lazım sabırlı,"
,"Yalnış anlar beni yalnış tabirli,"
,"böyleyim temiz sade kibirli,"
,Düşmanıma düşman dosta dost oldum.
,"Belli olur zaten sana dost olan,"
,"Sakın fırsat verme düşman kör yılan,"
,"Yok dostluktan gerisi yalan,"
,Düşmanıma düşman dosta dost oldum.
,"Gider düşmana dost olur vicdansız,"
,"Burnu koku almaz kursaksız kansız,"
,"Herşey elimizde sanma amansız,"
,Düşmanıma düşman dosta dost oldum.
,"Veysel der bilene dostluk murattır,"
,"Belli olur düşman azgın surattır,"
,"Dost düşmandan anlamayan namerttir,"
,Düşmanıma düşman dosta dost oldum.
,
Düşman kim Dost kim?,
,"Düşman arıyor'ken,dostumu buldum,"
,"Felek sille vur'du yola savrul'dum,"
,"Dost bildiklerim yer'de vuruldum,"
,"Düşman kim,dost kim güzel Allahım?"
,"En yakın dostum'dan,darbeler yedim,"
,"Dost'tun düşman,olduğunu bilmedim,"
,"Ayakkabım yırtık, yeni giymedim,"
,"Düşman kim, dost kim güzel Allahım?"
,"Evine gidin'ce sahte dostların,"
,"Sonu gelmez arkanda'ki lafla'rın,"
,"Yenilmez yemeği namert'lerin,"
,Düşman namertler'dir güzel Allahım!
,"Dinleyin aşıklar, dost Allah'tır,"
,"Dost iyilik'tir güzel ahlak'tır,"
,"Dost anlayıştır, ince sanat'tır,"
,"Nefsimiz düşman'dır,dost Allahım."
,
Mazimize düşman ettiler bizi,
,"Bizi zayıf yerimizden vurdular,"
,Mazimize düşman ettiler bizi.
,"Dedemizden torunu kopardılar,"
,Mazimize düşman ettiler bizi.
,"Hani Oğuzdan gelirdi aslımız,"
,Şimdi sorsan bilen var kimiz?
,ecdadımız kaldı neslimiz?
,Mazimize düşman ettiler bizi.
,"Şimdiki neslin kafa yapısı dar,"
,İnsanlar ar etmelidir ar.
,"Türk olduğundan utananlar var,"
,Mazimize düşman ettiler bizi.
,bilmiyorum sonumuz nolur?
,İnsanlar istese şeyi bulur.
,Dinimizi sorsan kaç kişi bilir?
,Mazimize düşman ettiler bizi.
,"Yusuf kime desen lafa karnı tok,"
,Kusur ararsan herkeste kusur çok.
,"Ecdadına bakıp örnek alan yok,"
,Mazimize düşman ettiler bizi.
,
***Kim Kime Düşman,
,font face='Comic Sans MS'color='black'size='1'
,"Hainlik kol geziyor, yurdumda adım adım"
,"Edılmın, Şirak.... derken çoğunu sayamadım"
,Ağzıma küfür geldi buraya koyamadım
,"bize düşman bize düşmanız,"
,"Bizansın çoçukları, diyar diyar aşardı"
,Babası kim bunların anası şaşardı
,İhanet tohumundan böyle kin yeşerdi
,bize düşman bize düşmanız.
,Diyarbakır AB ye yol diyen hain herde
,Almanya göndermişti ihanet yurda
,Soluğu zor aldı bak şimdi geldiği yerde
,"bize düşman, bize düşmanız."
,Dağda kuduran iti meclise taşıyanlar
,Kürdüstan hayaliyle yıllardır yaşayanlar
,Türk-Yünan dostluğuyla Pontusu kaşıyanlar
,bize düşman bize düşmanız.
,Pir Sultan Abdal Hacı Bektaş Hünkar ın
,"durak.on makam dır, dördünde kırk makamın"
,"Muhammed’e muhabbed, Ali’ ye kör bakanın"
,"bize düşman, bize düşmanız."
,Türk lük İslam a düşman bakanlar
,"Ölüde alkış tutup, matemde mum yakanlar"
,Makam yurdunu karış karış satanlar
,bize düşman bize düşmanız
,Ülkemde rüzgar eken fırtına biçecektir
,"Dostunu düşmanını,Türk halkı seçecektir"
,Türk ün zor günleri elbette geçecektir
,bize düşman bize düşmanız.
,Bize düşman olanın aklını alacağız
,Hainlerle zaman baş başa kalacağız
,Sorulmayan hesabı zaman soracağız
,bize düşman bize düşmanız.
,(11 /01 / 2005 Ankara)
,
De Gidi Muhtarlık,
,GİDİ MUHTARLIK
,Seçimlere yakın alır telaş
,hızlı olur bazende yavaş
,Alt tarafı muhtarlık sanırsın savaş
,gidi muhtarlık düşman başına
,Bakmışsın akşama muhtar olmuşsun
,saata alttan alırsın
,Kendini gecede paşa sanırsın
,gidi muhtarlık düşman başına
,Ertesi gün başlar fasılı hicaz
,Tavuğu süren ister senden kaz
,İş işten geçti boşuna tırkaz
,gidi muhtarlık düşman başına
,Koca köy başında dırdırın bitmez
,Uykuların kaçar serçeler ötmez
,Saydığın koyunları destıman gütmez
,gidi muhtarlık düşman başına
,Muhtarsın toplumda atar tutarsın
,Köyden para çıkmazsa tarla satarsın
,Helal olan malına haram katarsın
,gidi muhtarlık düşman başına
,Hizmet gelmez devletten vay haline
,Rezil oldun valla ele gününe
,Ekabire yalvarırsın he birine
,gidi muhtarlık düşman başına
,Kimisi meraya çıkar itini uyutmaz
,İki üç çoban şerdir ziyandan çıkmaz
,Tarım müdürü kaymakam elinden tutmaz
,gidi muhtarlık düşman başına
,Su parası toplarsın ceryanı ödemez
,Haklıdır haksızdır kimseler demez
,Batırdığın paraları kastelli yemez
,gidi muhtarlık düşman başına
,Son senende adın hırsıza çıkar
,Yalınayaklar arkandan hep atıp tutar
,Garibim muhtar hepsini yutar
,gidi muhtarlık düşman başına
,Aşık Mustafa der devran göçer
,Kimisi hovarda olur kimisi içer
,Kırdığınız testiler kırkıda geçer
,gidi muhtarlık düşman başına
,
Türk Müdür Düşman Mı,
,"Yurdumun üstünde, hayaller kurdun"
,"Ağacı yolları, kaldırıp serdin"
,"Dost diyerek kaldın, kalbimden vurdun"
,"Türk müdür düşman mı, dost karar verin"
,"Güneş doğacaktır, aldanma sakın"
,"Kara din içinde, dolanma yakın"
,"Kin dolu hayata, karışmış sakın"
,"Türk müdür düşman mı, karar verin"
,"Komutanlar vatan, haini oldu"
,"Bebek katilleri, yönetim buldu"
,"süreç altında, katil baş oldu"
,"Türk müdür düşman mı, karar verin"
,"Adalet altında, hukuk yatıyor"
,"Nefret dolu sözler, katil yapıyor"
,"Haksızlık güneşi, tersten batıyor"
,"Türk müdür düşman mı, karar verin"
,"Belki yabancı, Türk’e düşmandır"
,"Verdiği kararlar, sözde fermandır"
,"Ona oy verenler, elbet pişmandır"
,"Türk müdür düşman mı, karar verin"
,"Karanlık gecede, yapılan oyun"
,"Verilen sözlere, elbette doyun"
,"Kurtlar kafesteyse, gezenler koyun"
,"Türk müdür düşman mı, karar verin"
,"Bahattin’im derki, hak hukuk gitti"
,"Ayaklar baş oldu, başları bitti"
,"Çaresiz hastalık, imansız etti"
,"Türk müdür düşman mı, karar verin"
,Bahattin Tonbul
,24.11.2013
,
Yıllara,
,Azap damlaları koydum adını
,"Harcadım ömrümü, tüm hayatımı"
,"Kahpe felek bırak, bırak yakamı"
,"Düşman oldum sensiz, sessiz yıllara"
,"Kelimeler yetmez, söylesem boş"
,"Sarhoşum yine, körkütük sarhoş"
,Aşka kul köleyim gerisi bomboş
,"Düşman oldum sensiz, sessiz yıllara"
,"Vardır bildiği, gülmez bahtıma"
,Kimbilir kimleri vurdu çarkına
,Feleğin sillesi hayatıma
,"Düşman oldum sensiz, sessiz yıllara"
,"Umutlar perdeli, dönsem geriye"
,"Yalan yok, riyâ yok çektiklerimde"
,Romandır hayatım sensizliğimde
,"Düşman oldum sensiz, sessiz yıllara"
,
Öğüt Almak,
,gün adamın birine sormuşlar:
,"""Düşman olmak daha iyi, yoksa düşman edinmek mi? ""diye"
,"Adam: ""Her dostluğun düşmanca öğüdü- düşmanın dostça öldürüşü vardır."" demiş."
,
İnci söz namus,
,Namuslu amelde baş namusludur namuslu halde hastalık kavga bela ölüm ayrılık hapis düşman yoktur
,Namussuz amelde baş namussuzdur namussuz halde hastalık kavga bela ölüm ayrılık hapis düşman çoktur
,Sedat hünkar
,(Karamecnun)
,
Leş Kargaları!,
,Dört yanımızda leş kargaları
,an fırsat kollar kem bakışları;
,"Suriye, Rus, Irak, İran Yunan"
,"Hatta daha başka, hepsi düşman!"
,"Bize dost olanlar kazanır, inan"
,Düşmanlarımızsa olurlar pişman;
,İster Gayrimüslim ister Müslüman
,"Hatta daha başka, hepsi düşman!"
,Çıkarcı güruhun hallerine bak
,Boyalı başlarda tek tel yok ak;
,Sonsuza dek sürmez menfi devran
,"İçte dışta, hepsi düşman!"
,Dost yaklaşıp açık ararlar
,Sıkıyı görünce dörtnal kaçarlar;
,Hâkimi Mutlak’tır serdeden ferman
,"İçte dışta, hepsi düşman!"
,Alayı olsa yok edemezler
,"Bizi, gücümüzü hiç bilemezler;"
,"Gücümüz Hak’tandır, özdedir derman"
,"İmansız anlamaz, hepsi düşman!"
,Türk’e Türk’ten gerçek dost var
,Türk’e Türk’ten güçlü düşman var;
,"Hep birlik olalım, özdedir derman"
,"İmansız anlamaz, hepsi düşman!"
,07.12.2015
,
YakınsıN,
,"İnanıyorsan şüphesiz, zafere yakınsın,"
,"Sıratı müstakimden, sakın ola ayrılma,"
,"Seni tanıyan düşman, kendisini sakınsın,"
,"Sakın Allah diyene, düşman diye saldırma."
,
Düşman Oğlusun,
,Yaktın ormanını savurdun külü
,kopardın dalından kopardın gülü
,nasıl seveyim kardeşim seni
,bizden deyilsin düşman oğlusun
,kardeşine kurşun sıktın bilerek
,hainlerin oyununa gelerek
,elde silah dağ başında gezerek
,bizden deyilsin düşman oğlusun
,dinle sözümü pişman olursun
,cahili seçtin halk arasından
,çıkardın dağa ayırdın yuvasından
,vatan millet haini ettin başından
,bizden deyilsin düşman oğlusun
,dinle sözümü pişman olursun
,okuyup milletim olmadı düşman
,yaptığına olmadınmı pişman
,seninle artık dostça konuşmam
,bizden deyilsin düşman oğlusun
,dinle sözümü pişman olursun
,kardeşi kardeşe vurdurup durdun
,eline geçti söyle buldun
,kime güvenipte haine uydun
,bizden deyilsin düşman oğlusun
,dinle sözümü pişman olursun
,ekmeyimizi helel bölüp yiyelim
,bayrağımız tek bunu bilelim
,kardeşi kardeşe vurdurmayalım
,bizden deyilsin düşman oğlusun
,dinle sözümü pişman olursun
,
A Denemeleri KUŞAK ÇATIŞMASI,
,KUŞAK ÇATIŞMASI
,"Babam benden memnun değildi, oğlumdan. benim kusurlarımı sayar dururdu onun. Anne kızından şikayetçi, kız annesinden. Dünyanın kuruluşundan beri böyle sürüp gitti bu."
,"Babasına ilk isyan eden Kabil’di kız uğruna kardeşini katletti. babasına karşı geldi, Allah’a. Putperest oldu. Peygamber oğlu olmasına rağmen Allah’a asi olmaktan kurtulamadı. Sırf güzellik uğruna kendisine yasaklanan aynı batın ikiz kardeşiyle evlendi, yüzden öz kardeşinin katili oldu. olayda kendine göre haklı gerekçeleri vardı. Babasının cennette yasak meyveyi yemesi sonucu yeryüzüne düşmüştü insanlık. İlk itaatsizlik buydu burada kadın faktörü büyük yer aldı. İblis kadın yoluyla nüfuz etti Adem’e."
,"İblis ezeli düşmandı. ademoğullarının bütün anlaşmazlıklarında hep yer alacaktı. büyük düşman insanın içindeki şeytandı. nefisti insan onunla imtihan olacaktı. Gerek kişilik çatışmalarında, gereke kuşak çatışmalarında, gerek aile içi çatışmalarında hep etlen olacaktı. Baş aktör oydu."
,"Aile içi çatışmalarda, toplumsal karışıklık kargaşalarda hep vardı. İç dış düşman. Mevlana buna dost görünen düşman adını takmıştı. düşman içimizdeydi bize dost görünüyordu. Dış düşmanı işe göremiyorduk, tüm işlere karışıyor, olayda onun parmağı bulunuyordu. İşte kuşak çatışmasında iki düşmanın parmağı vardı, üstelik iki düşman birbirinden bağımsız değildi. El ele vermişlerdi. şeyi beraber planlıyorlardı."
,"Ailelerde çatışma vardı. olay olgu çatışmaya kapı açıyordu. Oğul babaya düşmandı, kız anneye. Kardeş kardeşe düşmandı, komşu komşuya. hiç yüzünden kavgalar çıkıyordu. kavgalar ölümlere neden oluyor,ölümler kan davalarına yol açıyor, kan davaları yıllarca sürüyordu."
,"kavgalar sonucu nice ocaklar sönüyor, nice acılar yaşanıyordu. Hep trajedinin yansımasıydı olup biten."
,İşte dünyanın başlangıcından beri güne aynı çatışma sürüp gidiyor. daha sürecek.Bu çatışmayı kim nasıl durduracak. çatışmanın durması yapacağız. Nasıl arabulucu olacaktı. Babam beni tembellikle suçluyordu oğlumu suçluyorum şimdi.Babambeni düzensizlikle suçluyordu oğlumu suçluyorum. Babam beni müsriflikle suçluyordu oğlumu suçluyorum şimdi.
,Herkesin kendine göre haklı gerekçeleri var benim oğlumun da. Kızla annenin durumu farklı değil. çatışma orada aynı şiddetiyle sürmekte. Karı koca arasındaki çatışmayı burada ele almayacağım.
,"İnsanoğlu çatışma içinde doğdu, yaşadı öldü. Kimsenin kimseyi beğenmediği, herkesin başkasını hizaya getirmeye çalıştığı dünya bu. ‘Onlar laf verirler dünyaya nizamat/bin türlü teseyyüp bulunur hanelerinde’ diyen şair tam noktaya parmak basıyor. Evet, herkes muhatabında buluyor hatayı, suçu kendisine toz kondurmuyor. Empati yapan hiç hiç yok. Herkese göre başkaları cehennem. Oysa herkes kendi içinde barındırıyor cehennemini odun atıyor an kendi ateşine."
,"Kuşak çatışmasının kaynağı bu. Aile içi çatışmanın da, toplumsal çatışmaların da. Hep kusuru başkalarında aramanın sonucu bu. Hep başkalarını düzeltmenin anlamsız çabalarının sonucu bu. İşler noktaya gelince savaşın başlaması kaçınılmaz oluyor. Oysa herkes kendine baksa aynayı kendine tutsa, hatta başkalarını ayna bilse mesele kalmayacak. Başkaları hatalı diyen kendine dönüp hatayı kendinde arasa şey hallolacak. Kuşak çatışması bitecek aile içi çatışma da, toplumsal kargaşa da… konuda en iyi örnek olan Allah dostları onların yaşama biçmini yazıda ele alalım."
,
Ruh,
,ruhum bedenime düşman
,bedenim ruhuma düşman
,anlaşılmaz durumlardayım
,ruhum pişman..bedenim pişman..
,
Olun aşılmaz kale-hain düşman girmesin Ellerini birleştir-güçlü çıkmalı sesin,
,Bugün 19 Mayıs-kutluyoruz coşkuyla
,Hiç akıldan gitmiyor-erken koyulduk yola
,Günün anlamı büyük-öğren gencim uğraş ver
,Vatanın dört yanında-zorluklara göğüs ger
,Olun aşılmaz kale-hain düşman girmesin
,Ellerini birleştir-güçlü çıkmalı sesin
,Hatırla geçmişi-düşman dipçiklerini
,Atalarım kaybetti-ruhunu bedeni
,Millet olma şerefi-verildi bütünüyle
,Engellemedi bizi-ne acı çile
,Olun aşılmaz kale-hain düşman girmesin
,Ellerini birleştir-güçlü çıkmalı sesin
,günler kötüydü-kalmamış ümidimiz
,Düşman aman vermiyor-çorak hepten vadimiz
,İşte böyle günde-talih yeniden doğdu
,Ufuktan doğan güneş-karanlıkları boğdu
,Olun aşılmaz kale-hain düşman girmesin
,Ellerini birleştir-güçlü çıkmalı sesin
,Öyle Lider çıktı-hem cesur gözü pek
,Düşman O’nu görünce-tutuştu bilin etek
,Kahramandı yürekli-uzak görüşlü biri
,Milletin kalbindedir-daima O’nun yeri
,Olun aşılmaz kale-hain düşman girmesin
,Ellerini birleştir-güçlü çıkmalı sesin
,Neler olmuştu neler-gitti İmparatorluk
,Parça parça edilmiş-kan akar oluk oluk
,Düşmanlar paylaşırken-bizler kaldık arada
,Ezildik mahvolduk-işte sırada
,Olun aşılmaz kale-hain düşman girmesin
,Ellerini birleştir-güçlü çıkmalı sesin
,Böyle güzel günde-çıktı Samsun’a Atam
