title,poem_cleaned
,Bazen gürleyip bazen bulutlandım
,sana asla ihanet etmedim Ayşe’m
,Sensiz neler çektiğimi kim bilir
,Kötü şeylerin sonu olur nede ilki
,Yüce Mevla benim şahidimdir
,Asla sana ihanet etmedim Ayşe’m
,Yıllarca aynı yastığa koyduk baş
,Kimi sarhoş dedi kimileri ayyaş
,Düşününce dünyayı başlıyor talaş
,Asla sana ihanet etmedim Ayşe’m
,Beraber yürüdük ömür denen yolda
,Görüyormuşlar beni sağda solda
,Canımın içi inanma sakın olda
,Asla sana ihanet etmedim Ayşe’m
,Olmadı olmayacak dünyanın önemi
,Geçmiş Rahmanın haylazlık dönemi
,Zaman ilaçmış diyorlar acep öylemi
,Asla sana ihanet etmedim Ayşe’m
,
Midem....Bulandı,
,Tehlikeli badireler atlattı benim ülkem
,Mazlum halkımız affetmez ihanet edenleri
,Yazık oluyor geleceğe dair planlara
,Midem bulandı gördükçe ihanet edenleri
,Batılı güçler geldi üzerimize topluca
,Tekrarı haçlı seferleri savaş başlatarak
,Acımadan sinsice madenleri kemirmeye
,Midem bulandı gördükçe ihanet edenleri
,Hiçmi Allah korkusu yoktur utanma hayası
,Değermi ha makam mevki çirkinleşmeye
,Ateşler salarak bizlere beddua etmeye
,Midem bulandı gördükçe ihanet edenleri
,Memleketin huzurunu kaçırmaya hakkın yok
,ey gafil münafıklar gücün yetmez devlete
,değilse şah damarını keseriz dünyanın
,Midem bulandı gördükçe ihanet edenleri
,Bakıyorum hallerine günde takdir edin
,Yapılan icraatları hizmet Allah içindir
,Şaşırmış sanki sorgula kendi kusurunu
,Midem bulandı gördükçe ihanet edenleri
,
Cahil,
,yurdun çoçuğu olarak doğdum
,Köküme ihanet etmeyi bilmem...
,kuyruk salladım el oğdum
,Hakkıma ihanet etmeyi bilmem
,"Sürünür yalan,dolanla onmam"
,Gönüllü birlikten geriye dönmem
,Hukukun kestiği parmağa yanmam
,Hakime ihanet etmeyi bilmem
,Can görünüp kullanandan bizarım
,Güle canım kurban ayrık ezerim
,Oyun oynamadım oyun bozarım
,Halkıma ihanet etmeyi bilmem
,Eşkiya tescilli eşkali belli
,Hırsız gölgeden kuşkulu belli
,"Gönül kuşu,barış meşkulü belli"
,Rakıma ihanet etmeyi bilmem
,Derin dehlizlerde çanta çıkarmam
,Güvenlik adını ranta çıkarmam
,Nizami birlikten cunta çıkarmam
,Takıma ihanet etmeyi bilmem
,Problem çözemem sümeni sürüp
,Sesimi kısamam yamanı görüp
,Tarihe atmadım milleti bürüp
,Tekime ıhanet etmeyi bilmem...
,İmhası gecikti kokmuş illetin
,Hamallığı bitsin artık zilletin
,Seda Sentezi´nin karar milletin
,Hüküme ihanet etmeyi bilmem
,
Aşkı İhanet Öldürür,
,"Gönüle ateş düşer sevda koyarlar adını,"
,"Sarıp sarmalar bedenin çepeçevre yanını,"
,"Yüreklerin ortasında kor olan kör yangını,"
,tek ihanet söndürüp küle dönüştürebilir…
,"Paylaşılan anın farkı olmaz masallardan,"
,"Mutlulukla bakan gözler uzaktır tasalardan,"
,"gece pembe düşlerle dalınan uykulardan,"
,tek ihanet kaldırıp zulme dönüştürebilir…
,"Bulmuş sayar seven gönül kendine göre dengini,"
,"Görmez olur aşkın şeklini rengini,"
,"Bin umutla kurulan kavuşmanın hayalini,"
,tek ihanet bitirip yele dönüştürebilir…
,"Canan bekliyorsa can yol eder dağı taşı,"
,"Beklenenin yollarından bekleyen çevirmez başı,"
,"Hasrete dayanıp gözden damlamayan yaşı,"
,tek ihanet akıtıp sele dönüştürebilir…
,"Sözler kifayetsiz kalır içten gelen duygularda,"
,"Eller birlikte açılır niyazlarda dualarda,"
,"Aşkla çarpan yüreği böylesi tüm sevdalarda,"
,tek ihanet öldürüp hiçe dönüştürebilir…
,NİSAN 2007 / ADANA
,Ersin Kayışlı
,.............................................................................
,"çığlıktır, duymaz kimse, ihanetin sesini,"
,"Düğümlenir boğazına, keser bütün nefesini..."
,"Acı ile, hasret ile, beslenen aşk bahçesini,"
,"tek ihanet kurutup, çöle dönüştürebilir.........Mehmet Ali Terken"
,
İhanet Aramam Güzel Gözlerde,
,"İhanet aramam güzel gözlerde,"
,"Ayrılık belliydi masum sözlerde,"
,"Yürek yanar işte ateş közlerde,"
,İhanet aramam güzel gözlerde.
,"Kader diyerek boyun bükerim,"
,"Senden ayrılalı yaşlar dökerim,"
,"Seven yüreği kendim sökerim,"
,İhanet aramam güzel gözlerde.
,"Aramıza çektiler kalınca perde,"
,"Gurur vardı acaba serde,"
,"Ayrılık belliydi masum sözlerde,"
,İhanet aramam güzel gözlerde...
,
Kapını çalar ihanet,
,Beşerdir
,Şaşar bazen
,Kalp hududu
,Aşar bazen
,Sevdaya su
,Kaçar bazen
,kapını çalar
,İhanet
,Günler azap
,Dolar bazen
,Açan güller
,Solar bazen
,Gözler yaşla
,Dolar bazen
,kapını çalar
,İhanet
,
Vatana İhanet Etme,
,vatan bizimdir ihanet etme
,Düşman yakıp harap etme
,Gelip geçen gelecek nesil bizimdir
,Onları vatandan mahrum etme
,anlam veremedim olaylara
,Maziye bak yazık düşmanca geçen günlere
,Nice zarar verilmiş vatanda yaşıyan lara
,böyle iken lüzüm var düşmanlara
,Geçmişte varsa gelin maziye gümmelim
,Bize bizden dost yok bunu bilelim
,Ortada düşmanlık varsa gelin onu yok edelim
,Hepimiz dostuz gelin eski günlerimize dönelim
,Ah ah diyerek birimizden istenmiyerek bezdik
,Ölülerimiz aynı mezarlıkta bak mezar kazdık
,Kimimiz dayı kimimiz amca aynı safta yer aldık
,Yazık deyil hepimize bak şeytana uyduk
,Türkü Kürdü sormayasın benden
,Hiç birisinin ayırımı doyamazsın benden
,Kim götürmüş dünyada bak sende
,Düşmanlığa gerek yok kucaklamak var ken
,Herkesle et tırnak olmuşuz kız verip kız almışız
,Kimseyle düşmanlığımız yok kardeş olmuşuz
,Gidenlerimiz dostum bak sana ihtiyar olmuşuz
,Abdullah bak sana düşmanlıktan bulmuşuz
,
Soysuzlar,
,Soysuz ermeni pkk destek veriyor
,Soyuma ihanet etti soysuzlar
,Hainlik vurmus yüzüne geriyor
,Soyuma ihanet etti soysuzlar
,-
,daha dündü sinirlarimiza dayandiniz
,Soyuma inhanet etti soysuzlar
,Ellerinizde Ay yildizli bayrak salladiniz
,Soyuma ihanet etti soysuzlar
,-
,Sinirlarimizda beklediniz günlerce
,soyuma ihanet etti soysuzlar
,bildiniz Türkler merhametliydi sizce
,Soyuma ihanet etti soysuzlar
,-
,Turgut özal bela birakti basimiza
,soyuma ihanet etti soysuzlar
,talabani barzani dikildi karsimiza
,Soyuma ihanet etti soysuzlar
,-
,devletin adami diyor bunlarda suc yok
,Soyuma ihanet etti soysuzlar
,söyleyenin konustundan haberi yok
,Soyuma ihanet etti soysuzlar
,-
,Enikleri dahi olmus bize düsman
,Soyuma ihanet etti soysuzlar
,Zaman kisa edilmeli artik pisman
,Soyuma ihanet etti soysuzlar
,-
,Tahsinim der nasil yazmam
,Soyuma ihanet etti soysuzlar
,gercekleri haykirmassam yasamam
,Soyuma ihanet etti soysuzlar
,-
,Haince pusulari hep kurdular
,Soyuma ihanet etti soysuzlar
,Gencecik fidanlari acimadan vurdular
,Soyuma ihanet etti soysuzlar..
,
Aşkıma ihanet etme Savdiğim,
,24.07.2008
,AŞKIMA İHANET ETME SEVDİĞİM
,İstersen Vur öldür beni ağlatma
,Aşkıma ihanet etme Savdiğim
,Gönül kuşum uçup bağına kondu
,Aşkıma ihanet etme Savdiğim
,İstersen sevgilim birlik ölelim
,Yeter sarılalım murat alalım
,Bizde eller mutlu olalım
,Aşkıma ihanet etme Savdiğim
,Yazılanlar başa gelir sevgilim
,Seni benden ayırır ölüm
,Sevdiğim perişan olmuştur halim
,Aşkıma ihanet etme Savdiğim
,Yazılan yazıyı kimse bozamaz
,Kimseye izin vermem seni üzemez
,İnsan sevdiğinden ayrı gezemez
,Aşkıma ihanet etme Savdiğim
,Hüseyin seviyor ölürcesine
,Sarılıp katalım gel canı cana
,canı ederim yar kurban sana
,Aşkıma ihanet etme Savdiğim
,
Ihanet Sevdani Yazmamak,
,Odam karanlik
,Karanliga degmeli ismin
,Aydinlanmali isiginla
,Seni yazmak gerek biliyorum
,neyleyeyim kalem yorgun
,Sayfa yorgun
,Satir yorgun
,Kalem ihanet icinde
,Sayfa ihanet icinde
,Oysa seni yazmamak dunyanin sonu
,Seni anlatmamak baharin yok olusu
,Seni anmamak solugumun tukenisi
,Ihanet sevdani yazmamak
,Aska ihanet
,Siire ihanet
,Ismini isiga sarip sarmaladigim
,Sevda evime ihanet
,
Kan ile düşmanlık ihanet vardır,
,Kan düşmanlık ihanet vardır
,Korkak yüreklerin pazarlığında
,Kan düşmanlık ihanet vardır
,Yozlaşmış düzenin sonsuzluğunda
,Kan düşmanlık ihanet vardır
,Çenesi düşmüş çenesizlerde
,Dürüstlük yolunda çelimsizlerde
,Beyni sünnet olan beyinsizlerde
,Kan düşmanlık ihanet vardır
,Hayata atılan imzaya kızar
,Dost Şeref mahşere senetler yazar
,Dilin fireni patlarsa şer sızar
,Kan düşmanlık ihanet vardır
,20/12/2008
,Dost Şeref
,
İhanet yy,
,İHANET
,"Hiç aklından çıkarma sana olan aşkımı,"
,"Bunca geçen zamana acı günahtır,"
,Biliyorsun düşünmem acaba keşke mi?
,İhanet aşkı vuran öldürücü silahtır.
,"şeyi kaldırıp at anı diye saklama,"
,"Verdiğin acılara yenisini ekleme,"
,"Giden gitti geriye döner diye bekleme,"
,İhanet aşkı vuran öldürücü silahtır.
,"Karakışı kim ister ilkbaharın yerine,"
,"Gömdün umutlarımı toprakta en derine,"
,"Ah nasılda bağlandım senin birine,"
,İhanet aşkı vuran öldürücü silahtır.
,Aşka sadık kalsaydın derdine koşardım
,"Senden uzakta değil kollarında yaşardım,"
,"Ettiğin yeminleri bozmasaydın şaşardım,"
,İhanet aşkı vuran öldürücü silahtır
,
İhanet,
,ihanet
,uslanmaz
,yavrularının dokuzunu doğurmadan
,onuna gebe kalan
,fırkıtma bi köpek
,akrep
,semender anlar halinden
,semender bize miras
,adını hatırlamadığım bi şairden
,ihanet
,laikliği yeniden
,tanımlanmaya muhtaç
,ülke demokrasileri
,sürüncemede
,karşılığı
,bi diktatörün
,kelime-i şahadet getirmeden
,alelacele asılması
,aynı yöntemle gelen
,ihanet
,karşılığı
,iyi yazılıp kötü çevrilen
,kitap adları iğreti
,üzerinde
,siyanürle kurutulup
,kökü sökülen ağaçların
,yerine konan
,plastik çiçekler duran
,ihanet
,bi karga öter başucumda
,tevelletünü sorsan
,belki dedemden eski
,tanrıtanımaz bi ermiş
,soylu
,ihanet
,benzer
,teninin ağzımda bıraktığı
,adaçayı limon ortaklığı
,tada
,dilin yan kısımlarına
,tekabül eder
,bakılırsa biyoloji kitaplarına
,ihanet
,soğuk havalarda
,boynuna doladığın
,kontrast rengi benim
,boynumda sarılı
,ihtiyaç duyduğunda sarıldığın
,yeşil bi atkı
,ihanet
,saygısı yoktur aşka
,kırkını geçmesine rağmen
,babasının yanında sigara içemeyen
,koca koca adamlara benzemez hiç
,dedesinin önünde
,bacak bacak üstüne atan
,dört kızdan sonra olmuş
,sonlama erkek çocuğa benzer
,daha
,ihanet
,ateşten muradını almış
,borudan çıkan
,ilahi bi ses
,ilahi ses!
,işitsen hüzün
,işitmesen kahır
,kahır
,en onulmaz yaralara sesteş
,ölüme cinaslı
,05/01/2007
,
Siyah kadife kese,
,- hatırla gül dalına asılan siyah kadife keseyi… içine odalarla dolu mezar ihanet koymuştun…
,hayaller
,sevdalar
,umutlar
,yazılır
,gül dalındaki
,siyah kadife keseye
,
,yıkılır
,sevdalar
,ilgisizlik
,
,ihanetle
,hayaller kendinden
,gül kendinden
,sevda kendinden
,kadife kese kendinden
,utanır
,ihanet
,seni seveni
,sevmek
,değildir
,ihanet
,sevmemektir
,can bilip
,söz verdiğini
,ihanet
,yıkamaktır
,göz yaşlarıyla
,sevmeye söz verdiğinin
,seni seven yüreğini
,
İhanet,
,"İhanet, cüce ruhluların kara kamburu"
,"Paranın, makamın, benliğin nara tamburu."
,Onda verilen emeğe kefil hakaretler
,Kayıp vicdan aklında sefil rezaletler.
,"İhanet, ham yobaz kişiliğin eldiveni"
,Kuklalıkta zirvenin yükselen merdiveni.
,Lut gölünün dibindeki kimliksiz şahsiyet
,Ağrı dağı büyüklüğündeki yitik haysiyet
,"O, kalplerden Yusuf’un kuyuya atılışı"
,"Duyguların, fahişede hamile kalışı."
,"İhanet, en yüce güvenlerin piç çocuğu"
,"Ateşin, şeytan bedenindeki yolculuğu."
,"İhanet, şeytan tacındaki soysuzluklar"
,Şeytanın çıngırağıyla oynaşan çocuklar.
,Uzakta değil dışımız içimizde
,Ruhumu kuşatan İsa’mın havarisinde.
,İhanet Nuh’un gemiye binmeyen neslinde
,İhanet hürriyet isteyen sadakatimde.
,İnsandaki hal şeytanı korkutur oldu
,Yazık şeytana tövbeler söyletir oldu.
,
İhanet Ediyorsun,
,sabah namazını kılmıyorsan biçare.
,Emanete ihanet ediyorsun demektir.
,En günde beşkere sığınmazsan didara.
,Emanete ihanet ediyorsun demektir.
,İyi inceledinmi hayvan insanı.
,"Kendinmi peyda ettin,bu bedeni,bu canı."
,"Dilin alışmamışsa okumağa kur-anı,"
,Emanete ihanet ediyorsun demektir.
,"Sende muhabbet varsa,yalancı saltanata."
,"Bakıp aldanıyorsan,dünya'daki hayata."
,Ayağın gitmiyorsa hayırlı cemaata.
,Emanete ihanet ediyorsun demektir.
,"Gönlünü kaptırmışsan,para bina'ya."
,"İbretle bakmamışsa güne,yıldıza,ay'a."
,"Gözlerini dikmişsen,haram zina'ya."
,Emanete ihanet ediyorsun demektir.
,Binali Allah yapmıyorsan işini.
,"Yeter aç gözlerini,düzelt gidişini."
,"Kalbin düşümüyorsa,cehennem ateşini."
,Emanete ihanet ediyorsun demektir.
,
Atama sitem,
,ah atam ah ihanetler peşi sıra dizildi
,vatanı severim diyenlerde ihanetin en büyüğü görüldü
,dost bildiğimiz ihanetlerin en büyüğü görüldü
,sevgi kaldı barş ihanet duvarı aramıza örüldü
,yetmiş iki buçuk milleti kucaklaştırdın
,birlik oldun düşmanla birlikde savaşdın
,nice basretleri zorlukları birlikde aşdın
,ihaneti yıkdın sevgi barışı odaklaştırdın
,isterdim kabirde rahat uyumanı
,gelen anlatdı istedigi arzu halini
,görmeni isterdim bizdeki perişan hali
,kırdılar yeşerdiğin sevgiyle yoğrulan dalı
,aynı cephede savaşan dedelerimizin torunları düşman oldu
,vallahi billahi gencliğimiz saralıp soldu
,tek sağlam kalan kurdugun şanlı ordu
,talan etdiler satmaya kalkdilar cennet yurdu
,etrafımızı sardılar ihanet eden alçaklar
,ellerinden gelse taş üstüne taş koymayacaklar
,aslan diye gecinen ortalıkda dolaşıyor çakallar
,peşkes cekiliyor kanla boyanan topraklar
,avrupa dediler peşi sıra koşup uşak oldular
,helal haram demeden ihaneti sevdiler
,ağlayan şehit analarına kıs kıs güldüler
,zoru gorünce kanlı elleriyle yurdu terk etdiler
,vatanın ekmeğini yediler sandımkin ihanet olmayacak
,meclise girdiler sandımkin çiçekler solmayacak
,bilkin atam ihanet edenin yanında kar kalmayacak
,cizdigi harıtalar onlara yurt vatan olmayacak
,karışta olan kan kutsaldır vatana
,dünya dar olacak zindan olacak ihanet yapana
,leşlerini toprak kabul etmeycek vatanı satana
,selam olsun toprak altında kefensiz yatana
,mahlasım adım şanım bilinmez
,türk islamım gücüm görülmez
,sevgim muhabbetim yürekde dille sevilmez
,sehitler oldukca ihanet oldukca yüz hiç gülmez
,
GOOD BYE MEMEDo,
,GOOD BYE MEMEDO
,Karaomanoğlu Mehmet
,Bekleme bizden hürmet
,İhanet üstüne ihanet ettik
,Lanet üstüne lanet okumasak
,Emanetlerine ihanet ettik
,"Dergâhlar, bargâhlar çoktan unuttu adını"
,Welcome yazdık giriş çıkışına
,"Hello memo, good bye memo der olduk"
,Sultan-ı Azam emniyetle geçilmek üzere
,Toroslar’ın kaderini bağlayan
,köprü emretmişti hani
,Yusuf Usta yapmıştı bin aşkla
,"Gezmeli değil, görmeli demişti ustasına"
,Adı destan olmuştu Görmeli Köprüsü diye
,Yüz yıllar direnmişti en azgın sulara
,göçler taşımıştı deve kervanlı
,Bardat’tan Barcın’a
,Köpek havlamalı çan sesli sürüler
,Koçaş nuru ladin kokulu kamyonlar
,Azığı bel kuşağında gurbet yolcuları
,Şimdi sorma
,Yüreğim sızlar
,Kalemim kan damlar
,Bunu sana nasıl yazarım
,Vefasızlığımıza boyun büktü
,Kendini sulara gömer diye
,Gurur abidesi kitabesini
,Utanç madalyası olarak saklayacağız
,Bağışla bizi demeye yüzümüz var
,Bin utançla özür dileriz senden
,İhanet üstüne ihanet ettik bilge insan
,İbrahim Şahin
,
Yüreğimin İhaneti,
,inanmıştım seherinde şafağın
,gökyüzünde nağmeler söylerken
,çocukluğum
,sorgularken derin birdapta canlığımı
,ihanet yemiştim yüreğimce....
,kendime kalleştim bütün mevsimlerde
,deryası kalmadı artık hayallerimin
,vazgeçtim artık kardeşliğin canlığın
,büyüsünden
,yoz evren anlamı olmayan
,menfaatperes rüyalar
,artık parıldamayan cilveli gözlerde
,ihanet yemiştim yüreğimce
,sevdamı hayallerimi fırtınayla savurdum
,ağıtım artık hasrete kapılmış
,yaşlı göçmen kuş misali
,hep sevdi buldu belasını ağladı satıldı
,gülmedi güldürmedi yüreğim...
,zehir cümbüşünde fırtına kalleşliğinde
,gelirken sahtekar dostlar kardeşler
,ihanet yemiştim yüreğimce..
,
Lanet Olsun,
,oldum sana ihanet eden
,Yüz üstü oylece birakip giden
,Bedduani eksik eyleme benden
,Lanet oku bana bin lanet olsun
,Ihanet eyledim evet ihanet sana
,Layik olamadim senin insana
,Ellerini acip simdi kibleden yana
,Lanet oku bana bin lanet olsun
,Caresiz birakip üc cocuk
,Yillarca cektirdim sizlere cile
,daha adimi getirme dile
,Lanet oku bana bin lanet olsun
,Gül eglen neselen takilar takin
,Yikilip düsmüsüm kinalar yakin
,Merhamet eyleme acima sakin
,Lanet oku bana bin lanet olsun
,Enver der pismanim Tanriya ayan
,bari pes etme sabreyle dayan
,Adimi andign zaman an
,Lanet oku bana bin lanet olsun
,Laneet oku bana bin lanat olsun
,
İhanet edecekmişim,
,İHANET EDECEKMİŞİM
,öyle diyorlar unutacakmışım
,ayaz kış günlerinde
,koynuna düştüğüm geceleri
,ihanet edecekmişim
,asla usanmayan çocuksu yanıma
,oysa daha yazacaktım
,üşümekten elleri titreyen çocuğu
,öyle diyorlar unutacakmışım
,umudu toprağa gömen zebanileri
,geleceği çalınan esmer tenli çocuğu
,ihanet edecekmişim
,baharına hüzünlü dizeler düşen delikanlıyı
,oysa daha yazacaktım
,düşlerin öte yakasında kalan umudu
,Fuat DOĞAN
,2003
,
Kurşunsuz Öldürdün...,
,"Beni sorma, gördüğün gibiyim"
,Benim kisi yürek vurgunuydu
,Deli Kız:
,Çekip gittiyse meçhul vefasız
,sana ihanet etmedim kalbim
,Tek günüm olmadıysa cefasız
,seni ihbar etmedim kalbim
,Deli Oğlan:
,"Aşk dair umutlarımı yok ettin,"
,Gönül hasretlerimi nasılda tükettin
,"Kurşunsuz vurup, kalbime neler ettin"
,seni ihbar etmedim kalbim...
,Deli Kız:
,"Aldırma benim efkarıma, yarama"
,"Dokunma sızlıyor aha şurama,"
,"Aşkına dilenci ettiğini sor ama,"
,sana ihanet etmedim kalbim.
,Deli Oğlan:
,"Kurşunsuz öldüm yokmuş değeri,"
,"Terk edip, gittiğin günden beri,"
,"Vuslatımız selvi, mezar yeri,"
,"Ağlama, sana ihanet etmedim kalbim..."
,
Halkın Ozanına İhanet Olmaz!,
,Halkın ozanına ihanet olmaz
,Halkın nefretini kazanın yarim
,Kimsenin yaptığı yanına kalmaz
,Fitil fitil gelir burnundan yarim
,İhanet yakışmaz aşkın şanına
,Nice hain kıydı kendi canına
,gün varacağız hak divanına
,Herkes ektiğini biçecek yarim
,Halk ozanı duygusaldır naziktir
,Kırılmasın kalbi ona yazıktır
,İhanet edenin sütü bozuktur
,El sözüne kanma sakın ha yarim
,Sakın olmayasın nefsine köle
,Seven sevdiğine çektirmez çile
,Halkın ozanını düşürme dile
,Rezil rüsvay etme eyleme yarim
,Halkın göz nurudur halkın ozanı
,halk candan sever ilim yazanı
,Kim olsa lanetler yoldan azanı
,Hak yoldan ayrılma ayrılma yarim
,Gönül dostlarıdır ozanın hepsi
,Büyüktür gönlünde insan sevgisi
,Ozan Güner ozanların delisi
,Yıpratma deliyi günahtır yarim
,Ozan Güner Kaymak
,Amsterdam / 09.05.2008
,
Adı ihanet olmasın oktay avcı,
,olursa olsun ayrılığın
,sebebi ihanet olmasın
,ölüm olsun
,yaşam olmasın
,Adı sensizlik olsun
,Adı susuzluk olsun çölde
,Adı nefret
,Adı yokluk
,Adı çaresizlik
,Adı işkence olsun
,Adı korkmak
,Adı kovulmak olsun
,olursa olsun
,Adı kaçmak
,Adı kaybetmek
,Adı yenilmek olsun
,ihanet olmasın
,Söyle olmasın
,
Doğa ve İnsan,
,doğa
,"ona ihanet etmezsen vardır,"
,doğa ona ihanet etmezsen
,"besler, büyütür seni"
,"sever seni, senin onu sevdiğinden daha"
,"bakar sana, senin ona baktığından daha"
,öyle sever
,öyle bakar ki;
,Aşkının renginden kendinden geçersin.
,doğa
,almadan verecek cömerttir
,Lakin insanoğlu vermeden alacak yüzsüz olduğu
,İhanet edecek kötü olmasaydı.
,
İhanet,
,Yaktın beni yaktın sende yanasın
,Aşk acısı tatdım sende tadasın
,Kalbim bin parça yüreğim yasta
,ihanet senin ızdırap benim
,Yeminimiz vardı seninle benim
,Bunu bozdun günahı senin
,Beni isyankar derbeder ettin
,ihanet senin ızdırap benim
,Karşıma çıkma günün birinde
,Felek tokadını vurur elbette
,Affedemem seni affetmemde
,ihanet senin ızdırap benim
,14-06-2006
,
Bir Aşkın Zanlısıydı Yüreğim,
,zamanın içinde yalnız bırakılan
,aşkın zanlısıydı yüreğim
,eline saf aşkın kanı bulaşmışken
,yararı yoktur artık
,aldığın nefeste adını yad etmenin af dilemenin
,"nedenlerle, nasıllarla pişmanlıklarla geçerken"
,sensizliğim...
,"ellerim ihanet etti, onu bedenim izledi, ardından dudaklarım"
,ihanet etti sana bana
,paramparça olmuş sevdam ruhumdu
,mahrur dik başına köşede bekleyen...
,not: ihanet etmişken bedenim
,geriye yapılacak tek şey kalmıştır...
,ruhumun ruhuna kavuşacağı anı beklemek son nefesi adınla vermek...
,
İhanet-2,
,Hani ihanet edenin sırrını çözmek ister insan.
,Hani böyle amansız hastalığın pençesinde
,Çırpınır durur deva bulmak için.
,Hani öğrense olacak gönül ihanete uğradığını?
,"Böyle karmaşadır işte ihanet, aşkın içinde yaşanan."
,
,Sonra öğrenir kimdir ihanet ettiren kendine...
,Nerde nasıl soruları sakinleşir beyinde...
,Şimdi tek acı kalır içinde...
,Gitmek kalmak
,Gider gelir ikilem içinde....
,
PaS,
,Paslı hançerdir ihanet
,Insan yapılırken yapılmış
,Adem eski
,Ihanet
,Göğsünün sol köşesinde;
,Yüreğinde karlar erimiştir belkide
,Saçlarınada kar yağmadığına görede
,Umuda giden yollar açıktır
,Yollar açıktır açık olmasına
,Keşke varılacak umutta olsa
,yollar açıktır
,Yinede aşk; hep geç kalır
,beklediğimiz
,Belkideyine ihanet aşk kılığında kapımızı çalacaktır
,
Ebru'ya Mektuplar 6,
,sabah
,yoksun
,felaket..
,kırlarda açlıktan çakallar uluyor
,minarelerde müezzinler ezan okuyor
,dizlerinin arasındaki ihanet
,yazdığım şiir değil kehanet
,farklı gemilerde geliyoruz
,aynı limanda ineceğiz
,kavuşturmazsa bizi zalim hayat
,aynı hasretle öleceğiz
,dizlerinin arasındaki ihanet
,yazdığım şiir değil kehanet
,parmaklarımı dudaklarında hissetmeyi
,istemedin titreyerek?
,teninin en kuytusundan öpülmeyi
,beklemedin ürpererek?
,dizlerinin arasındaki ihanet
,yazdığım şiir değil kehanet
,"sen, dağılırken saçların yüzümde"
,"ben,sarhoş olup göğsünün ayvatüylerinde"
,"inleyerek aşktan, arşa çıkmadık mı,"
,"benim dışımda, senin içinde?"
,dizlerinin arasındaki ihanet
,yazdığım şiir değil kehanet
,ruhumu yaralıyor defolu bedenim
,tanrıya ihanetim bundandır
,sevdamın cisimleşmiş hali
,sana ibadetim bundandır
,dizlerinin arasındaki ihanet
,yazdığım şiir değil kehanet
,
,seni
,unutmak
,sevmedim
,daha söyle olur?
,sesini duymak iyi geliyor:
,nedir
,anlamı
,bütün bunların?
,(26.01.2006)
,
Vatan haini,
,vatana ihanet etsem
,günü
,şiir
,yazmadan
,harcayarak
,
İhanet Olmaz Mı?,
,"Gözlerle aldatmak,ihanet olmaz mı?"
,
Vurdu İhanet,
,Dün gece vurdu beni ihanet
,Vurdu tüm dünlerimi
,Paramparça etti geçmişimi
,Dün de;
,Gülen gözlerim vardı
,Yarınlara beslenen umutlarım
,Geleceği rengarenk boyamış
