original_line,processed
Vatan sağ oldukça bil sağım,"[{'input': 'Vatan', 'root': 'vatan', 'type': 'Noun'}, {'input': 'sağ', 'root': 'sağ', 'type': 'Adjective'}, {'input': 'sağ', 'root': 'sağmak', 'type': 'Verb'}, {'input': 'sağ', 'root': 'sağ', 'type': 'Noun'}, {'input': 'oldukça', 'root': 'oldukça', 'type': 'Adverb'}, {'input': 'oldukça', 'root': 'olmak', 'type': 'Verb'}, {'input': 'bil', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'sağım', 'root': 'sağ', 'type': 'Noun'}, {'input': 'sağım', 'root': 'sağı', 'type': 'Noun'}, {'input': 'sağım', 'root': 'sağım', 'type': 'Noun'}, {'input': 'sağım', 'root': 'sağ', 'type': 'Adjective'}, {'input': 'sağım', 'root': 'sağ', 'type': 'Adjective'}, {'input': 'sağım', 'root': 'sağ', 'type': 'Noun'}]"
"Ahmet şehit,Ali şehit,ben şehit.","[{'input': 'Ahmet', 'root': 'Ahmet', 'type': 'Noun'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Ali', 'root': 'ali', 'type': 'Adjective'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'ben', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'ben', 'root': 'ben', 'type': 'Noun'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Dağlar söylüyorken türkümüz,"[{'input': 'Dağlar', 'root': 'dağlamak', 'type': 'Verb'}, {'input': 'Dağlar', 'root': 'dağlamak', 'type': 'Verb'}, {'input': 'Dağlar', 'root': 'dağ', 'type': 'Noun'}, {'input': 'Dağlar', 'root': 'dağ', 'type': 'Noun'}, {'input': 'söylüyorken', 'root': 'söylemek', 'type': 'Verb'}, {'input': 'türkümüz', 'root': 'Türk', 'type': 'Noun'}, {'input': 'türkümüz', 'root': 'türkü', 'type': 'Noun'}]"
Kaçabile vatandan hangimiz,"[{'input': 'Kaçabile', 'root': 'kaçmak', 'type': 'Verb'}, {'input': 'vatandan', 'root': 'vatan', 'type': 'Noun'}, {'input': 'hangimiz', 'root': 'hangi', 'type': 'Pronoun'}, {'input': 'hangimiz', 'root': 'hangi', 'type': 'Adjective'}]"
Nerde düşsek orda bizim gönlümüz,"[{'input': 'Nerde', 'root': 'Ner', 'type': 'Noun'}, {'input': 'Nerde', 'root': 'Nerd', 'type': 'Noun'}, {'input': 'düşsek', 'root': 'düşmek', 'type': 'Verb'}, {'input': 'düşsek', 'root': 'düş', 'type': 'Noun'}, {'input': 'orda', 'root': 'ora', 'type': 'Noun'}, {'input': 'orda', 'root': 'orda', 'type': 'Noun'}, {'input': 'bizim', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'bizim', 'root': 'biz', 'type': 'Noun'}, {'input': 'bizim', 'root': 'biz', 'type': 'Noun'}, {'input': 'gönlümüz', 'root': 'gönül', 'type': 'Noun'}, {'input': 'gönlümüz', 'root': 'gön', 'type': 'Noun'}]"
"Yahya şehit,Seyyit şehit,ben şehit.","[{'input': 'Yahya', 'root': 'Yahya', 'type': 'Noun'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Seyyit', 'root': 'Seyyit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'ben', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'ben', 'root': 'ben', 'type': 'Noun'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Dünya gelse,vatan için,din","[{'input': 'Dünya', 'root': 'Dünya', 'type': 'Noun'}, {'input': 'Dünya', 'root': 'dünya', 'type': 'Noun'}, {'input': 'gelse', 'root': 'gelmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'vatan', 'root': 'vatan', 'type': 'Noun'}, {'input': 'için', 'root': 'için', 'type': 'PostPositive'}, {'input': 'için', 'root': 'için', 'type': 'PostPositive'}, {'input': 'için', 'root': 'içmek', 'type': 'Verb'}, {'input': 'için', 'root': 'iç', 'type': 'Noun'}, {'input': 'için', 'root': 'iç', 'type': 'Noun'}, {'input': 'için', 'root': 'iç', 'type': 'Adjective'}, {'input': 'için', 'root': 'iç', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'din', 'root': 'dinmek', 'type': 'Verb'}, {'input': 'din', 'root': 'din', 'type': 'Noun'}]"
"Gözüm kırpmam can için,baş","[{'input': 'Gözüm', 'root': 'göz', 'type': 'Noun'}, {'input': 'Gözüm', 'root': 'göz', 'type': 'Noun'}, {'input': 'kırpmam', 'root': 'kırpmak', 'type': 'Verb'}, {'input': 'kırpmam', 'root': 'kırpmak', 'type': 'Verb'}, {'input': 'can', 'root': 'can', 'type': 'Adjective'}, {'input': 'can', 'root': 'Can', 'type': 'Noun'}, {'input': 'can', 'root': 'can', 'type': 'Noun'}, {'input': 'için', 'root': 'için', 'type': 'PostPositive'}, {'input': 'için', 'root': 'için', 'type': 'PostPositive'}, {'input': 'için', 'root': 'içmek', 'type': 'Verb'}, {'input': 'için', 'root': 'iç', 'type': 'Noun'}, {'input': 'için', 'root': 'iç', 'type': 'Noun'}, {'input': 'için', 'root': 'iç', 'type': 'Adjective'}, {'input': 'için', 'root': 'iç', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'baş', 'root': 'baş', 'type': 'Noun'}]"
Derim 'Allah! muzaffer et hak için',"[{'input': 'Derim', 'root': 'demek', 'type': 'Verb'}, {'input': 'Derim', 'root': 'deri', 'type': 'Noun'}, {'input': 'Derim', 'root': 'Derim', 'type': 'Noun'}, {'input': 'Derim', 'root': 'deri', 'type': 'Adjective'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': '!', 'root': '!', 'type': 'Punctuation'}, {'input': 'muzaffer', 'root': 'muzaffer', 'type': 'Adjective'}, {'input': 'et', 'root': 'etmek', 'type': 'Verb'}, {'input': 'et', 'root': 'et', 'type': 'Noun'}, {'input': 'hak', 'root': 'hak', 'type': 'Adjective'}, {'input': 'hak', 'root': 'Hak', 'type': 'Noun'}, {'input': 'hak', 'root': 'hak', 'type': 'Noun'}, {'input': 'hak', 'root': 'hak', 'type': 'Noun'}, {'input': 'için', 'root': 'için', 'type': 'PostPositive'}, {'input': 'için', 'root': 'için', 'type': 'PostPositive'}, {'input': 'için', 'root': 'içmek', 'type': 'Verb'}, {'input': 'için', 'root': 'iç', 'type': 'Noun'}, {'input': 'için', 'root': 'iç', 'type': 'Noun'}, {'input': 'için', 'root': 'iç', 'type': 'Adjective'}, {'input': 'için', 'root': 'iç', 'type': 'Adjective'}]"
"Resul şehit,Nebi şehit,ben şehit","[{'input': 'Resul', 'root': 'resul', 'type': 'Noun'}, {'input': 'Resul', 'root': 'Resul', 'type': 'Noun'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Nebi', 'root': 'nebi', 'type': 'Noun'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'ben', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'ben', 'root': 'ben', 'type': 'Noun'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}]"
(27.02.2005/pazartesi - SİVAS),"[{'input': '(', 'root': '(', 'type': 'Punctuation'}, {'input': '27.02.2005', 'root': '27.02.2005', 'type': 'Numeral'}, {'input': '/', 'root': '/', 'type': 'Punctuation'}, {'input': 'pazartesi', 'root': 'pazartesi', 'type': 'Noun'}, {'input': '-', 'root': '-', 'type': 'Punctuation'}, {'input': 'SİVAS', 'root': 'Sivas', 'type': 'Noun'}, {'input': ')', 'root': ')', 'type': 'Punctuation'}]"
ŞEHİT YETİMİ,"[{'input': 'ŞEHİT', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'ŞEHİT', 'root': 'şehit', 'type': 'Noun'}, {'input': 'YETİMİ', 'root': 'yeti', 'type': 'Noun'}, {'input': 'YETİMİ', 'root': 'yetim', 'type': 'Adjective'}, {'input': 'YETİMİ', 'root': 'yetim', 'type': 'Adjective'}]"
"Babamı aradım yoktu yerinde,","[{'input': 'Babamı', 'root': 'baba', 'type': 'Noun'}, {'input': 'Babamı', 'root': 'baba', 'type': 'Adjective'}, {'input': 'aradım', 'root': 'aramak', 'type': 'Verb'}, {'input': 'aradım', 'root': 'Arad', 'type': 'Noun'}, {'input': 'aradım', 'root': 'Arad', 'type': 'Noun'}, {'input': 'yoktu', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktu', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktu', 'root': 'yok', 'type': 'Noun'}, {'input': 'yerinde', 'root': 'yerinde', 'type': 'Adjective'}, {'input': 'yerinde', 'root': 'yerinde', 'type': 'Adverb'}, {'input': 'yerinde', 'root': 'yer', 'type': 'Noun'}, {'input': 'yerinde', 'root': 'yer', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Dediler şehit, yara derinde,","[{'input': 'Dediler', 'root': 'demek', 'type': 'Verb'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yara', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'yara', 'root': 'yaramak', 'type': 'Verb'}, {'input': 'yara', 'root': 'yar', 'type': 'Noun'}, {'input': 'yara', 'root': 'yara', 'type': 'Noun'}, {'input': 'derinde', 'root': 'deri', 'type': 'Noun'}, {'input': 'derinde', 'root': 'derin', 'type': 'Noun'}, {'input': 'derinde', 'root': 'deri', 'type': 'Adjective'}, {'input': 'derinde', 'root': 'derin', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Tut elimi babam günün birinde.,"[{'input': 'Tut', 'root': 'tutmak', 'type': 'Verb'}, {'input': 'Tut', 'root': 'Tut', 'type': 'Noun'}, {'input': 'elimi', 'root': 'el', 'type': 'Noun'}, {'input': 'elimi', 'root': 'elim', 'type': 'Adjective'}, {'input': 'elimi', 'root': 'elim', 'type': 'Adjective'}, {'input': 'babam', 'root': 'baba', 'type': 'Noun'}, {'input': 'babam', 'root': 'baba', 'type': 'Adjective'}, {'input': 'günün', 'root': 'Gü', 'type': 'Noun'}, {'input': 'günün', 'root': 'gün', 'type': 'Noun'}, {'input': 'günün', 'root': 'gün', 'type': 'Noun'}, {'input': 'günün', 'root': 'günü', 'type': 'Noun'}, {'input': 'birinde', 'root': 'biri', 'type': 'Pronoun'}, {'input': 'birinde', 'root': 'bir', 'type': 'Adjective'}, {'input': 'birinde', 'root': 'bir', 'type': 'Adjective'}, {'input': 'birinde', 'root': 'bir', 'type': 'Numeral'}, {'input': 'birinde', 'root': 'bir', 'type': 'Numeral'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"şehit yetimi, şehit kızıyım,","[{'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': 'yetimi', 'root': 'yeti', 'type': 'Noun'}, {'input': 'yetimi', 'root': 'yetim', 'type': 'Adjective'}, {'input': 'yetimi', 'root': 'yetim', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': 'kızıyım', 'root': 'kız', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Şanlı bayrağımın ay yıldızıyım.,"[{'input': 'Şanlı', 'root': 'şan', 'type': 'Noun'}, {'input': 'bayrağımın', 'root': 'bayrak', 'type': 'Noun'}, {'input': 'ay', 'root': 'ay', 'type': 'Interjection'}, {'input': 'ay', 'root': 'aymak', 'type': 'Verb'}, {'input': 'ay', 'root': 'Ay', 'type': 'Noun'}, {'input': 'ay', 'root': 'ay', 'type': 'Noun'}, {'input': 'ay', 'root': 'ay', 'type': 'Noun'}, {'input': 'yıldızıyım', 'root': 'yıldız', 'type': 'Noun'}, {'input': 'yıldızıyım', 'root': 'yıldız', 'type': 'Adjective'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Gözlerimde hasret, kirpiğimde nem,","[{'input': 'Gözlerimde', 'root': 'göz', 'type': 'Noun'}, {'input': 'hasret', 'root': 'hasretmek', 'type': 'Verb'}, {'input': 'hasret', 'root': 'hasret', 'type': 'Noun'}, {'input': 'hasret', 'root': 'Hasret', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kirpiğimde', 'root': 'kirpik', 'type': 'Noun'}, {'input': 'nem', 'root': 'ne', 'type': 'Noun'}, {'input': 'nem', 'root': 'nem', 'type': 'Noun'}, {'input': 'nem', 'root': 'ne', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Kanadım kırıldı, neyleyim ninem?","[{'input': 'Kanadım', 'root': 'kanamak', 'type': 'Verb'}, {'input': 'Kanadım', 'root': 'kanat', 'type': 'Noun'}, {'input': 'Kanadım', 'root': 'kanat', 'type': 'Noun'}, {'input': 'kırıldı', 'root': 'kırmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'neyleyim', 'root': 'neyleyim', 'type': 'Interjection'}, {'input': 'neyleyim', 'root': 'Ne', 'type': 'Noun'}, {'input': 'neyleyim', 'root': 'ne', 'type': 'Pronoun'}, {'input': 'neyleyim', 'root': 'ne', 'type': 'Noun'}, {'input': 'neyleyim', 'root': 'ney', 'type': 'Noun'}, {'input': 'neyleyim', 'root': 'ne', 'type': 'Adjective'}, {'input': 'ninem', 'root': 'nine', 'type': 'Noun'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}]"
Babasız evlerde durur annem?,"[{'input': 'Babasız', 'root': 'baba', 'type': 'Noun'}, {'input': 'Babasız', 'root': 'baba', 'type': 'Adjective'}, {'input': 'evlerde', 'root': 'ev', 'type': 'Noun'}, {'input': 'durur', 'root': 'durmak', 'type': 'Verb'}, {'input': 'durur', 'root': 'durmak', 'type': 'Verb'}, {'input': 'annem', 'root': 'Anne', 'type': 'Noun'}, {'input': 'annem', 'root': 'anne', 'type': 'Noun'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}]"
"şehit yetimi, şehit kızıyım,","[{'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': 'yetimi', 'root': 'yeti', 'type': 'Noun'}, {'input': 'yetimi', 'root': 'yetim', 'type': 'Adjective'}, {'input': 'yetimi', 'root': 'yetim', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'şehit', 'root': 'Şehit', 'type': 'Noun'}, {'input': 'şehit', 'root': 'şehit', 'type': 'Noun'}, {'input': 'kızıyım', 'root': 'kız', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Şanlı bayrağımın ay yıldızıyım.,"[{'input': 'Şanlı', 'root': 'şan', 'type': 'Noun'}, {'input': 'bayrağımın', 'root': 'bayrak', 'type': 'Noun'}, {'input': 'ay', 'root': 'ay', 'type': 'Interjection'}, {'input': 'ay', 'root': 'aymak', 'type': 'Verb'}, {'input': 'ay', 'root': 'Ay', 'type': 'Noun'}, {'input': 'ay', 'root': 'ay', 'type': 'Noun'}, {'input': 'ay', 'root': 'ay', 'type': 'Noun'}, {'input': 'yıldızıyım', 'root': 'yıldız', 'type': 'Noun'}, {'input': 'yıldızıyım', 'root': 'yıldız', 'type': 'Adjective'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Babam bayrağıma sarılı geldin,","[{'input': 'Babam', 'root': 'baba', 'type': 'Noun'}, {'input': 'Babam', 'root': 'baba', 'type': 'Adjective'}, {'input': 'bayrağıma', 'root': 'bayrak', 'type': 'Noun'}, {'input': 'sarılı', 'root': 'sarı', 'type': 'Noun'}, {'input': 'sarılı', 'root': 'sarı', 'type': 'Adjective'}, {'input': 'geldin', 'root': 'gelmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Acı haberinle bağrımı deldin,","[{'input': 'Acı', 'root': 'acı', 'type': 'Adjective'}, {'input': 'Acı', 'root': 'acımak', 'type': 'Verb'}, {'input': 'Acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acı', 'root': 'Ac', 'type': 'Noun'}, {'input': 'Acı', 'root': 'acı', 'type': 'Noun'}, {'input': 'Acı', 'root': 'A', 'type': 'Noun'}, {'input': 'haberinle', 'root': 'haber', 'type': 'Noun'}, {'input': 'bağrımı', 'root': 'bağır', 'type': 'Noun'}, {'input': 'deldin', 'root': 'delmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Gönlümde yanardağ, gözümde seldin.","[{'input': 'Gönlümde', 'root': 'gönül', 'type': 'Noun'}, {'input': 'Gönlümde', 'root': 'gön', 'type': 'Noun'}, {'input': 'yanardağ', 'root': 'yanardağ', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'gözümde', 'root': 'göz', 'type': 'Noun'}, {'input': 'seldin', 'root': 'sel', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
